ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
235,355,65,6,32.5,3.0,32.5,3.0
236,351,45,4,22.5,2.0,22.5,2.0
237,102,15,10,7.5,5.0,7.5,5.0
238,219,65,8,32.5,4.0,32.5,4.0
239,394,15,6,7.5,3.0,7.5,3.0
240,311,20,10,10.0,5.0,10.0,5.0
241,461,20,8,10.0,4.0,10.0,4.0
242,40,5,4,2.5,2.0,2.5,2.0
243,237,75,10,37.5,5.0,37.5,5.0
244,419,25,4,12.5,2.0,12.5,2.0
245,175,30,10,15.0,5.0,15.0,5.0
246,384,5,4,2.5,2.0,2.5,2.0
247,32,25,2,12.5,1.0,12.5,1.0
248,385,60,8,30.0,4.0,30.0,4.0
249,399,30,8,15.0,4.0,15.0,4.0
250,439,30,4,15.0,2.0,15.0,2.0
251,324,55,10,27.5,5.0,27.5,5.0
252,485,65,4,32.5,2.0,32.5,2.0
253,270,5,10,2.5,5.0,2.5,5.0
254,189,20,8,10.0,4.0,10.0,4.0
255,416,30,2,15.0,1.0,15.0,1.0
256,261,5,2,2.5,1.0,2.5,1.0
257,188,30,10,15.0,5.0,15.0,5.0
258,432,5,4,2.5,2.0,2.5,2.0
259,313,25,2,12.5,1.0,12.5,1.0
260,47,35,6,17.5,3.0,17.5,3.0
261,482,10,4,5.0,2.0,5.0,2.0
262,347,20,4,10.0,2.0,10.0,2.0
263,64,20,10,10.0,5.0,10.0,5.0
264,326,25,2,12.5,1.0,12.5,1.0
265,101,30,6,15.0,3.0,15.0,3.0
266,236,20,4,10.0,2.0,10.0,2.0
267,60,35,4,17.5,2.0,17.5,2.0
268,85,55,8,27.5,4.0,27.5,4.0
269,118,5,2,2.5,1.0,2.5,1.0
270,15,15,2,7.5,1.0,7.5,1.0
271,216,15,4,7.5,2.0,7.5,2.0
272,126,25,8,12.5,4.0,12.5,4.0
273,166,15,4,7.5,2.0,7.5,2.0
274,277,30,4,15.0,2.0,15.0,2.0
275,319,15,2,7.5,1.0,7.5,1.0
276,415,10,2,5.0,1.0,5.0,1.0
277,115,15,8,7.5,4.0,7.5,4.0
278,272,60,8,30.0,4.0,30.0,4.0
279,267,50,10,25.0,5.0,25.0,5.0
280,13,15,6,7.5,3.0,7.5,3.0
281,484,20,4,10.0,2.0,10.0,2.0
282,348,5,4,2.5,2.0,2.5,2.0
283,54,10,4,5.0,2.0,5.0,2.0
284,315,80,8,40.0,4.0,40.0,4.0
285,48,35,8,17.5,4.0,17.5,4.0
286,308,20,10,10.0,5.0,10.0,5.0
287,159,75,2,37.5,1.0,37.5,1.0
288,412,35,2,17.5,1.0,17.5,1.0
289,162,20,6,10.0,3.0,10.0,3.0
290,381,30,4,15.0,2.0,15.0,2.0
291,78,25,2,12.5,1.0,12.5,1.0
292,70,30,2,15.0,1.0,15.0,1.0
293,213,20,6,10.0,3.0,10.0,3.0
294,334,20,6,10.0,3.0,10.0,3.0
295,345,65,8,32.5,4.0,32.5,4.0
296,257,15,2,7.5,1.0,7.5,1.0
297,135,75,10,37.5,5.0,37.5,5.0
298,400,5,4,2.5,2.0,2.5,2.0
299,86,10,10,5.0,5.0,5.0,5.0
300,1,20,8,10.0,4.0,10.0,4.0
301,211,35,2,17.5,1.0,17.5,1.0
302,205,30,4,15.0,2.0,15.0,2.0
303,285,65,8,32.5,4.0,32.5,4.0
304,487,35,6,17.5,3.0,17.5,3.0
305,143,5,2,2.5,1.0,2.5,1.0
306,354,10,10,5.0,5.0,5.0,5.0
307,110,5,8,2.5,4.0,2.5,4.0
308,217,65,8,32.5,4.0,32.5,4.0
309,243,30,2,15.0,1.0,15.0,1.0
310,302,30,2,15.0,1.0,15.0,1.0
311,6,30,4,15.0,2.0,15.0,2.0
312,383,10,2,5.0,1.0,5.0,1.0
313,429,35,2,17.5,1.0,17.5,1.0
314,222,60,8,30.0,4.0,30.0,4.0
315,282,10,6,5.0,3.0,5.0,3.0
316,344,15,2,7.5,1.0,7.5,1.0
317,112,15,8,7.5,4.0,7.5,4.0
318,232,25,4,12.5,2.0,12.5,2.0
319,479,65,4,32.5,2.0,32.5,2.0
320,140,5,2,2.5,1.0,2.5,1.0
321,231,5,4,2.5,2.0,2.5,2.0
322,76,25,4,12.5,2.0,12.5,2.0
323,269,25,2,12.5,1.0,12.5,1.0
324,131,40,2,20.0,1.0,20.0,1.0
325,157,5,8,2.5,4.0,2.5,4.0
326,127,35,4,17.5,2.0,17.5,2.0
327,457,75,8,37.5,4.0,37.5,4.0
328,50,15,2,7.5,1.0,7.5,1.0
329,364,65,4,32.5,2.0,32.5,2.0
330,448,35,2,17.5,1.0,17.5,1.0
331,250,20,6,10.0,3.0,10.0,3.0
332,306,20,2,10.0,1.0,10.0,1.0
333,404,35,6,17.5,3.0,17.5,3.0
334,17,25,2,12.5,1.0,12.5,1.0
335,128,10,2,5.0,1.0,5.0,1.0
336,339,30,10,15.0,5.0,15.0,5.0
337,235,70,4,35.0,2.0,35.0,2.0
338,75,20,10,10.0,5.0,10.0,5.0
339,444,60,8,30.0,4.0,30.0,4.0
340,455,60,4,30.0,2.0,30.0,2.0
341,251,25,10,12.5,5.0,12.5,5.0
342,105,10,10,5.0,5.0,5.0,5.0
343,163,40,2,20.0,1.0,20.0,1.0
344,491,25,6,12.5,3.0,12.5,3.0
345,83,15,8,7.5,4.0,7.5,4.0
346,325,20,2,10.0,1.0,10.0,1.0
347,242,35,4,17.5,2.0,17.5,2.0
348,470,20,2,10.0,1.0,10.0,1.0
349,35,50,6,25.0,3.0,25.0,3.0
350,304,65,6,32.5,3.0,32.5,3.0
351,275,55,6,27.5,3.0,27.5,3.0
352,252,15,2,7.5,1.0,7.5,1.0
353,500,70,8,35.0,4.0,35.0,4.0
354,107,70,10,35.0,5.0,35.0,5.0
355,234,25,4,12.5,2.0,12.5,2.0
356,363,5,10,2.5,5.0,2.5,5.0
357,478,15,2,7.5,1.0,7.5,1.0
358,436,75,8,37.5,4.0,37.5,4.0
359,11,25,2,12.5,1.0,12.5,1.0
360,309,80,4,40.0,2.0,40.0,2.0
361,154,35,4,17.5,2.0,17.5,2.0
362,331,35,4,17.5,2.0,17.5,2.0
363,138,75,6,37.5,3.0,37.5,3.0
364,99,5,2,2.5,1.0,2.5,1.0
365,271,35,8,17.5,4.0,17.5,4.0
366,220,75,6,37.5,3.0,37.5,3.0
367,124,80,6,40.0,3.0,40.0,3.0
368,119,50,8,25.0,4.0,25.0,4.0
369,181,15,6,7.5,3.0,7.5,3.0
370,386,25,4,12.5,2.0,12.5,2.0
371,184,45,10,22.5,5.0,22.5,5.0
372,486,15,2,7.5,1.0,7.5,1.0
373,187,55,4,27.5,2.0,27.5,2.0
374,369,15,4,7.5,2.0,7.5,2.0
375,453,15,4,7.5,2.0,7.5,2.0
376,460,30,4,15.0,2.0,15.0,2.0
377,296,80,2,40.0,1.0,40.0,1.0
378,310,15,4,7.5,2.0,7.5,2.0
379,23,25,4,12.5,2.0,12.5,2.0
380,359,55,10,27.5,5.0,27.5,5.0
381,201,70,4,35.0,2.0,35.0,2.0
382,12,45,2,22.5,1.0,22.5,1.0
383,172,30,4,15.0,2.0,15.0,2.0
384,418,15,2,7.5,1.0,7.5,1.0
385,206,60,4,30.0,2.0,30.0,2.0
386,299,50,10,25.0,5.0,25.0,5.0
387,330,15,8,7.5,4.0,7.5,4.0
388,469,15,4,7.5,2.0,7.5,2.0
389,176,30,8,15.0,4.0,15.0,4.0
390,104,80,6,40.0,3.0,40.0,3.0
391,215,75,6,37.5,3.0,37.5,3.0
392,173,40,6,20.0,3.0,20.0,3.0
393,229,50,8,25.0,4.0,25.0,4.0
394,425,30,2,15.0,1.0,15.0,1.0
395,244,50,4,25.0,2.0,25.0,2.0
396,403,5,8,2.5,4.0,2.5,4.0
397,276,10,4,5.0,2.0,5.0,2.0
398,466,60,4,30.0,2.0,30.0,2.0
399,239,35,8,17.5,4.0,17.5,4.0
400,430,25,6,12.5,3.0,12.5,3.0
401,464,45,8,22.5,4.0,22.5,4.0
402,281,35,10,17.5,5.0,17.5,5.0
403,93,35,2,17.5,1.0,17.5,1.0
404,223,20,8,10.0,4.0,10.0,4.0
405,117,25,2,12.5,1.0,12.5,1.0
406,414,80,4,40.0,2.0,40.0,2.0
407,100,20,4,10.0,2.0,10.0,2.0
408,434,20,4,10.0,2.0,10.0,2.0
409,435,15,4,7.5,2.0,7.5,2.0
410,49,30,4,15.0,2.0,15.0,2.0
411,424,65,8,32.5,4.0,32.5,4.0
412,158,5,10,2.5,5.0,2.5,5.0
413,336,35,10,17.5,5.0,17.5,5.0
414,481,10,2,5.0,1.0,5.0,1.0
415,87,70,6,35.0,3.0,35.0,3.0
416,53,10,6,5.0,3.0,5.0,3.0
417,193,65,6,32.5,3.0,32.5,3.0
418,459,60,4,30.0,2.0,30.0,2.0
419,401,35,6,17.5,3.0,17.5,3.0
420,79,40,10,20.0,5.0,20.0,5.0
421,437,35,10,17.5,5.0,17.5,5.0
422,295,10,8,5.0,4.0,5.0,4.0
423,372,20,2,10.0,1.0,10.0,1.0
424,440,75,2,37.5,1.0,37.5,1.0
425,130,30,4,15.0,2.0,15.0,2.0
426,27,45,4,22.5,2.0,22.5,2.0
427,452,25,8,12.5,4.0,12.5,4.0
428,190,35,6,17.5,3.0,17.5,3.0
429,390,35,6,17.5,3.0,17.5,3.0
430,192,5,10,2.5,5.0,2.5,5.0
431,495,10,2,5.0,1.0,5.0,1.0
432,423,70,4,35.0,2.0,35.0,2.0
433,14,25,4,12.5,2.0,12.5,2.0
434,327,15,10,7.5,5.0,7.5,5.0
435,493,35,10,17.5,5.0,17.5,5.0
436,106,60,10,30.0,5.0,30.0,5.0
437,420,70,10,35.0,5.0,35.0,5.0
438,353,15,4,7.5,2.0,7.5,2.0
439,371,10,2,5.0,1.0,5.0,1.0
440,30,5,10,2.5,5.0,2.5,5.0
441,227,65,8,32.5,4.0,32.5,4.0
442,214,10,6,5.0,3.0,5.0,3.0
443,170,50,8,25.0,4.0,25.0,4.0
444,447,20,8,10.0,4.0,10.0,4.0
445,318,5,10,2.5,5.0,2.5,5.0
446,258,50,8,25.0,4.0,25.0,4.0
447,210,20,10,10.0,5.0,10.0,5.0
448,279,60,2,30.0,1.0,30.0,1.0
449,160,45,8,22.5,4.0,22.5,4.0
450,341,35,10,17.5,5.0,17.5,5.0
451,194,30,6,15.0,3.0,15.0,3.0
452,496,5,10,2.5,5.0,2.5,5.0
453,224,70,2,35.0,1.0,35.0,1.0
454,198,20,10,10.0,5.0,10.0,5.0
455,374,40,10,20.0,5.0,20.0,5.0
456,73,50,4,25.0,2.0,25.0,2.0
457,259,30,8,15.0,4.0,15.0,4.0
458,376,50,4,25.0,2.0,25.0,2.0
459,74,70,10,35.0,5.0,35.0,5.0
460,475,10,2,5.0,1.0,5.0,1.0
461,321,30,10,15.0,5.0,15.0,5.0
462,29,30,8,15.0,4.0,15.0,4.0
463,290,50,8,25.0,4.0,25.0,4.0
464,209,30,8,15.0,4.0,15.0,4.0
465,18,40,2,20.0,1.0,20.0,1.0
466,171,15,2,7.5,1.0,7.5,1.0
467,51,10,8,5.0,4.0,5.0,4.0
468,230,70,10,35.0,5.0,35.0,5.0
469,114,5,6,2.5,3.0,2.5,3.0
470,165,65,6,32.5,3.0,32.5,3.0
471,238,15,4,7.5,2.0,7.5,2.0
472,182,30,2,15.0,1.0,15.0,1.0
473,473,40,10,20.0,5.0,20.0,5.0
474,191,10,6,5.0,3.0,5.0,3.0
475,449,20,10,10.0,5.0,10.0,5.0
476,361,15,4,7.5,2.0,7.5,2.0
477,149,5,8,2.5,4.0,2.5,4.0
478,387,20,2,10.0,1.0,10.0,1.0
479,5,5,10,2.5,5.0,2.5,5.0
480,82,5,4,2.5,2.0,2.5,2.0
481,292,80,4,40.0,2.0,40.0,2.0
482,408,60,2,30.0,1.0,30.0,1.0
483,443,80,10,40.0,5.0,40.0,5.0
484,43,10,2,5.0,1.0,5.0,1.0
485,317,35,10,17.5,5.0,17.5,5.0
486,69,15,6,7.5,3.0,7.5,3.0
487,4,65,4,32.5,2.0,32.5,2.0
488,301,10,6,5.0,3.0,5.0,3.0
489,375,35,10,17.5,5.0,17.5,5.0
490,20,5,2,2.5,1.0,2.5,1.0
491,77,10,6,5.0,3.0,5.0,3.0
492,422,20,6,10.0,3.0,10.0,3.0
493,471,15,4,7.5,2.0,7.5,2.0
494,278,15,4,7.5,2.0,7.5,2.0
495,241,15,6,7.5,3.0,7.5,3.0
496,458,15,4,7.5,2.0,7.5,2.0
497,305,15,4,7.5,2.0,7.5,2.0
498,65,35,8,17.5,4.0,17.5,4.0
499,204,35,6,17.5,3.0,17.5,3.0
