ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
59,29,5,10,2.5,5.0,2.5,5.0
60,135,10,2,5.0,1.0,5.0,1.0
61,231,10,6,5.0,3.0,5.0,3.0
62,137,30,6,15.0,3.0,15.0,3.0
63,238,35,8,17.5,4.0,17.5,4.0
64,311,60,4,30.0,2.0,30.0,2.0
65,262,30,2,15.0,1.0,15.0,1.0
66,201,10,6,5.0,3.0,5.0,3.0
67,218,35,6,17.5,3.0,17.5,3.0
68,275,50,8,25.0,4.0,25.0,4.0
69,24,25,2,12.5,1.0,12.5,1.0
70,310,35,4,17.5,2.0,17.5,2.0
71,236,15,2,7.5,1.0,7.5,1.0
72,53,5,4,2.5,2.0,2.5,2.0
73,122,20,2,10.0,1.0,10.0,1.0
74,298,20,8,10.0,4.0,10.0,4.0
75,255,30,4,15.0,2.0,15.0,2.0
76,42,5,4,2.5,2.0,2.5,2.0
77,106,30,10,15.0,5.0,15.0,5.0
78,441,40,8,20.0,4.0,20.0,4.0
79,414,35,2,17.5,1.0,17.5,1.0
80,359,15,8,7.5,4.0,7.5,4.0
81,284,20,4,10.0,2.0,10.0,2.0
82,500,30,8,15.0,4.0,15.0,4.0
83,193,20,8,10.0,4.0,10.0,4.0
84,199,55,4,27.5,2.0,27.5,2.0
85,435,5,2,2.5,1.0,2.5,1.0
86,99,10,4,5.0,2.0,5.0,2.0
87,237,25,4,12.5,2.0,12.5,2.0
88,182,45,8,22.5,4.0,22.5,4.0
89,318,10,8,5.0,4.0,5.0,4.0
90,78,20,6,10.0,3.0,10.0,3.0
91,471,15,2,7.5,1.0,7.5,1.0
92,19,5,6,2.5,3.0,2.5,3.0
93,431,35,2,17.5,1.0,17.5,1.0
94,96,10,4,5.0,2.0,5.0,2.0
95,288,30,2,15.0,1.0,15.0,1.0
96,296,30,2,15.0,1.0,15.0,1.0
97,389,20,10,10.0,5.0,10.0,5.0
98,474,35,6,17.5,3.0,17.5,3.0
99,398,10,2,5.0,1.0,5.0,1.0
100,423,5,8,2.5,4.0,2.5,4.0
101,226,20,2,10.0,1.0,10.0,1.0
102,118,10,6,5.0,3.0,5.0,3.0
103,483,25,2,12.5,1.0,12.5,1.0
104,413,30,6,15.0,3.0,15.0,3.0
105,434,15,4,7.5,2.0,7.5,2.0
106,245,55,2,27.5,1.0,27.5,1.0
107,261,45,8,22.5,4.0,22.5,4.0
108,13,35,4,17.5,2.0,17.5,2.0
109,468,5,2,2.5,1.0,2.5,1.0
110,211,75,8,37.5,4.0,37.5,4.0
111,207,5,10,2.5,5.0,2.5,5.0
112,286,15,10,7.5,5.0,7.5,5.0
113,227,10,8,5.0,4.0,5.0,4.0
114,246,80,2,40.0,1.0,40.0,1.0
115,124,70,10,35.0,5.0,35.0,5.0
116,248,35,10,17.5,5.0,17.5,5.0
117,121,20,10,10.0,5.0,10.0,5.0
118,22,75,4,37.5,2.0,37.5,2.0
119,446,30,2,15.0,1.0,15.0,1.0
120,270,35,10,17.5,5.0,17.5,5.0
121,495,30,2,15.0,1.0,15.0,1.0
122,167,10,6,5.0,3.0,5.0,3.0
123,467,15,4,7.5,2.0,7.5,2.0
124,95,30,6,15.0,3.0,15.0,3.0
125,315,15,8,7.5,4.0,7.5,4.0
126,243,15,8,7.5,4.0,7.5,4.0
127,328,15,8,7.5,4.0,7.5,4.0
128,372,25,2,12.5,1.0,12.5,1.0
129,462,30,2,15.0,1.0,15.0,1.0
130,306,20,2,10.0,1.0,10.0,1.0
131,322,15,6,7.5,3.0,7.5,3.0
132,428,80,8,40.0,4.0,40.0,4.0
133,50,20,2,10.0,1.0,10.0,1.0
134,360,70,6,35.0,3.0,35.0,3.0
135,436,10,6,5.0,3.0,5.0,3.0
136,347,25,4,12.5,2.0,12.5,2.0
137,463,60,6,30.0,3.0,30.0,3.0
138,488,5,8,2.5,4.0,2.5,4.0
139,424,50,6,25.0,3.0,25.0,3.0
140,222,55,6,27.5,3.0,27.5,3.0
141,308,10,4,5.0,2.0,5.0,2.0
142,337,15,2,7.5,1.0,7.5,1.0
143,9,45,2,22.5,1.0,22.5,1.0
144,341,30,10,15.0,5.0,15.0,5.0
145,325,35,8,17.5,4.0,17.5,4.0
146,421,5,10,2.5,5.0,2.5,5.0
147,82,30,6,15.0,3.0,15.0,3.0
148,490,75,4,37.5,2.0,37.5,2.0
149,498,20,6,10.0,3.0,10.0,3.0
150,465,40,10,20.0,5.0,20.0,5.0
151,86,30,8,15.0,4.0,15.0,4.0
152,12,15,2,7.5,1.0,7.5,1.0
153,444,5,6,2.5,3.0,2.5,3.0
154,43,35,6,17.5,3.0,17.5,3.0
155,391,5,4,2.5,2.0,2.5,2.0
156,486,10,8,5.0,4.0,5.0,4.0
157,464,15,2,7.5,1.0,7.5,1.0
158,480,70,6,35.0,3.0,35.0,3.0
159,110,45,6,22.5,3.0,22.5,3.0
160,342,25,6,12.5,3.0,12.5,3.0
161,209,20,2,10.0,1.0,10.0,1.0
162,206,10,6,5.0,3.0,5.0,3.0
163,272,70,6,35.0,3.0,35.0,3.0
164,405,10,6,5.0,3.0,5.0,3.0
165,84,70,8,35.0,4.0,35.0,4.0
166,46,10,4,5.0,2.0,5.0,2.0
167,187,10,10,5.0,5.0,5.0,5.0
168,25,30,10,15.0,5.0,15.0,5.0
169,369,5,2,2.5,1.0,2.5,1.0
170,321,25,10,12.5,5.0,12.5,5.0
171,45,70,10,35.0,5.0,35.0,5.0
172,466,25,6,12.5,3.0,12.5,3.0
173,33,70,2,35.0,1.0,35.0,1.0
174,217,30,4,15.0,2.0,15.0,2.0
175,223,35,10,17.5,5.0,17.5,5.0
176,440,60,10,30.0,5.0,30.0,5.0
177,210,15,6,7.5,3.0,7.5,3.0
178,212,70,4,35.0,2.0,35.0,2.0
179,116,15,6,7.5,3.0,7.5,3.0
180,336,55,10,27.5,5.0,27.5,5.0
181,349,15,2,7.5,1.0,7.5,1.0
182,31,10,10,5.0,5.0,5.0,5.0
183,155,10,10,5.0,5.0,5.0,5.0
184,133,80,2,40.0,1.0,40.0,1.0
185,348,30,8,15.0,4.0,15.0,4.0
186,191,50,4,25.0,2.0,25.0,2.0
187,81,10,6,5.0,3.0,5.0,3.0
188,479,5,8,2.5,4.0,2.5,4.0
189,200,5,10,2.5,5.0,2.5,5.0
190,326,50,10,25.0,5.0,25.0,5.0
191,117,10,8,5.0,4.0,5.0,4.0
192,183,20,8,10.0,4.0,10.0,4.0
193,297,5,2,2.5,1.0,2.5,1.0
194,230,10,4,5.0,2.0,5.0,2.0
195,145,10,2,5.0,1.0,5.0,1.0
196,368,10,10,5.0,5.0,5.0,5.0
197,425,70,10,35.0,5.0,35.0,5.0
198,132,25,2,12.5,1.0,12.5,1.0
199,312,25,10,12.5,5.0,12.5,5.0
200,381,60,2,30.0,1.0,30.0,1.0
201,161,40,6,20.0,3.0,20.0,3.0
202,422,80,10,40.0,5.0,40.0,5.0
203,445,25,2,12.5,1.0,12.5,1.0
204,164,15,6,7.5,3.0,7.5,3.0
205,100,40,2,20.0,1.0,20.0,1.0
206,277,55,4,27.5,2.0,27.5,2.0
207,202,15,8,7.5,4.0,7.5,4.0
208,75,10,10,5.0,5.0,5.0,5.0
209,216,35,4,17.5,2.0,17.5,2.0
210,126,30,2,15.0,1.0,15.0,1.0
211,433,75,2,37.5,1.0,37.5,1.0
212,177,25,4,12.5,2.0,12.5,2.0
213,361,25,2,12.5,1.0,12.5,1.0
214,354,60,10,30.0,5.0,30.0,5.0
215,367,50,4,25.0,2.0,25.0,2.0
216,285,65,10,32.5,5.0,32.5,5.0
217,26,10,8,5.0,4.0,5.0,4.0
218,123,40,2,20.0,1.0,20.0,1.0
219,264,30,10,15.0,5.0,15.0,5.0
220,3,60,10,30.0,5.0,30.0,5.0
221,203,25,6,12.5,3.0,12.5,3.0
222,448,30,4,15.0,2.0,15.0,2.0
223,18,35,4,17.5,2.0,17.5,2.0
224,115,70,10,35.0,5.0,35.0,5.0
225,397,25,10,12.5,5.0,12.5,5.0
226,41,15,2,7.5,1.0,7.5,1.0
227,356,60,2,30.0,1.0,30.0,1.0
228,300,10,4,5.0,2.0,5.0,2.0
229,148,15,10,7.5,5.0,7.5,5.0
230,253,45,2,22.5,1.0,22.5,1.0
231,97,35,2,17.5,1.0,17.5,1.0
232,151,70,2,35.0,1.0,35.0,1.0
233,147,35,4,17.5,2.0,17.5,2.0
234,338,5,4,2.5,2.0,2.5,2.0
235,17,60,8,30.0,4.0,30.0,4.0
236,234,35,2,17.5,1.0,17.5,1.0
237,48,70,4,35.0,2.0,35.0,2.0
238,74,5,2,2.5,1.0,2.5,1.0
239,27,15,10,7.5,5.0,7.5,5.0
240,254,30,4,15.0,2.0,15.0,2.0
241,214,60,6,30.0,3.0,30.0,3.0
242,62,60,8,30.0,4.0,30.0,4.0
243,170,25,4,12.5,2.0,12.5,2.0
244,40,20,4,10.0,2.0,10.0,2.0
245,384,70,8,35.0,4.0,35.0,4.0
246,224,15,2,7.5,1.0,7.5,1.0
247,485,10,6,5.0,3.0,5.0,3.0
248,32,65,2,32.5,1.0,32.5,1.0
249,390,50,10,25.0,5.0,25.0,5.0
250,149,80,2,40.0,1.0,40.0,1.0
251,290,10,6,5.0,3.0,5.0,3.0
252,113,65,10,32.5,5.0,32.5,5.0
253,484,70,2,35.0,1.0,35.0,1.0
254,185,25,8,12.5,4.0,12.5,4.0
255,85,35,4,17.5,2.0,17.5,2.0
256,346,25,4,12.5,2.0,12.5,2.0
257,21,10,8,5.0,4.0,5.0,4.0
258,258,65,10,32.5,5.0,32.5,5.0
259,314,15,4,7.5,2.0,7.5,2.0
260,181,25,6,12.5,3.0,12.5,3.0
261,156,35,2,17.5,1.0,17.5,1.0
262,299,25,2,12.5,1.0,12.5,1.0
263,393,10,2,5.0,1.0,5.0,1.0
264,205,25,4,12.5,2.0,12.5,2.0
265,36,30,8,15.0,4.0,15.0,4.0
266,111,55,8,27.5,4.0,27.5,4.0
267,192,20,10,10.0,5.0,10.0,5.0
268,302,40,8,20.0,4.0,20.0,4.0
269,386,10,6,5.0,3.0,5.0,3.0
270,37,15,2,7.5,1.0,7.5,1.0
271,335,15,8,7.5,4.0,7.5,4.0
272,307,25,8,12.5,4.0,12.5,4.0
273,278,20,8,10.0,4.0,10.0,4.0
274,189,25,2,12.5,1.0,12.5,1.0
275,380,35,10,17.5,5.0,17.5,5.0
276,410,60,4,30.0,2.0,30.0,2.0
277,287,25,6,12.5,3.0,12.5,3.0
278,268,30,8,15.0,4.0,15.0,4.0
279,379,60,10,30.0,5.0,30.0,5.0
280,47,15,10,7.5,5.0,7.5,5.0
281,101,35,8,17.5,4.0,17.5,4.0
282,108,70,2,35.0,1.0,35.0,1.0
283,313,25,8,12.5,4.0,12.5,4.0
284,162,35,4,17.5,2.0,17.5,2.0
285,91,25,2,12.5,1.0,12.5,1.0
286,406,35,2,17.5,1.0,17.5,1.0
287,392,5,6,2.5,3.0,2.5,3.0
288,11,5,10,2.5,5.0,2.5,5.0
289,49,30,8,15.0,4.0,15.0,4.0
290,266,5,2,2.5,1.0,2.5,1.0
291,494,25,2,12.5,1.0,12.5,1.0
292,208,65,6,32.5,3.0,32.5,3.0
293,125,65,2,32.5,1.0,32.5,1.0
294,153,75,6,37.5,3.0,37.5,3.0
295,497,50,6,25.0,3.0,25.0,3.0
296,412,20,8,10.0,4.0,10.0,4.0
297,491,35,10,17.5,5.0,17.5,5.0
298,339,10,6,5.0,3.0,5.0,3.0
299,370,30,6,15.0,3.0,15.0,3.0
300,333,20,10,10.0,5.0,10.0,5.0
301,282,60,6,30.0,3.0,30.0,3.0
302,20,75,10,37.5,5.0,37.5,5.0
303,174,15,8,7.5,4.0,7.5,4.0
304,376,40,10,20.0,5.0,20.0,5.0
305,92,60,6,30.0,3.0,30.0,3.0
306,404,60,8,30.0,4.0,30.0,4.0
307,80,15,4,7.5,2.0,7.5,2.0
308,179,80,6,40.0,3.0,40.0,3.0
309,233,10,8,5.0,4.0,5.0,4.0
310,432,20,10,10.0,5.0,10.0,5.0
311,455,35,2,17.5,1.0,17.5,1.0
312,426,80,4,40.0,2.0,40.0,2.0
313,402,15,2,7.5,1.0,7.5,1.0
314,247,80,4,40.0,2.0,40.0,2.0
315,63,25,8,12.5,4.0,12.5,4.0
316,470,5,8,2.5,4.0,2.5,4.0
317,89,10,2,5.0,1.0,5.0,1.0
318,228,30,4,15.0,2.0,15.0,2.0
319,271,65,6,32.5,3.0,32.5,3.0
320,351,30,8,15.0,4.0,15.0,4.0
321,215,70,4,35.0,2.0,35.0,2.0
322,90,20,6,10.0,3.0,10.0,3.0
323,457,35,2,17.5,1.0,17.5,1.0
324,93,30,4,15.0,2.0,15.0,2.0
325,449,35,2,17.5,1.0,17.5,1.0
326,34,5,4,2.5,2.0,2.5,2.0
327,8,15,6,7.5,3.0,7.5,3.0
328,461,10,6,5.0,3.0,5.0,3.0
329,375,25,2,12.5,1.0,12.5,1.0
330,274,35,4,17.5,2.0,17.5,2.0
331,221,10,10,5.0,5.0,5.0,5.0
332,469,5,4,2.5,2.0,2.5,2.0
333,343,75,2,37.5,1.0,37.5,1.0
334,70,5,2,2.5,1.0,2.5,1.0
335,293,60,8,30.0,4.0,30.0,4.0
336,411,10,8,5.0,4.0,5.0,4.0
337,373,25,8,12.5,4.0,12.5,4.0
338,79,15,10,7.5,5.0,7.5,5.0
339,4,50,10,25.0,5.0,25.0,5.0
340,235,80,8,40.0,4.0,40.0,4.0
341,416,15,6,7.5,3.0,7.5,3.0
342,131,15,4,7.5,2.0,7.5,2.0
343,244,10,8,5.0,4.0,5.0,4.0
344,319,20,6,10.0,3.0,10.0,3.0
345,219,60,6,30.0,3.0,30.0,3.0
346,58,30,4,15.0,2.0,15.0,2.0
347,173,80,6,40.0,3.0,40.0,3.0
348,139,25,6,12.5,3.0,12.5,3.0
349,301,60,6,30.0,3.0,30.0,3.0
350,454,10,4,5.0,2.0,5.0,2.0
351,252,15,2,7.5,1.0,7.5,1.0
352,83,20,4,10.0,2.0,10.0,2.0
353,142,65,8,32.5,4.0,32.5,4.0
354,5,20,2,10.0,1.0,10.0,1.0
355,103,60,4,30.0,2.0,30.0,2.0
356,345,20,2,10.0,1.0,10.0,1.0
357,420,5,6,2.5,3.0,2.5,3.0
358,141,75,8,37.5,4.0,37.5,4.0
359,197,30,6,15.0,3.0,15.0,3.0
360,365,50,10,25.0,5.0,25.0,5.0
361,472,25,4,12.5,2.0,12.5,2.0
362,68,25,4,12.5,2.0,12.5,2.0
363,317,5,2,2.5,1.0,2.5,1.0
364,473,50,6,25.0,3.0,25.0,3.0
365,160,30,8,15.0,4.0,15.0,4.0
366,499,75,10,37.5,5.0,37.5,5.0
367,294,5,8,2.5,4.0,2.5,4.0
368,120,35,10,17.5,5.0,17.5,5.0
369,72,60,2,30.0,1.0,30.0,1.0
370,240,35,2,17.5,1.0,17.5,1.0
371,28,35,10,17.5,5.0,17.5,5.0
372,171,15,6,7.5,3.0,7.5,3.0
373,52,25,10,12.5,5.0,12.5,5.0
374,378,70,4,35.0,2.0,35.0,2.0
375,77,30,6,15.0,3.0,15.0,3.0
376,353,50,2,25.0,1.0,25.0,1.0
377,114,25,8,12.5,4.0,12.5,4.0
378,257,10,4,5.0,2.0,5.0,2.0
379,496,25,2,12.5,1.0,12.5,1.0
380,146,15,10,7.5,5.0,7.5,5.0
381,419,25,8,12.5,4.0,12.5,4.0
382,168,25,6,12.5,3.0,12.5,3.0
383,450,40,2,20.0,1.0,20.0,1.0
384,429,35,2,17.5,1.0,17.5,1.0
385,87,30,10,15.0,5.0,15.0,5.0
386,65,20,8,10.0,4.0,10.0,4.0
387,364,60,6,30.0,3.0,30.0,3.0
388,195,55,10,27.5,5.0,27.5,5.0
389,1,20,8,10.0,4.0,10.0,4.0
390,186,5,10,2.5,5.0,2.5,5.0
391,407,15,4,7.5,2.0,7.5,2.0
392,229,25,6,12.5,3.0,12.5,3.0
393,57,5,6,2.5,3.0,2.5,3.0
394,323,30,2,15.0,1.0,15.0,1.0
395,330,10,4,5.0,2.0,5.0,2.0
396,399,20,8,10.0,4.0,10.0,4.0
397,377,20,2,10.0,1.0,10.0,1.0
398,430,15,10,7.5,5.0,7.5,5.0
399,250,25,4,12.5,2.0,12.5,2.0
400,357,30,8,15.0,4.0,15.0,4.0
401,460,15,2,7.5,1.0,7.5,1.0
402,163,10,10,5.0,5.0,5.0,5.0
403,316,15,10,7.5,5.0,7.5,5.0
404,442,55,6,27.5,3.0,27.5,3.0
405,291,10,4,5.0,2.0,5.0,2.0
406,175,80,4,40.0,2.0,40.0,2.0
407,140,25,6,12.5,3.0,12.5,3.0
408,178,40,6,20.0,3.0,20.0,3.0
409,242,45,6,22.5,3.0,22.5,3.0
410,329,10,4,5.0,2.0,5.0,2.0
411,382,45,2,22.5,1.0,22.5,1.0
412,305,10,10,5.0,5.0,5.0,5.0
413,159,15,4,7.5,2.0,7.5,2.0
414,482,35,6,17.5,3.0,17.5,3.0
415,403,35,8,17.5,4.0,17.5,4.0
416,136,65,4,32.5,2.0,32.5,2.0
417,196,15,4,7.5,2.0,7.5,2.0
418,289,60,2,30.0,1.0,30.0,1.0
419,104,5,4,2.5,2.0,2.5,2.0
420,220,15,8,7.5,4.0,7.5,4.0
421,180,25,2,12.5,1.0,12.5,1.0
422,143,45,6,22.5,3.0,22.5,3.0
423,138,10,10,5.0,5.0,5.0,5.0
424,260,5,10,2.5,5.0,2.5,5.0
425,427,30,8,15.0,4.0,15.0,4.0
426,447,50,8,25.0,4.0,25.0,4.0
427,165,35,8,17.5,4.0,17.5,4.0
428,487,20,4,10.0,2.0,10.0,2.0
429,134,15,6,7.5,3.0,7.5,3.0
430,107,20,2,10.0,1.0,10.0,1.0
431,280,20,4,10.0,2.0,10.0,2.0
432,184,30,4,15.0,2.0,15.0,2.0
433,395,20,8,10.0,4.0,10.0,4.0
434,331,5,6,2.5,3.0,2.5,3.0
435,477,10,10,5.0,5.0,5.0,5.0
436,154,25,4,12.5,2.0,12.5,2.0
437,492,15,4,7.5,2.0,7.5,2.0
438,98,60,10,30.0,5.0,30.0,5.0
439,385,15,6,7.5,3.0,7.5,3.0
440,418,50,4,25.0,2.0,25.0,2.0
441,127,30,10,15.0,5.0,15.0,5.0
442,265,30,2,15.0,1.0,15.0,1.0
443,374,5,2,2.5,1.0,2.5,1.0
444,363,75,6,37.5,3.0,37.5,3.0
445,30,15,10,7.5,5.0,7.5,5.0
446,2,10,4,5.0,2.0,5.0,2.0
447,35,80,8,40.0,4.0,40.0,4.0
448,225,50,10,25.0,5.0,25.0,5.0
449,438,10,8,5.0,4.0,5.0,4.0
450,69,20,8,10.0,4.0,10.0,4.0
451,112,25,8,12.5,4.0,12.5,4.0
452,456,45,6,22.5,3.0,22.5,3.0
453,303,5,10,2.5,5.0,2.5,5.0
454,76,30,8,15.0,4.0,15.0,4.0
455,415,55,8,27.5,4.0,27.5,4.0
456,320,35,8,17.5,4.0,17.5,4.0
457,59,45,10,22.5,5.0,22.5,5.0
458,129,5,2,2.5,1.0,2.5,1.0
459,64,35,10,17.5,5.0,17.5,5.0
460,358,5,2,2.5,1.0,2.5,1.0
461,400,15,2,7.5,1.0,7.5,1.0
462,396,15,8,7.5,4.0,7.5,4.0
463,88,5,6,2.5,3.0,2.5,3.0
464,241,25,2,12.5,1.0,12.5,1.0
465,443,25,6,12.5,3.0,12.5,3.0
466,109,20,2,10.0,1.0,10.0,1.0
467,481,25,4,12.5,2.0,12.5,2.0
468,458,35,6,17.5,3.0,17.5,3.0
469,355,5,6,2.5,3.0,2.5,3.0
470,350,20,2,10.0,1.0,10.0,1.0
471,292,50,2,25.0,1.0,25.0,1.0
472,15,10,4,5.0,2.0,5.0,2.0
473,102,70,6,35.0,3.0,35.0,3.0
474,169,65,2,32.5,1.0,32.5,1.0
475,327,20,10,10.0,5.0,10.0,5.0
476,452,55,8,27.5,4.0,27.5,4.0
477,366,35,2,17.5,1.0,17.5,1.0
478,150,5,4,2.5,2.0,2.5,2.0
479,54,30,8,15.0,4.0,15.0,4.0
480,276,35,8,17.5,4.0,17.5,4.0
481,394,15,10,7.5,5.0,7.5,5.0
482,437,45,6,22.5,3.0,22.5,3.0
483,371,15,8,7.5,4.0,7.5,4.0
484,295,30,2,15.0,1.0,15.0,1.0
485,249,55,4,27.5,2.0,27.5,2.0
486,259,30,8,15.0,4.0,15.0,4.0
487,61,50,8,25.0,4.0,25.0,4.0
488,232,20,2,10.0,1.0,10.0,1.0
489,344,25,6,12.5,3.0,12.5,3.0
490,459,10,8,5.0,4.0,5.0,4.0
491,94,10,6,5.0,3.0,5.0,3.0
492,128,10,8,5.0,4.0,5.0,4.0
493,453,15,6,7.5,3.0,7.5,3.0
494,324,50,6,25.0,3.0,25.0,3.0
495,417,65,6,32.5,3.0,32.5,3.0
496,66,25,10,12.5,5.0,12.5,5.0
497,157,15,8,7.5,4.0,7.5,4.0
498,144,25,10,12.5,5.0,12.5,5.0
499,176,65,2,32.5,1.0,32.5,1.0
