ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
106,168,80,10,40.0,5.0,40.0,5.0
107,7,5,6,2.5,3.0,2.5,3.0
108,426,20,6,10.0,3.0,10.0,3.0
109,210,35,2,17.5,1.0,17.5,1.0
110,337,70,4,35.0,2.0,35.0,2.0
111,380,30,8,15.0,4.0,15.0,4.0
112,227,5,8,2.5,4.0,2.5,4.0
113,52,30,8,15.0,4.0,15.0,4.0
114,429,70,2,35.0,1.0,35.0,1.0
115,346,40,10,20.0,5.0,20.0,5.0
116,237,60,4,30.0,2.0,30.0,2.0
117,269,30,10,15.0,5.0,15.0,5.0
118,3,10,2,5.0,1.0,5.0,1.0
119,230,5,2,2.5,1.0,2.5,1.0
120,192,70,8,35.0,4.0,35.0,4.0
121,313,30,4,15.0,2.0,15.0,2.0
122,128,5,6,2.5,3.0,2.5,3.0
123,372,35,2,17.5,1.0,17.5,1.0
124,282,30,2,15.0,1.0,15.0,1.0
125,450,15,4,7.5,2.0,7.5,2.0
126,314,15,6,7.5,3.0,7.5,3.0
127,207,25,2,12.5,1.0,12.5,1.0
128,280,55,4,27.5,2.0,27.5,2.0
129,274,45,6,22.5,3.0,22.5,3.0
130,367,25,10,12.5,5.0,12.5,5.0
131,341,35,4,17.5,2.0,17.5,2.0
132,147,15,2,7.5,1.0,7.5,1.0
133,193,25,10,12.5,5.0,12.5,5.0
134,465,75,6,37.5,3.0,37.5,3.0
135,82,60,2,30.0,1.0,30.0,1.0
136,466,25,4,12.5,2.0,12.5,2.0
137,447,30,4,15.0,2.0,15.0,2.0
138,473,55,6,27.5,3.0,27.5,3.0
139,304,70,6,35.0,3.0,35.0,3.0
140,10,45,6,22.5,3.0,22.5,3.0
141,434,20,8,10.0,4.0,10.0,4.0
142,188,30,2,15.0,1.0,15.0,1.0
143,179,65,4,32.5,2.0,32.5,2.0
144,190,25,10,12.5,5.0,12.5,5.0
145,460,10,2,5.0,1.0,5.0,1.0
146,395,20,2,10.0,1.0,10.0,1.0
147,45,50,8,25.0,4.0,25.0,4.0
148,355,25,6,12.5,3.0,12.5,3.0
149,68,80,4,40.0,2.0,40.0,2.0
150,384,50,6,25.0,3.0,25.0,3.0
151,491,10,6,5.0,3.0,5.0,3.0
152,100,25,6,12.5,3.0,12.5,3.0
153,245,65,6,32.5,3.0,32.5,3.0
154,425,10,6,5.0,3.0,5.0,3.0
155,253,10,8,5.0,4.0,5.0,4.0
156,464,40,10,20.0,5.0,20.0,5.0
157,454,30,4,15.0,2.0,15.0,2.0
158,302,10,2,5.0,1.0,5.0,1.0
159,276,55,4,27.5,2.0,27.5,2.0
160,312,15,4,7.5,2.0,7.5,2.0
161,292,80,8,40.0,4.0,40.0,4.0
162,157,5,4,2.5,2.0,2.5,2.0
163,17,30,6,15.0,3.0,15.0,3.0
164,306,65,10,32.5,5.0,32.5,5.0
165,354,15,6,7.5,3.0,7.5,3.0
166,81,20,10,10.0,5.0,10.0,5.0
167,111,65,2,32.5,1.0,32.5,1.0
168,331,10,4,5.0,2.0,5.0,2.0
169,404,70,2,35.0,1.0,35.0,1.0
170,18,70,6,35.0,3.0,35.0,3.0
171,275,10,2,5.0,1.0,5.0,1.0
172,185,35,4,17.5,2.0,17.5,2.0
173,223,25,10,12.5,5.0,12.5,5.0
174,244,10,6,5.0,3.0,5.0,3.0
175,347,20,4,10.0,2.0,10.0,2.0
176,173,30,6,15.0,3.0,15.0,3.0
177,452,35,8,17.5,4.0,17.5,4.0
178,462,65,2,32.5,1.0,32.5,1.0
179,334,75,10,37.5,5.0,37.5,5.0
180,110,10,2,5.0,1.0,5.0,1.0
181,420,10,2,5.0,1.0,5.0,1.0
182,449,10,2,5.0,1.0,5.0,1.0
183,16,15,4,7.5,2.0,7.5,2.0
184,126,10,10,5.0,5.0,5.0,5.0
185,137,30,6,15.0,3.0,15.0,3.0
186,201,45,8,22.5,4.0,22.5,4.0
187,131,35,2,17.5,1.0,17.5,1.0
188,396,25,8,12.5,4.0,12.5,4.0
189,475,20,8,10.0,4.0,10.0,4.0
190,351,35,4,17.5,2.0,17.5,2.0
191,221,25,8,12.5,4.0,12.5,4.0
192,95,10,2,5.0,1.0,5.0,1.0
193,228,35,2,17.5,1.0,17.5,1.0
194,421,25,8,12.5,4.0,12.5,4.0
195,175,40,8,20.0,4.0,20.0,4.0
196,72,20,8,10.0,4.0,10.0,4.0
197,125,10,10,5.0,5.0,5.0,5.0
198,317,30,10,15.0,5.0,15.0,5.0
199,14,80,8,40.0,4.0,40.0,4.0
200,160,35,2,17.5,1.0,17.5,1.0
201,440,65,2,32.5,1.0,32.5,1.0
202,472,5,6,2.5,3.0,2.5,3.0
203,468,25,10,12.5,5.0,12.5,5.0
204,91,40,8,20.0,4.0,20.0,4.0
205,272,25,4,12.5,2.0,12.5,2.0
206,21,25,8,12.5,4.0,12.5,4.0
207,197,10,8,5.0,4.0,5.0,4.0
208,441,20,6,10.0,3.0,10.0,3.0
209,165,35,10,17.5,5.0,17.5,5.0
210,174,65,4,32.5,2.0,32.5,2.0
211,299,55,8,27.5,4.0,27.5,4.0
212,32,15,2,7.5,1.0,7.5,1.0
213,86,5,10,2.5,5.0,2.5,5.0
214,366,10,10,5.0,5.0,5.0,5.0
215,407,40,2,20.0,1.0,20.0,1.0
216,339,40,2,20.0,1.0,20.0,1.0
217,335,10,8,5.0,4.0,5.0,4.0
218,392,15,2,7.5,1.0,7.5,1.0
219,208,80,10,40.0,5.0,40.0,5.0
220,200,30,6,15.0,3.0,15.0,3.0
221,149,40,10,20.0,5.0,20.0,5.0
222,226,60,8,30.0,4.0,30.0,4.0
223,428,30,6,15.0,3.0,15.0,3.0
224,412,55,6,27.5,3.0,27.5,3.0
225,303,20,4,10.0,2.0,10.0,2.0
226,61,20,2,10.0,1.0,10.0,1.0
227,315,30,6,15.0,3.0,15.0,3.0
228,453,55,6,27.5,3.0,27.5,3.0
229,5,5,6,2.5,3.0,2.5,3.0
230,93,15,8,7.5,4.0,7.5,4.0
231,248,45,10,22.5,5.0,22.5,5.0
232,127,5,6,2.5,3.0,2.5,3.0
233,37,75,4,37.5,2.0,37.5,2.0
234,416,25,6,12.5,3.0,12.5,3.0
235,461,60,2,30.0,1.0,30.0,1.0
236,102,5,8,2.5,4.0,2.5,4.0
237,97,30,2,15.0,1.0,15.0,1.0
238,307,5,2,2.5,1.0,2.5,1.0
239,310,5,6,2.5,3.0,2.5,3.0
240,496,5,6,2.5,3.0,2.5,3.0
241,56,25,6,12.5,3.0,12.5,3.0
242,39,75,8,37.5,4.0,37.5,4.0
243,457,55,8,27.5,4.0,27.5,4.0
244,433,80,2,40.0,1.0,40.0,1.0
245,332,40,8,20.0,4.0,20.0,4.0
246,164,35,2,17.5,1.0,17.5,1.0
247,251,75,2,37.5,1.0,37.5,1.0
248,171,40,2,20.0,1.0,20.0,1.0
249,286,15,4,7.5,2.0,7.5,2.0
250,264,35,6,17.5,3.0,17.5,3.0
251,4,30,2,15.0,1.0,15.0,1.0
252,123,15,2,7.5,1.0,7.5,1.0
253,148,10,2,5.0,1.0,5.0,1.0
254,88,60,10,30.0,5.0,30.0,5.0
255,406,20,10,10.0,5.0,10.0,5.0
256,158,30,6,15.0,3.0,15.0,3.0
257,324,55,6,27.5,3.0,27.5,3.0
258,38,25,2,12.5,1.0,12.5,1.0
259,58,10,2,5.0,1.0,5.0,1.0
260,270,65,2,32.5,1.0,32.5,1.0
261,423,20,8,10.0,4.0,10.0,4.0
262,444,80,4,40.0,2.0,40.0,2.0
263,130,25,4,12.5,2.0,12.5,2.0
264,492,5,6,2.5,3.0,2.5,3.0
265,408,25,10,12.5,5.0,12.5,5.0
266,485,30,10,15.0,5.0,15.0,5.0
267,79,30,2,15.0,1.0,15.0,1.0
268,152,60,6,30.0,3.0,30.0,3.0
269,257,20,2,10.0,1.0,10.0,1.0
270,333,10,6,5.0,3.0,5.0,3.0
271,446,10,6,5.0,3.0,5.0,3.0
272,359,40,8,20.0,4.0,20.0,4.0
273,215,20,4,10.0,2.0,10.0,2.0
274,222,25,4,12.5,2.0,12.5,2.0
275,352,20,10,10.0,5.0,10.0,5.0
276,205,80,10,40.0,5.0,40.0,5.0
277,273,30,6,15.0,3.0,15.0,3.0
278,439,25,2,12.5,1.0,12.5,1.0
279,150,25,10,12.5,5.0,12.5,5.0
280,370,5,6,2.5,3.0,2.5,3.0
281,493,10,6,5.0,3.0,5.0,3.0
282,362,30,4,15.0,2.0,15.0,2.0
283,59,25,2,12.5,1.0,12.5,1.0
284,28,25,6,12.5,3.0,12.5,3.0
285,114,55,8,27.5,4.0,27.5,4.0
286,298,5,6,2.5,3.0,2.5,3.0
287,166,15,4,7.5,2.0,7.5,2.0
288,326,30,10,15.0,5.0,15.0,5.0
289,371,10,4,5.0,2.0,5.0,2.0
290,338,30,4,15.0,2.0,15.0,2.0
291,432,35,8,17.5,4.0,17.5,4.0
292,121,45,2,22.5,1.0,22.5,1.0
293,413,75,4,37.5,2.0,37.5,2.0
294,138,10,2,5.0,1.0,5.0,1.0
295,467,45,6,22.5,3.0,22.5,3.0
296,262,10,2,5.0,1.0,5.0,1.0
297,63,25,6,12.5,3.0,12.5,3.0
298,417,75,8,37.5,4.0,37.5,4.0
299,285,65,4,32.5,2.0,32.5,2.0
300,445,55,4,27.5,2.0,27.5,2.0
301,344,80,2,40.0,1.0,40.0,1.0
302,358,25,6,12.5,3.0,12.5,3.0
303,353,35,8,17.5,4.0,17.5,4.0
304,167,35,8,17.5,4.0,17.5,4.0
305,279,35,10,17.5,5.0,17.5,5.0
306,411,35,8,17.5,4.0,17.5,4.0
307,477,5,10,2.5,5.0,2.5,5.0
308,479,65,2,32.5,1.0,32.5,1.0
309,43,5,8,2.5,4.0,2.5,4.0
310,113,35,2,17.5,1.0,17.5,1.0
311,369,55,4,27.5,2.0,27.5,2.0
312,267,75,6,37.5,3.0,37.5,3.0
313,476,20,10,10.0,5.0,10.0,5.0
314,329,80,8,40.0,4.0,40.0,4.0
315,349,40,4,20.0,2.0,20.0,2.0
316,55,25,2,12.5,1.0,12.5,1.0
317,204,10,8,5.0,4.0,5.0,4.0
318,94,65,8,32.5,4.0,32.5,4.0
319,172,20,6,10.0,3.0,10.0,3.0
320,236,5,4,2.5,2.0,2.5,2.0
321,288,25,2,12.5,1.0,12.5,1.0
322,437,70,8,35.0,4.0,35.0,4.0
323,151,5,4,2.5,2.0,2.5,2.0
324,368,25,4,12.5,2.0,12.5,2.0
325,442,25,2,12.5,1.0,12.5,1.0
326,375,75,6,37.5,3.0,37.5,3.0
327,163,15,2,7.5,1.0,7.5,1.0
328,31,20,6,10.0,3.0,10.0,3.0
329,388,20,2,10.0,1.0,10.0,1.0
330,217,15,4,7.5,2.0,7.5,2.0
331,342,15,4,7.5,2.0,7.5,2.0
332,153,30,2,15.0,1.0,15.0,1.0
333,323,20,4,10.0,2.0,10.0,2.0
334,427,35,2,17.5,1.0,17.5,1.0
335,343,30,6,15.0,3.0,15.0,3.0
336,418,5,4,2.5,2.0,2.5,2.0
337,283,40,4,20.0,2.0,20.0,2.0
338,294,5,2,2.5,1.0,2.5,1.0
339,494,45,10,22.5,5.0,22.5,5.0
340,478,10,10,5.0,5.0,5.0,5.0
341,87,30,10,15.0,5.0,15.0,5.0
342,75,35,10,17.5,5.0,17.5,5.0
343,356,10,2,5.0,1.0,5.0,1.0
344,498,35,8,17.5,4.0,17.5,4.0
345,80,30,6,15.0,3.0,15.0,3.0
346,291,45,10,22.5,5.0,22.5,5.0
347,159,25,6,12.5,3.0,12.5,3.0
348,394,70,8,35.0,4.0,35.0,4.0
349,62,35,2,17.5,1.0,17.5,1.0
350,229,70,4,35.0,2.0,35.0,2.0
351,397,55,2,27.5,1.0,27.5,1.0
352,365,60,8,30.0,4.0,30.0,4.0
353,233,10,4,5.0,2.0,5.0,2.0
354,33,10,4,5.0,2.0,5.0,2.0
355,308,30,6,15.0,3.0,15.0,3.0
356,415,25,8,12.5,4.0,12.5,4.0
357,260,10,8,5.0,4.0,5.0,4.0
358,455,25,4,12.5,2.0,12.5,2.0
359,422,55,4,27.5,2.0,27.5,2.0
360,321,5,2,2.5,1.0,2.5,1.0
361,36,30,6,15.0,3.0,15.0,3.0
362,431,10,2,5.0,1.0,5.0,1.0
363,124,35,2,17.5,1.0,17.5,1.0
364,360,10,8,5.0,4.0,5.0,4.0
365,250,10,2,5.0,1.0,5.0,1.0
366,60,20,2,10.0,1.0,10.0,1.0
367,108,80,2,40.0,1.0,40.0,1.0
368,487,65,6,32.5,3.0,32.5,3.0
369,258,20,8,10.0,4.0,10.0,4.0
370,316,25,10,12.5,5.0,12.5,5.0
371,281,65,6,32.5,3.0,32.5,3.0
372,11,5,8,2.5,4.0,2.5,4.0
373,373,5,6,2.5,3.0,2.5,3.0
374,247,10,8,5.0,4.0,5.0,4.0
375,49,15,6,7.5,3.0,7.5,3.0
376,401,35,6,17.5,3.0,17.5,3.0
377,458,20,10,10.0,5.0,10.0,5.0
378,266,25,10,12.5,5.0,12.5,5.0
379,391,20,4,10.0,2.0,10.0,2.0
380,284,25,10,12.5,5.0,12.5,5.0
381,90,15,4,7.5,2.0,7.5,2.0
382,383,25,10,12.5,5.0,12.5,5.0
383,85,20,8,10.0,4.0,10.0,4.0
384,202,10,8,5.0,4.0,5.0,4.0
385,319,20,6,10.0,3.0,10.0,3.0
386,263,65,8,32.5,4.0,32.5,4.0
387,180,75,6,37.5,3.0,37.5,3.0
388,289,30,8,15.0,4.0,15.0,4.0
389,241,10,2,5.0,1.0,5.0,1.0
390,76,35,10,17.5,5.0,17.5,5.0
391,424,35,6,17.5,3.0,17.5,3.0
392,107,50,4,25.0,2.0,25.0,2.0
393,482,30,6,15.0,3.0,15.0,3.0
394,381,5,4,2.5,2.0,2.5,2.0
395,42,10,6,5.0,3.0,5.0,3.0
396,357,35,10,17.5,5.0,17.5,5.0
397,216,30,8,15.0,4.0,15.0,4.0
398,135,30,10,15.0,5.0,15.0,5.0
399,278,45,6,22.5,3.0,22.5,3.0
400,348,35,4,17.5,2.0,17.5,2.0
401,98,25,2,12.5,1.0,12.5,1.0
402,74,35,10,17.5,5.0,17.5,5.0
403,390,30,10,15.0,5.0,15.0,5.0
404,345,80,2,40.0,1.0,40.0,1.0
405,84,35,10,17.5,5.0,17.5,5.0
406,181,20,2,10.0,1.0,10.0,1.0
407,301,50,2,25.0,1.0,25.0,1.0
408,410,25,2,12.5,1.0,12.5,1.0
409,129,30,4,15.0,2.0,15.0,2.0
410,69,5,6,2.5,3.0,2.5,3.0
411,385,55,8,27.5,4.0,27.5,4.0
412,24,50,6,25.0,3.0,25.0,3.0
413,34,5,6,2.5,3.0,2.5,3.0
414,336,30,2,15.0,1.0,15.0,1.0
415,409,35,6,17.5,3.0,17.5,3.0
416,106,50,8,25.0,4.0,25.0,4.0
417,71,35,8,17.5,4.0,17.5,4.0
418,25,70,8,35.0,4.0,35.0,4.0
419,398,10,2,5.0,1.0,5.0,1.0
420,242,55,4,27.5,2.0,27.5,2.0
421,213,70,4,35.0,2.0,35.0,2.0
422,26,15,4,7.5,2.0,7.5,2.0
423,243,75,2,37.5,1.0,37.5,1.0
424,499,45,4,22.5,2.0,22.5,2.0
425,218,5,10,2.5,5.0,2.5,5.0
426,287,30,6,15.0,3.0,15.0,3.0
427,117,5,4,2.5,2.0,2.5,2.0
428,377,20,6,10.0,3.0,10.0,3.0
429,89,40,10,20.0,5.0,20.0,5.0
430,277,10,2,5.0,1.0,5.0,1.0
431,254,25,10,12.5,5.0,12.5,5.0
432,122,55,10,27.5,5.0,27.5,5.0
433,265,60,8,30.0,4.0,30.0,4.0
434,103,65,8,32.5,4.0,32.5,4.0
435,325,25,8,12.5,4.0,12.5,4.0
436,156,30,10,15.0,5.0,15.0,5.0
437,311,50,6,25.0,3.0,25.0,3.0
438,488,30,8,15.0,4.0,15.0,4.0
439,15,25,6,12.5,3.0,12.5,3.0
440,224,55,2,27.5,1.0,27.5,1.0
441,105,60,4,30.0,2.0,30.0,2.0
442,29,75,2,37.5,1.0,37.5,1.0
443,211,60,6,30.0,3.0,30.0,3.0
444,64,25,6,12.5,3.0,12.5,3.0
445,259,65,8,32.5,4.0,32.5,4.0
446,363,55,2,27.5,1.0,27.5,1.0
447,212,20,8,10.0,4.0,10.0,4.0
448,132,10,8,5.0,4.0,5.0,4.0
449,169,5,4,2.5,2.0,2.5,2.0
450,469,25,10,12.5,5.0,12.5,5.0
451,104,30,8,15.0,4.0,15.0,4.0
452,271,15,2,7.5,1.0,7.5,1.0
453,9,35,6,17.5,3.0,17.5,3.0
454,70,50,4,25.0,2.0,25.0,2.0
455,238,10,6,5.0,3.0,5.0,3.0
456,327,15,4,7.5,2.0,7.5,2.0
457,203,25,4,12.5,2.0,12.5,2.0
458,232,20,10,10.0,5.0,10.0,5.0
459,481,35,4,17.5,2.0,17.5,2.0
460,361,25,6,12.5,3.0,12.5,3.0
461,320,20,4,10.0,2.0,10.0,2.0
462,44,35,6,17.5,3.0,17.5,3.0
463,220,15,10,7.5,5.0,7.5,5.0
464,443,50,2,25.0,1.0,25.0,1.0
465,118,30,8,15.0,4.0,15.0,4.0
466,136,45,10,22.5,5.0,22.5,5.0
467,145,30,4,15.0,2.0,15.0,2.0
468,471,30,6,15.0,3.0,15.0,3.0
469,116,15,6,7.5,3.0,7.5,3.0
470,115,35,8,17.5,4.0,17.5,4.0
471,495,20,10,10.0,5.0,10.0,5.0
472,20,30,2,15.0,1.0,15.0,1.0
473,214,30,6,15.0,3.0,15.0,3.0
474,378,45,10,22.5,5.0,22.5,5.0
475,456,5,6,2.5,3.0,2.5,3.0
476,143,65,6,32.5,3.0,32.5,3.0
477,438,35,6,17.5,3.0,17.5,3.0
478,246,10,6,5.0,3.0,5.0,3.0
479,484,20,8,10.0,4.0,10.0,4.0
480,187,70,8,35.0,4.0,35.0,4.0
481,161,30,10,15.0,5.0,15.0,5.0
482,261,10,2,5.0,1.0,5.0,1.0
483,77,5,4,2.5,2.0,2.5,2.0
484,27,30,4,15.0,2.0,15.0,2.0
485,322,25,4,12.5,2.0,12.5,2.0
486,2,10,4,5.0,2.0,5.0,2.0
487,109,40,10,20.0,5.0,20.0,5.0
488,256,25,4,12.5,2.0,12.5,2.0
489,140,20,6,10.0,3.0,10.0,3.0
490,182,15,10,7.5,5.0,7.5,5.0
491,480,30,6,15.0,3.0,15.0,3.0
492,196,10,4,5.0,2.0,5.0,2.0
493,155,55,4,27.5,2.0,27.5,2.0
494,184,35,10,17.5,5.0,17.5,5.0
495,448,5,10,2.5,5.0,2.5,5.0
496,67,10,4,5.0,2.0,5.0,2.0
497,48,20,10,10.0,5.0,10.0,5.0
498,142,5,8,2.5,4.0,2.5,4.0
499,53,5,10,2.5,5.0,2.5,5.0
