ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
41,367,75,10,37.5,5.0,37.5,5.0
42,250,20,8,10.0,4.0,10.0,4.0
43,86,30,6,15.0,3.0,15.0,3.0
44,296,80,6,40.0,3.0,40.0,3.0
45,428,35,10,17.5,5.0,17.5,5.0
46,408,25,8,12.5,4.0,12.5,4.0
47,216,15,2,7.5,1.0,7.5,1.0
48,433,20,10,10.0,5.0,10.0,5.0
49,211,10,8,5.0,4.0,5.0,4.0
50,431,70,6,35.0,3.0,35.0,3.0
51,10,40,10,20.0,5.0,20.0,5.0
52,374,10,4,5.0,2.0,5.0,2.0
53,330,15,6,7.5,3.0,7.5,3.0
54,50,30,6,15.0,3.0,15.0,3.0
55,398,25,4,12.5,2.0,12.5,2.0
56,129,65,2,32.5,1.0,32.5,1.0
57,151,5,6,2.5,3.0,2.5,3.0
58,347,20,8,10.0,4.0,10.0,4.0
59,62,5,2,2.5,1.0,2.5,1.0
60,467,60,8,30.0,4.0,30.0,4.0
61,221,5,10,2.5,5.0,2.5,5.0
62,2,20,6,10.0,3.0,10.0,3.0
63,184,15,6,7.5,3.0,7.5,3.0
64,30,75,4,37.5,2.0,37.5,2.0
65,43,60,4,30.0,2.0,30.0,2.0
66,422,50,10,25.0,5.0,25.0,5.0
67,76,25,8,12.5,4.0,12.5,4.0
68,323,80,10,40.0,5.0,40.0,5.0
69,54,70,4,35.0,2.0,35.0,2.0
70,41,30,4,15.0,2.0,15.0,2.0
71,60,35,8,17.5,4.0,17.5,4.0
72,473,30,2,15.0,1.0,15.0,1.0
73,447,20,4,10.0,2.0,10.0,2.0
74,376,35,4,17.5,2.0,17.5,2.0
75,232,10,6,5.0,3.0,5.0,3.0
76,42,10,4,5.0,2.0,5.0,2.0
77,231,35,6,17.5,3.0,17.5,3.0
78,418,10,10,5.0,5.0,5.0,5.0
79,64,75,10,37.5,5.0,37.5,5.0
80,337,75,10,37.5,5.0,37.5,5.0
81,178,15,6,7.5,3.0,7.5,3.0
82,162,25,6,12.5,3.0,12.5,3.0
83,254,65,10,32.5,5.0,32.5,5.0
84,439,35,6,17.5,3.0,17.5,3.0
85,80,35,6,17.5,3.0,17.5,3.0
86,440,10,6,5.0,3.0,5.0,3.0
87,268,15,2,7.5,1.0,7.5,1.0
88,381,20,4,10.0,2.0,10.0,2.0
89,377,5,10,2.5,5.0,2.5,5.0
90,415,55,6,27.5,3.0,27.5,3.0
91,13,45,8,22.5,4.0,22.5,4.0
92,134,55,6,27.5,3.0,27.5,3.0
93,373,30,4,15.0,2.0,15.0,2.0
94,140,20,2,10.0,1.0,10.0,1.0
95,390,30,4,15.0,2.0,15.0,2.0
96,438,30,2,15.0,1.0,15.0,1.0
97,180,35,10,17.5,5.0,17.5,5.0
98,461,10,2,5.0,1.0,5.0,1.0
99,196,30,10,15.0,5.0,15.0,5.0
100,142,15,4,7.5,2.0,7.5,2.0
101,53,60,4,30.0,2.0,30.0,2.0
102,186,70,2,35.0,1.0,35.0,1.0
103,155,30,2,15.0,1.0,15.0,1.0
104,220,25,4,12.5,2.0,12.5,2.0
105,264,75,6,37.5,3.0,37.5,3.0
106,278,30,10,15.0,5.0,15.0,5.0
107,74,35,10,17.5,5.0,17.5,5.0
108,22,50,4,25.0,2.0,25.0,2.0
109,444,25,8,12.5,4.0,12.5,4.0
110,289,5,2,2.5,1.0,2.5,1.0
111,292,25,6,12.5,3.0,12.5,3.0
112,256,15,4,7.5,2.0,7.5,2.0
113,267,50,6,25.0,3.0,25.0,3.0
114,252,35,4,17.5,2.0,17.5,2.0
115,222,45,6,22.5,3.0,22.5,3.0
116,171,30,2,15.0,1.0,15.0,1.0
117,21,15,4,7.5,2.0,7.5,2.0
118,92,75,4,37.5,2.0,37.5,2.0
119,258,10,6,5.0,3.0,5.0,3.0
120,105,20,6,10.0,3.0,10.0,3.0
121,16,40,2,20.0,1.0,20.0,1.0
122,414,20,2,10.0,1.0,10.0,1.0
123,451,45,10,22.5,5.0,22.5,5.0
124,99,70,2,35.0,1.0,35.0,1.0
125,272,15,10,7.5,5.0,7.5,5.0
126,443,45,8,22.5,4.0,22.5,4.0
127,257,35,8,17.5,4.0,17.5,4.0
128,61,65,4,32.5,2.0,32.5,2.0
129,164,15,6,7.5,3.0,7.5,3.0
130,394,25,2,12.5,1.0,12.5,1.0
131,331,25,4,12.5,2.0,12.5,2.0
132,343,55,4,27.5,2.0,27.5,2.0
133,18,35,10,17.5,5.0,17.5,5.0
134,91,30,6,15.0,3.0,15.0,3.0
135,236,75,2,37.5,1.0,37.5,1.0
136,123,5,4,2.5,2.0,2.5,2.0
137,486,25,10,12.5,5.0,12.5,5.0
138,52,15,6,7.5,3.0,7.5,3.0
139,454,30,10,15.0,5.0,15.0,5.0
140,149,30,10,15.0,5.0,15.0,5.0
141,23,70,10,35.0,5.0,35.0,5.0
142,466,75,6,37.5,3.0,37.5,3.0
143,15,45,2,22.5,1.0,22.5,1.0
144,280,10,10,5.0,5.0,5.0,5.0
145,11,5,10,2.5,5.0,2.5,5.0
146,14,65,2,32.5,1.0,32.5,1.0
147,482,25,6,12.5,3.0,12.5,3.0
148,413,50,4,25.0,2.0,25.0,2.0
149,233,40,4,20.0,2.0,20.0,2.0
150,388,25,10,12.5,5.0,12.5,5.0
151,125,20,4,10.0,2.0,10.0,2.0
152,303,35,6,17.5,3.0,17.5,3.0
153,484,30,2,15.0,1.0,15.0,1.0
154,224,20,6,10.0,3.0,10.0,3.0
155,417,50,4,25.0,2.0,25.0,2.0
156,371,30,10,15.0,5.0,15.0,5.0
157,183,30,8,15.0,4.0,15.0,4.0
158,499,20,2,10.0,1.0,10.0,1.0
159,325,60,6,30.0,3.0,30.0,3.0
160,101,10,8,5.0,4.0,5.0,4.0
161,71,30,10,15.0,5.0,15.0,5.0
162,397,10,2,5.0,1.0,5.0,1.0
163,297,75,10,37.5,5.0,37.5,5.0
164,276,40,10,20.0,5.0,20.0,5.0
165,324,65,10,32.5,5.0,32.5,5.0
166,73,20,10,10.0,5.0,10.0,5.0
167,141,35,10,17.5,5.0,17.5,5.0
168,44,10,8,5.0,4.0,5.0,4.0
169,412,10,6,5.0,3.0,5.0,3.0
170,87,10,6,5.0,3.0,5.0,3.0
171,345,25,4,12.5,2.0,12.5,2.0
172,404,30,2,15.0,1.0,15.0,1.0
173,72,75,2,37.5,1.0,37.5,1.0
174,166,60,4,30.0,2.0,30.0,2.0
175,153,20,4,10.0,2.0,10.0,2.0
176,263,50,8,25.0,4.0,25.0,4.0
177,112,45,10,22.5,5.0,22.5,5.0
178,311,35,6,17.5,3.0,17.5,3.0
179,93,50,4,25.0,2.0,25.0,2.0
180,83,5,10,2.5,5.0,2.5,5.0
181,279,25,8,12.5,4.0,12.5,4.0
182,108,25,2,12.5,1.0,12.5,1.0
183,29,5,6,2.5,3.0,2.5,3.0
184,483,55,8,27.5,4.0,27.5,4.0
185,273,35,4,17.5,2.0,17.5,2.0
186,375,30,2,15.0,1.0,15.0,1.0
187,17,35,10,17.5,5.0,17.5,5.0
188,248,30,2,15.0,1.0,15.0,1.0
189,392,5,4,2.5,2.0,2.5,2.0
190,363,55,2,27.5,1.0,27.5,1.0
191,338,10,2,5.0,1.0,5.0,1.0
192,354,80,10,40.0,5.0,40.0,5.0
193,128,15,2,7.5,1.0,7.5,1.0
194,395,25,10,12.5,5.0,12.5,5.0
195,352,70,2,35.0,1.0,35.0,1.0
196,251,75,4,37.5,2.0,37.5,2.0
197,396,45,6,22.5,3.0,22.5,3.0
198,288,5,10,2.5,5.0,2.5,5.0
199,383,30,8,15.0,4.0,15.0,4.0
200,240,55,6,27.5,3.0,27.5,3.0
201,355,60,10,30.0,5.0,30.0,5.0
202,9,25,8,12.5,4.0,12.5,4.0
203,270,10,2,5.0,1.0,5.0,1.0
204,456,5,8,2.5,4.0,2.5,4.0
205,198,20,8,10.0,4.0,10.0,4.0
206,243,60,6,30.0,3.0,30.0,3.0
207,98,20,10,10.0,5.0,10.0,5.0
208,299,15,8,7.5,4.0,7.5,4.0
209,95,75,2,37.5,1.0,37.5,1.0
210,478,5,4,2.5,2.0,2.5,2.0
211,420,5,6,2.5,3.0,2.5,3.0
212,27,65,6,32.5,3.0,32.5,3.0
213,227,5,2,2.5,1.0,2.5,1.0
214,416,20,2,10.0,1.0,10.0,1.0
215,19,15,6,7.5,3.0,7.5,3.0
216,361,10,4,5.0,2.0,5.0,2.0
217,317,15,8,7.5,4.0,7.5,4.0
218,306,25,10,12.5,5.0,12.5,5.0
219,271,15,8,7.5,4.0,7.5,4.0
220,284,20,2,10.0,1.0,10.0,1.0
221,496,30,8,15.0,4.0,15.0,4.0
222,322,10,8,5.0,4.0,5.0,4.0
223,131,5,4,2.5,2.0,2.5,2.0
224,332,50,2,25.0,1.0,25.0,1.0
225,403,50,4,25.0,2.0,25.0,2.0
226,315,60,2,30.0,1.0,30.0,1.0
227,78,70,2,35.0,1.0,35.0,1.0
228,356,5,2,2.5,1.0,2.5,1.0
229,360,35,4,17.5,2.0,17.5,2.0
230,369,70,2,35.0,1.0,35.0,1.0
231,88,20,8,10.0,4.0,10.0,4.0
232,67,70,4,35.0,2.0,35.0,2.0
233,188,10,4,5.0,2.0,5.0,2.0
234,210,35,6,17.5,3.0,17.5,3.0
235,401,65,2,32.5,1.0,32.5,1.0
236,400,15,6,7.5,3.0,7.5,3.0
237,449,25,2,12.5,1.0,12.5,1.0
238,228,80,10,40.0,5.0,40.0,5.0
239,410,15,4,7.5,2.0,7.5,2.0
240,156,60,10,30.0,5.0,30.0,5.0
241,411,35,8,17.5,4.0,17.5,4.0
242,191,25,8,12.5,4.0,12.5,4.0
243,387,25,2,12.5,1.0,12.5,1.0
244,139,35,8,17.5,4.0,17.5,4.0
245,334,15,10,7.5,5.0,7.5,5.0
246,190,50,4,25.0,2.0,25.0,2.0
247,269,20,4,10.0,2.0,10.0,2.0
248,57,40,8,20.0,4.0,20.0,4.0
249,167,20,2,10.0,1.0,10.0,1.0
250,455,35,10,17.5,5.0,17.5,5.0
251,204,25,2,12.5,1.0,12.5,1.0
252,146,10,6,5.0,3.0,5.0,3.0
253,275,35,10,17.5,5.0,17.5,5.0
254,37,15,10,7.5,5.0,7.5,5.0
255,262,5,4,2.5,2.0,2.5,2.0
256,35,25,4,12.5,2.0,12.5,2.0
257,427,30,10,15.0,5.0,15.0,5.0
258,130,35,10,17.5,5.0,17.5,5.0
259,386,15,6,7.5,3.0,7.5,3.0
260,391,30,6,15.0,3.0,15.0,3.0
261,301,30,8,15.0,4.0,15.0,4.0
262,434,75,6,37.5,3.0,37.5,3.0
263,217,65,10,32.5,5.0,32.5,5.0
264,260,55,4,27.5,2.0,27.5,2.0
265,195,45,2,22.5,1.0,22.5,1.0
266,357,65,6,32.5,3.0,32.5,3.0
267,389,30,2,15.0,1.0,15.0,1.0
268,106,30,8,15.0,4.0,15.0,4.0
269,159,45,2,22.5,1.0,22.5,1.0
270,349,15,10,7.5,5.0,7.5,5.0
271,365,5,4,2.5,2.0,2.5,2.0
272,426,10,4,5.0,2.0,5.0,2.0
273,147,60,2,30.0,1.0,30.0,1.0
274,309,25,4,12.5,2.0,12.5,2.0
275,321,35,8,17.5,4.0,17.5,4.0
276,477,15,2,7.5,1.0,7.5,1.0
277,300,30,10,15.0,5.0,15.0,5.0
278,310,5,6,2.5,3.0,2.5,3.0
279,488,80,6,40.0,3.0,40.0,3.0
280,393,65,6,32.5,3.0,32.5,3.0
281,28,55,2,27.5,1.0,27.5,1.0
282,379,10,2,5.0,1.0,5.0,1.0
283,77,10,2,5.0,1.0,5.0,1.0
284,384,65,10,32.5,5.0,32.5,5.0
285,121,35,2,17.5,1.0,17.5,1.0
286,34,10,4,5.0,2.0,5.0,2.0
287,282,35,10,17.5,5.0,17.5,5.0
288,197,55,2,27.5,1.0,27.5,1.0
289,339,45,2,22.5,1.0,22.5,1.0
290,226,55,6,27.5,3.0,27.5,3.0
291,366,15,8,7.5,4.0,7.5,4.0
292,459,55,8,27.5,4.0,27.5,4.0
293,206,35,10,17.5,5.0,17.5,5.0
294,344,10,8,5.0,4.0,5.0,4.0
295,333,55,2,27.5,1.0,27.5,1.0
296,25,10,10,5.0,5.0,5.0,5.0
297,102,30,4,15.0,2.0,15.0,2.0
298,479,20,8,10.0,4.0,10.0,4.0
299,109,15,10,7.5,5.0,7.5,5.0
300,89,5,6,2.5,3.0,2.5,3.0
301,115,5,10,2.5,5.0,2.5,5.0
302,132,15,6,7.5,3.0,7.5,3.0
303,468,40,6,20.0,3.0,20.0,3.0
304,107,15,2,7.5,1.0,7.5,1.0
305,59,5,8,2.5,4.0,2.5,4.0
306,169,25,6,12.5,3.0,12.5,3.0
307,287,15,8,7.5,4.0,7.5,4.0
308,472,35,4,17.5,2.0,17.5,2.0
309,293,20,8,10.0,4.0,10.0,4.0
310,127,30,8,15.0,4.0,15.0,4.0
311,450,10,10,5.0,5.0,5.0,5.0
312,82,80,4,40.0,2.0,40.0,2.0
313,119,10,8,5.0,4.0,5.0,4.0
314,81,5,10,2.5,5.0,2.5,5.0
315,234,20,6,10.0,3.0,10.0,3.0
316,424,10,8,5.0,4.0,5.0,4.0
317,182,5,8,2.5,4.0,2.5,4.0
318,215,75,8,37.5,4.0,37.5,4.0
319,378,30,8,15.0,4.0,15.0,4.0
320,174,30,10,15.0,5.0,15.0,5.0
321,49,35,8,17.5,4.0,17.5,4.0
322,437,25,4,12.5,2.0,12.5,2.0
323,168,35,8,17.5,4.0,17.5,4.0
324,327,80,4,40.0,2.0,40.0,2.0
325,63,20,6,10.0,3.0,10.0,3.0
326,150,35,6,17.5,3.0,17.5,3.0
327,209,5,6,2.5,3.0,2.5,3.0
328,46,15,4,7.5,2.0,7.5,2.0
329,113,20,6,10.0,3.0,10.0,3.0
330,192,15,6,7.5,3.0,7.5,3.0
331,126,15,6,7.5,3.0,7.5,3.0
332,316,35,10,17.5,5.0,17.5,5.0
333,359,5,6,2.5,3.0,2.5,3.0
334,235,30,10,15.0,5.0,15.0,5.0
335,319,25,4,12.5,2.0,12.5,2.0
336,181,35,6,17.5,3.0,17.5,3.0
337,419,10,2,5.0,1.0,5.0,1.0
338,237,15,10,7.5,5.0,7.5,5.0
339,335,60,6,30.0,3.0,30.0,3.0
340,476,35,4,17.5,2.0,17.5,2.0
341,55,45,10,22.5,5.0,22.5,5.0
342,239,70,6,35.0,3.0,35.0,3.0
343,90,30,8,15.0,4.0,15.0,4.0
344,308,65,8,32.5,4.0,32.5,4.0
345,213,45,10,22.5,5.0,22.5,5.0
346,122,25,6,12.5,3.0,12.5,3.0
347,85,70,10,35.0,5.0,35.0,5.0
348,163,60,8,30.0,4.0,30.0,4.0
349,176,10,4,5.0,2.0,5.0,2.0
350,5,25,4,12.5,2.0,12.5,2.0
351,407,45,4,22.5,2.0,22.5,2.0
352,247,10,2,5.0,1.0,5.0,1.0
353,494,80,4,40.0,2.0,40.0,2.0
354,463,25,10,12.5,5.0,12.5,5.0
355,318,15,10,7.5,5.0,7.5,5.0
356,201,35,8,17.5,4.0,17.5,4.0
357,460,5,4,2.5,2.0,2.5,2.0
358,291,30,8,15.0,4.0,15.0,4.0
359,350,30,6,15.0,3.0,15.0,3.0
360,187,60,6,30.0,3.0,30.0,3.0
361,48,80,4,40.0,2.0,40.0,2.0
362,436,30,4,15.0,2.0,15.0,2.0
363,40,30,4,15.0,2.0,15.0,2.0
364,31,75,2,37.5,1.0,37.5,1.0
365,372,10,4,5.0,2.0,5.0,2.0
366,165,5,6,2.5,3.0,2.5,3.0
367,348,30,8,15.0,4.0,15.0,4.0
368,474,50,6,25.0,3.0,25.0,3.0
369,103,65,6,32.5,3.0,32.5,3.0
370,225,30,6,15.0,3.0,15.0,3.0
371,137,30,10,15.0,5.0,15.0,5.0
372,497,40,6,20.0,3.0,20.0,3.0
373,51,30,10,15.0,5.0,15.0,5.0
374,304,45,4,22.5,2.0,22.5,2.0
375,446,35,6,17.5,3.0,17.5,3.0
376,8,30,2,15.0,1.0,15.0,1.0
377,406,40,6,20.0,3.0,20.0,3.0
378,38,10,6,5.0,3.0,5.0,3.0
379,158,35,10,17.5,5.0,17.5,5.0
380,364,35,8,17.5,4.0,17.5,4.0
381,465,25,10,12.5,5.0,12.5,5.0
382,458,30,10,15.0,5.0,15.0,5.0
383,26,35,2,17.5,1.0,17.5,1.0
384,161,15,4,7.5,2.0,7.5,2.0
385,402,35,8,17.5,4.0,17.5,4.0
386,69,30,2,15.0,1.0,15.0,1.0
387,84,25,10,12.5,5.0,12.5,5.0
388,435,55,4,27.5,2.0,27.5,2.0
389,117,25,4,12.5,2.0,12.5,2.0
390,320,10,2,5.0,1.0,5.0,1.0
391,358,25,2,12.5,1.0,12.5,1.0
392,244,25,10,12.5,5.0,12.5,5.0
393,295,20,8,10.0,4.0,10.0,4.0
394,223,20,8,10.0,4.0,10.0,4.0
395,56,30,4,15.0,2.0,15.0,2.0
396,194,55,6,27.5,3.0,27.5,3.0
397,409,35,2,17.5,1.0,17.5,1.0
398,423,5,2,2.5,1.0,2.5,1.0
399,173,45,4,22.5,2.0,22.5,2.0
400,265,10,8,5.0,4.0,5.0,4.0
401,351,35,2,17.5,1.0,17.5,1.0
402,380,15,2,7.5,1.0,7.5,1.0
403,118,60,8,30.0,4.0,30.0,4.0
404,238,25,4,12.5,2.0,12.5,2.0
405,203,20,6,10.0,3.0,10.0,3.0
406,498,25,4,12.5,2.0,12.5,2.0
407,70,10,2,5.0,1.0,5.0,1.0
408,485,30,6,15.0,3.0,15.0,3.0
409,185,15,8,7.5,4.0,7.5,4.0
410,329,15,2,7.5,1.0,7.5,1.0
411,314,30,10,15.0,5.0,15.0,5.0
412,172,20,8,10.0,4.0,10.0,4.0
413,245,10,6,5.0,3.0,5.0,3.0
414,370,20,2,10.0,1.0,10.0,1.0
415,430,25,6,12.5,3.0,12.5,3.0
416,136,45,2,22.5,1.0,22.5,1.0
417,68,80,10,40.0,5.0,40.0,5.0
418,133,5,6,2.5,3.0,2.5,3.0
419,144,60,10,30.0,5.0,30.0,5.0
420,298,55,4,27.5,2.0,27.5,2.0
421,475,70,6,35.0,3.0,35.0,3.0
422,405,35,2,17.5,1.0,17.5,1.0
423,208,15,2,7.5,1.0,7.5,1.0
424,469,80,4,40.0,2.0,40.0,2.0
425,205,30,2,15.0,1.0,15.0,1.0
426,116,65,6,32.5,3.0,32.5,3.0
427,421,20,4,10.0,2.0,10.0,2.0
428,385,65,2,32.5,1.0,32.5,1.0
429,362,80,4,40.0,2.0,40.0,2.0
430,6,10,10,5.0,5.0,5.0,5.0
431,286,10,8,5.0,4.0,5.0,4.0
432,170,40,8,20.0,4.0,20.0,4.0
433,179,50,4,25.0,2.0,25.0,2.0
434,353,25,10,12.5,5.0,12.5,5.0
435,33,25,6,12.5,3.0,12.5,3.0
436,341,50,8,25.0,4.0,25.0,4.0
437,489,65,10,32.5,5.0,32.5,5.0
438,342,30,10,15.0,5.0,15.0,5.0
439,32,25,6,12.5,3.0,12.5,3.0
440,399,15,6,7.5,3.0,7.5,3.0
441,442,65,10,32.5,5.0,32.5,5.0
442,495,30,6,15.0,3.0,15.0,3.0
443,277,35,10,17.5,5.0,17.5,5.0
444,500,30,10,15.0,5.0,15.0,5.0
445,219,70,10,35.0,5.0,35.0,5.0
446,457,50,2,25.0,1.0,25.0,1.0
447,471,15,2,7.5,1.0,7.5,1.0
448,266,30,6,15.0,3.0,15.0,3.0
449,464,10,2,5.0,1.0,5.0,1.0
450,104,30,8,15.0,4.0,15.0,4.0
451,175,10,8,5.0,4.0,5.0,4.0
452,283,40,2,20.0,1.0,20.0,1.0
453,94,70,2,35.0,1.0,35.0,1.0
454,253,65,10,32.5,5.0,32.5,5.0
455,4,70,4,35.0,2.0,35.0,2.0
456,346,10,2,5.0,1.0,5.0,1.0
457,336,75,4,37.5,2.0,37.5,2.0
458,66,45,10,22.5,5.0,22.5,5.0
459,462,25,10,12.5,5.0,12.5,5.0
460,492,25,6,12.5,3.0,12.5,3.0
461,425,15,4,7.5,2.0,7.5,2.0
462,138,5,4,2.5,2.0,2.5,2.0
463,47,10,4,5.0,2.0,5.0,2.0
464,290,5,8,2.5,4.0,2.5,4.0
465,189,10,10,5.0,5.0,5.0,5.0
466,313,10,2,5.0,1.0,5.0,1.0
467,328,55,6,27.5,3.0,27.5,3.0
468,1,20,2,10.0,1.0,10.0,1.0
469,480,15,6,7.5,3.0,7.5,3.0
470,448,75,8,37.5,4.0,37.5,4.0
471,24,10,10,5.0,5.0,5.0,5.0
472,493,15,6,7.5,3.0,7.5,3.0
473,39,55,8,27.5,4.0,27.5,4.0
474,432,5,2,2.5,1.0,2.5,1.0
475,340,15,8,7.5,4.0,7.5,4.0
476,453,45,2,22.5,1.0,22.5,1.0
477,177,5,6,2.5,3.0,2.5,3.0
478,3,65,2,32.5,1.0,32.5,1.0
479,445,30,6,15.0,3.0,15.0,3.0
480,200,10,8,5.0,4.0,5.0,4.0
481,114,30,2,15.0,1.0,15.0,1.0
482,481,15,4,7.5,2.0,7.5,2.0
483,242,70,6,35.0,3.0,35.0,3.0
484,193,20,8,10.0,4.0,10.0,4.0
485,58,60,6,30.0,3.0,30.0,3.0
486,229,5,10,2.5,5.0,2.5,5.0
487,255,45,4,22.5,2.0,22.5,2.0
488,294,65,4,32.5,2.0,32.5,2.0
489,429,25,10,12.5,5.0,12.5,5.0
490,135,20,4,10.0,2.0,10.0,2.0
491,65,5,4,2.5,2.0,2.5,2.0
492,312,25,10,12.5,5.0,12.5,5.0
493,241,20,2,10.0,1.0,10.0,1.0
494,452,60,6,30.0,3.0,30.0,3.0
495,154,55,10,27.5,5.0,27.5,5.0
496,487,25,2,12.5,1.0,12.5,1.0
497,274,80,10,40.0,5.0,40.0,5.0
498,382,65,4,32.5,2.0,32.5,2.0
499,124,55,6,27.5,3.0,27.5,3.0
