ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
191,191,5,10,2.5,5.0,2.5,5.0
192,423,30,8,15.0,4.0,15.0,4.0
193,100,70,6,35.0,3.0,35.0,3.0
194,102,65,8,32.5,4.0,32.5,4.0
195,309,20,10,10.0,5.0,10.0,5.0
196,384,35,2,17.5,1.0,17.5,1.0
197,132,15,10,7.5,5.0,7.5,5.0
198,417,15,6,7.5,3.0,7.5,3.0
199,66,20,10,10.0,5.0,10.0,5.0
200,131,30,8,15.0,4.0,15.0,4.0
201,436,30,2,15.0,1.0,15.0,1.0
202,36,10,2,5.0,1.0,5.0,1.0
203,146,5,4,2.5,2.0,2.5,2.0
204,394,5,10,2.5,5.0,2.5,5.0
205,359,5,2,2.5,1.0,2.5,1.0
206,68,60,4,30.0,2.0,30.0,2.0
207,145,15,2,7.5,1.0,7.5,1.0
208,444,5,8,2.5,4.0,2.5,4.0
209,322,5,8,2.5,4.0,2.5,4.0
210,334,20,6,10.0,3.0,10.0,3.0
211,396,35,8,17.5,4.0,17.5,4.0
212,90,50,10,25.0,5.0,25.0,5.0
213,248,5,2,2.5,1.0,2.5,1.0
214,175,15,4,7.5,2.0,7.5,2.0
215,406,45,6,22.5,3.0,22.5,3.0
216,219,15,10,7.5,5.0,7.5,5.0
217,211,80,4,40.0,2.0,40.0,2.0
218,383,35,2,17.5,1.0,17.5,1.0
219,351,75,8,37.5,4.0,37.5,4.0
220,25,45,2,22.5,1.0,22.5,1.0
221,463,30,8,15.0,4.0,15.0,4.0
222,400,15,4,7.5,2.0,7.5,2.0
223,79,10,4,5.0,2.0,5.0,2.0
224,158,60,8,30.0,4.0,30.0,4.0
225,471,75,6,37.5,3.0,37.5,3.0
226,109,30,2,15.0,1.0,15.0,1.0
227,224,60,4,30.0,2.0,30.0,2.0
228,352,20,10,10.0,5.0,10.0,5.0
229,101,5,2,2.5,1.0,2.5,1.0
230,28,50,10,25.0,5.0,25.0,5.0
231,241,40,4,20.0,2.0,20.0,2.0
232,288,60,10,30.0,5.0,30.0,5.0
233,162,15,2,7.5,1.0,7.5,1.0
234,456,35,8,17.5,4.0,17.5,4.0
235,78,20,8,10.0,4.0,10.0,4.0
236,402,35,2,17.5,1.0,17.5,1.0
237,337,35,8,17.5,4.0,17.5,4.0
238,85,30,10,15.0,5.0,15.0,5.0
239,208,35,4,17.5,2.0,17.5,2.0
240,125,70,4,35.0,2.0,35.0,2.0
241,103,30,10,15.0,5.0,15.0,5.0
242,148,15,6,7.5,3.0,7.5,3.0
243,115,55,6,27.5,3.0,27.5,3.0
244,361,45,6,22.5,3.0,22.5,3.0
245,356,25,10,12.5,5.0,12.5,5.0
246,119,5,10,2.5,5.0,2.5,5.0
247,276,20,8,10.0,4.0,10.0,4.0
248,197,20,8,10.0,4.0,10.0,4.0
249,26,35,8,17.5,4.0,17.5,4.0
250,325,5,2,2.5,1.0,2.5,1.0
251,254,70,4,35.0,2.0,35.0,2.0
252,52,15,6,7.5,3.0,7.5,3.0
253,494,30,2,15.0,1.0,15.0,1.0
254,324,55,6,27.5,3.0,27.5,3.0
255,82,55,6,27.5,3.0,27.5,3.0
256,60,30,4,15.0,2.0,15.0,2.0
257,317,10,10,5.0,5.0,5.0,5.0
258,106,50,8,25.0,4.0,25.0,4.0
259,121,10,4,5.0,2.0,5.0,2.0
260,95,10,10,5.0,5.0,5.0,5.0
261,177,50,2,25.0,1.0,25.0,1.0
262,458,15,8,7.5,4.0,7.5,4.0
263,481,25,2,12.5,1.0,12.5,1.0
264,198,50,2,25.0,1.0,25.0,1.0
265,230,35,6,17.5,3.0,17.5,3.0
266,234,20,8,10.0,4.0,10.0,4.0
267,3,35,4,17.5,2.0,17.5,2.0
268,179,65,8,32.5,4.0,32.5,4.0
269,385,25,6,12.5,3.0,12.5,3.0
270,478,15,6,7.5,3.0,7.5,3.0
271,171,5,8,2.5,4.0,2.5,4.0
272,113,30,4,15.0,2.0,15.0,2.0
273,476,20,4,10.0,2.0,10.0,2.0
274,74,35,4,17.5,2.0,17.5,2.0
275,205,35,4,17.5,2.0,17.5,2.0
276,43,20,6,10.0,3.0,10.0,3.0
277,31,10,10,5.0,5.0,5.0,5.0
278,164,20,6,10.0,3.0,10.0,3.0
279,194,65,6,32.5,3.0,32.5,3.0
280,44,40,2,20.0,1.0,20.0,1.0
281,169,45,8,22.5,4.0,22.5,4.0
282,387,75,10,37.5,5.0,37.5,5.0
283,229,5,4,2.5,2.0,2.5,2.0
284,83,35,6,17.5,3.0,17.5,3.0
285,104,70,6,35.0,3.0,35.0,3.0
286,35,20,10,10.0,5.0,10.0,5.0
287,377,20,10,10.0,5.0,10.0,5.0
288,67,20,6,10.0,3.0,10.0,3.0
289,62,5,10,2.5,5.0,2.5,5.0
290,331,20,2,10.0,1.0,10.0,1.0
291,372,30,6,15.0,3.0,15.0,3.0
292,341,25,2,12.5,1.0,12.5,1.0
293,92,30,2,15.0,1.0,15.0,1.0
294,141,20,2,10.0,1.0,10.0,1.0
295,326,25,4,12.5,2.0,12.5,2.0
296,210,10,8,5.0,4.0,5.0,4.0
297,129,20,8,10.0,4.0,10.0,4.0
298,428,25,8,12.5,4.0,12.5,4.0
299,343,60,8,30.0,4.0,30.0,4.0
300,111,50,10,25.0,5.0,25.0,5.0
301,291,50,2,25.0,1.0,25.0,1.0
302,38,50,4,25.0,2.0,25.0,2.0
303,59,10,6,5.0,3.0,5.0,3.0
304,355,20,2,10.0,1.0,10.0,1.0
305,32,20,10,10.0,5.0,10.0,5.0
306,492,15,4,7.5,2.0,7.5,2.0
307,256,5,2,2.5,1.0,2.5,1.0
308,321,5,10,2.5,5.0,2.5,5.0
309,433,10,4,5.0,2.0,5.0,2.0
310,302,75,10,37.5,5.0,37.5,5.0
311,246,35,8,17.5,4.0,17.5,4.0
312,422,30,10,15.0,5.0,15.0,5.0
313,142,5,6,2.5,3.0,2.5,3.0
314,431,20,10,10.0,5.0,10.0,5.0
315,379,10,4,5.0,2.0,5.0,2.0
316,298,10,10,5.0,5.0,5.0,5.0
317,45,5,10,2.5,5.0,2.5,5.0
318,249,25,4,12.5,2.0,12.5,2.0
319,275,35,2,17.5,1.0,17.5,1.0
320,260,60,8,30.0,4.0,30.0,4.0
321,55,60,10,30.0,5.0,30.0,5.0
322,450,45,8,22.5,4.0,22.5,4.0
323,5,10,6,5.0,3.0,5.0,3.0
324,438,75,6,37.5,3.0,37.5,3.0
325,7,40,10,20.0,5.0,20.0,5.0
326,84,60,2,30.0,1.0,30.0,1.0
327,474,65,8,32.5,4.0,32.5,4.0
328,151,15,8,7.5,4.0,7.5,4.0
329,257,35,8,17.5,4.0,17.5,4.0
330,287,20,8,10.0,4.0,10.0,4.0
331,127,40,6,20.0,3.0,20.0,3.0
332,202,25,4,12.5,2.0,12.5,2.0
333,2,10,4,5.0,2.0,5.0,2.0
334,307,15,2,7.5,1.0,7.5,1.0
335,480,45,4,22.5,2.0,22.5,2.0
336,370,30,2,15.0,1.0,15.0,1.0
337,420,55,6,27.5,3.0,27.5,3.0
338,392,25,4,12.5,2.0,12.5,2.0
339,491,75,2,37.5,1.0,37.5,1.0
340,53,5,4,2.5,2.0,2.5,2.0
341,199,15,10,7.5,5.0,7.5,5.0
342,262,10,8,5.0,4.0,5.0,4.0
343,10,20,6,10.0,3.0,10.0,3.0
344,389,5,8,2.5,4.0,2.5,4.0
345,183,35,4,17.5,2.0,17.5,2.0
346,178,20,6,10.0,3.0,10.0,3.0
347,20,25,10,12.5,5.0,12.5,5.0
348,393,20,2,10.0,1.0,10.0,1.0
349,409,55,2,27.5,1.0,27.5,1.0
350,388,55,4,27.5,2.0,27.5,2.0
351,286,80,6,40.0,3.0,40.0,3.0
352,448,50,10,25.0,5.0,25.0,5.0
353,470,35,4,17.5,2.0,17.5,2.0
354,319,55,4,27.5,2.0,27.5,2.0
355,22,10,8,5.0,4.0,5.0,4.0
356,250,10,6,5.0,3.0,5.0,3.0
357,477,75,4,37.5,2.0,37.5,2.0
358,174,30,4,15.0,2.0,15.0,2.0
359,278,25,4,12.5,2.0,12.5,2.0
360,465,5,8,2.5,4.0,2.5,4.0
361,313,35,4,17.5,2.0,17.5,2.0
362,107,20,10,10.0,5.0,10.0,5.0
363,232,10,10,5.0,5.0,5.0,5.0
364,180,40,2,20.0,1.0,20.0,1.0
365,226,50,10,25.0,5.0,25.0,5.0
366,265,35,8,17.5,4.0,17.5,4.0
367,439,65,8,32.5,4.0,32.5,4.0
368,437,10,2,5.0,1.0,5.0,1.0
369,214,75,10,37.5,5.0,37.5,5.0
370,14,25,10,12.5,5.0,12.5,5.0
371,496,10,4,5.0,2.0,5.0,2.0
372,155,65,4,32.5,2.0,32.5,2.0
373,312,55,6,27.5,3.0,27.5,3.0
374,416,10,6,5.0,3.0,5.0,3.0
375,336,80,8,40.0,4.0,40.0,4.0
376,259,10,6,5.0,3.0,5.0,3.0
377,238,15,6,7.5,3.0,7.5,3.0
378,279,60,6,30.0,3.0,30.0,3.0
379,297,70,6,35.0,3.0,35.0,3.0
380,413,65,8,32.5,4.0,32.5,4.0
381,424,35,10,17.5,5.0,17.5,5.0
382,374,25,10,12.5,5.0,12.5,5.0
383,240,15,8,7.5,4.0,7.5,4.0
384,228,20,10,10.0,5.0,10.0,5.0
385,72,15,2,7.5,1.0,7.5,1.0
386,485,30,10,15.0,5.0,15.0,5.0
387,157,10,6,5.0,3.0,5.0,3.0
388,33,5,8,2.5,4.0,2.5,4.0
389,50,35,2,17.5,1.0,17.5,1.0
390,281,5,8,2.5,4.0,2.5,4.0
391,264,20,10,10.0,5.0,10.0,5.0
392,97,15,10,7.5,5.0,7.5,5.0
393,168,25,4,12.5,2.0,12.5,2.0
394,94,30,8,15.0,4.0,15.0,4.0
395,364,15,10,7.5,5.0,7.5,5.0
396,73,5,4,2.5,2.0,2.5,2.0
397,54,45,4,22.5,2.0,22.5,2.0
398,305,80,10,40.0,5.0,40.0,5.0
399,353,15,8,7.5,4.0,7.5,4.0
400,30,35,4,17.5,2.0,17.5,2.0
401,193,50,4,25.0,2.0,25.0,2.0
402,282,25,6,12.5,3.0,12.5,3.0
403,369,20,10,10.0,5.0,10.0,5.0
404,236,5,4,2.5,2.0,2.5,2.0
405,404,65,2,32.5,1.0,32.5,1.0
406,203,15,10,7.5,5.0,7.5,5.0
407,293,50,6,25.0,3.0,25.0,3.0
408,163,30,2,15.0,1.0,15.0,1.0
409,19,65,8,32.5,4.0,32.5,4.0
410,237,70,8,35.0,4.0,35.0,4.0
411,273,40,2,20.0,1.0,20.0,1.0
412,347,70,8,35.0,4.0,35.0,4.0
413,414,35,10,17.5,5.0,17.5,5.0
414,472,50,8,25.0,4.0,25.0,4.0
415,49,15,6,7.5,3.0,7.5,3.0
416,320,65,6,32.5,3.0,32.5,3.0
417,344,65,10,32.5,5.0,32.5,5.0
418,122,20,8,10.0,4.0,10.0,4.0
419,271,15,4,7.5,2.0,7.5,2.0
420,296,10,2,5.0,1.0,5.0,1.0
421,498,15,6,7.5,3.0,7.5,3.0
422,266,5,10,2.5,5.0,2.5,5.0
423,442,80,4,40.0,2.0,40.0,2.0
424,12,15,8,7.5,4.0,7.5,4.0
425,429,20,2,10.0,1.0,10.0,1.0
426,434,15,2,7.5,1.0,7.5,1.0
427,135,25,4,12.5,2.0,12.5,2.0
428,200,15,4,7.5,2.0,7.5,2.0
429,338,75,2,37.5,1.0,37.5,1.0
430,150,15,4,7.5,2.0,7.5,2.0
431,403,80,8,40.0,4.0,40.0,4.0
432,9,20,2,10.0,1.0,10.0,1.0
433,426,30,6,15.0,3.0,15.0,3.0
434,408,30,8,15.0,4.0,15.0,4.0
435,342,35,8,17.5,4.0,17.5,4.0
436,451,5,6,2.5,3.0,2.5,3.0
437,41,30,4,15.0,2.0,15.0,2.0
438,258,20,6,10.0,3.0,10.0,3.0
439,220,30,8,15.0,4.0,15.0,4.0
440,487,25,8,12.5,4.0,12.5,4.0
441,283,75,10,37.5,5.0,37.5,5.0
442,475,35,4,17.5,2.0,17.5,2.0
443,358,25,2,12.5,1.0,12.5,1.0
444,206,5,6,2.5,3.0,2.5,3.0
445,63,25,2,12.5,1.0,12.5,1.0
446,204,25,6,12.5,3.0,12.5,3.0
447,495,55,4,27.5,2.0,27.5,2.0
448,46,15,8,7.5,4.0,7.5,4.0
449,57,5,6,2.5,3.0,2.5,3.0
450,295,10,8,5.0,4.0,5.0,4.0
451,139,70,6,35.0,3.0,35.0,3.0
452,96,15,8,7.5,4.0,7.5,4.0
453,267,70,4,35.0,2.0,35.0,2.0
454,1,15,10,7.5,5.0,7.5,5.0
455,329,10,2,5.0,1.0,5.0,1.0
456,24,55,4,27.5,2.0,27.5,2.0
457,153,10,4,5.0,2.0,5.0,2.0
458,81,5,8,2.5,4.0,2.5,4.0
459,446,15,6,7.5,3.0,7.5,3.0
460,134,15,2,7.5,1.0,7.5,1.0
461,327,5,10,2.5,5.0,2.5,5.0
462,165,30,6,15.0,3.0,15.0,3.0
463,349,15,6,7.5,3.0,7.5,3.0
464,114,15,8,7.5,4.0,7.5,4.0
465,484,60,6,30.0,3.0,30.0,3.0
466,91,65,2,32.5,1.0,32.5,1.0
467,223,25,2,12.5,1.0,12.5,1.0
468,195,20,2,10.0,1.0,10.0,1.0
469,348,5,10,2.5,5.0,2.5,5.0
470,137,5,8,2.5,4.0,2.5,4.0
471,99,10,2,5.0,1.0,5.0,1.0
472,490,35,4,17.5,2.0,17.5,2.0
473,124,10,4,5.0,2.0,5.0,2.0
474,323,15,10,7.5,5.0,7.5,5.0
475,272,5,6,2.5,3.0,2.5,3.0
476,445,25,2,12.5,1.0,12.5,1.0
477,29,15,8,7.5,4.0,7.5,4.0
478,407,35,6,17.5,3.0,17.5,3.0
479,418,75,8,37.5,4.0,37.5,4.0
480,173,10,10,5.0,5.0,5.0,5.0
481,105,20,6,10.0,3.0,10.0,3.0
482,310,55,4,27.5,2.0,27.5,2.0
483,209,5,4,2.5,2.0,2.5,2.0
484,255,25,8,12.5,4.0,12.5,4.0
485,483,5,8,2.5,4.0,2.5,4.0
486,154,5,6,2.5,3.0,2.5,3.0
487,128,80,10,40.0,5.0,40.0,5.0
488,58,40,10,20.0,5.0,20.0,5.0
489,48,30,4,15.0,2.0,15.0,2.0
490,315,15,6,7.5,3.0,7.5,3.0
491,443,30,4,15.0,2.0,15.0,2.0
492,346,5,10,2.5,5.0,2.5,5.0
493,432,35,6,17.5,3.0,17.5,3.0
494,415,20,4,10.0,2.0,10.0,2.0
495,218,35,8,17.5,4.0,17.5,4.0
496,497,5,4,2.5,2.0,2.5,2.0
497,17,30,6,15.0,3.0,15.0,3.0
498,11,30,6,15.0,3.0,15.0,3.0
499,500,5,10,2.5,5.0,2.5,5.0
