ServiceID,Importance,sBandwidth,sCores,rEBandwidth,rECores,rCBandwidth,rCCores
154,385,5,8,2.5,4.0,2.5,4.0
155,105,30,8,15.0,4.0,15.0,4.0
156,352,35,8,17.5,4.0,17.5,4.0
157,231,70,6,35.0,3.0,35.0,3.0
158,392,15,6,7.5,3.0,7.5,3.0
159,281,5,4,2.5,2.0,2.5,2.0
160,41,15,6,7.5,3.0,7.5,3.0
161,128,60,2,30.0,1.0,30.0,1.0
162,117,80,6,40.0,3.0,40.0,3.0
163,463,5,8,2.5,4.0,2.5,4.0
164,24,5,10,2.5,5.0,2.5,5.0
165,482,65,2,32.5,1.0,32.5,1.0
166,209,40,2,20.0,1.0,20.0,1.0
167,166,30,8,15.0,4.0,15.0,4.0
168,343,65,6,32.5,3.0,32.5,3.0
169,194,15,8,7.5,4.0,7.5,4.0
170,318,5,4,2.5,2.0,2.5,2.0
171,133,10,10,5.0,5.0,5.0,5.0
172,44,25,8,12.5,4.0,12.5,4.0
173,238,10,6,5.0,3.0,5.0,3.0
174,344,30,10,15.0,5.0,15.0,5.0
175,360,20,8,10.0,4.0,10.0,4.0
176,411,30,10,15.0,5.0,15.0,5.0
177,254,75,4,37.5,2.0,37.5,2.0
178,96,20,4,10.0,2.0,10.0,2.0
179,195,5,8,2.5,4.0,2.5,4.0
180,60,10,8,5.0,4.0,5.0,4.0
181,223,10,10,5.0,5.0,5.0,5.0
182,252,55,2,27.5,1.0,27.5,1.0
183,293,5,6,2.5,3.0,2.5,3.0
184,108,10,2,5.0,1.0,5.0,1.0
185,291,10,4,5.0,2.0,5.0,2.0
186,140,10,10,5.0,5.0,5.0,5.0
187,289,35,2,17.5,1.0,17.5,1.0
188,171,45,10,22.5,5.0,22.5,5.0
189,342,20,6,10.0,3.0,10.0,3.0
190,335,55,10,27.5,5.0,27.5,5.0
191,419,30,10,15.0,5.0,15.0,5.0
192,65,10,8,5.0,4.0,5.0,4.0
193,356,10,6,5.0,3.0,5.0,3.0
194,216,45,2,22.5,1.0,22.5,1.0
195,473,15,10,7.5,5.0,7.5,5.0
196,247,30,8,15.0,4.0,15.0,4.0
197,56,10,6,5.0,3.0,5.0,3.0
198,9,70,10,35.0,5.0,35.0,5.0
199,35,35,8,17.5,4.0,17.5,4.0
200,193,10,10,5.0,5.0,5.0,5.0
201,378,25,10,12.5,5.0,12.5,5.0
202,364,65,10,32.5,5.0,32.5,5.0
203,120,60,4,30.0,2.0,30.0,2.0
204,42,35,6,17.5,3.0,17.5,3.0
205,101,45,4,22.5,2.0,22.5,2.0
206,438,20,4,10.0,2.0,10.0,2.0
207,292,10,2,5.0,1.0,5.0,1.0
208,246,5,4,2.5,2.0,2.5,2.0
209,99,25,4,12.5,2.0,12.5,2.0
210,71,75,6,37.5,3.0,37.5,3.0
211,242,75,10,37.5,5.0,37.5,5.0
212,288,55,2,27.5,1.0,27.5,1.0
213,202,15,10,7.5,5.0,7.5,5.0
214,182,35,4,17.5,2.0,17.5,2.0
215,493,25,8,12.5,4.0,12.5,4.0
216,178,30,4,15.0,2.0,15.0,2.0
217,490,75,6,37.5,3.0,37.5,3.0
218,379,80,4,40.0,2.0,40.0,2.0
219,324,30,10,15.0,5.0,15.0,5.0
220,153,5,8,2.5,4.0,2.5,4.0
221,256,25,6,12.5,3.0,12.5,3.0
222,126,20,8,10.0,4.0,10.0,4.0
223,492,55,6,27.5,3.0,27.5,3.0
224,260,5,8,2.5,4.0,2.5,4.0
225,74,25,8,12.5,4.0,12.5,4.0
226,420,10,4,5.0,2.0,5.0,2.0
227,361,5,6,2.5,3.0,2.5,3.0
228,456,25,8,12.5,4.0,12.5,4.0
229,93,30,10,15.0,5.0,15.0,5.0
230,330,30,6,15.0,3.0,15.0,3.0
231,226,15,2,7.5,1.0,7.5,1.0
232,146,20,10,10.0,5.0,10.0,5.0
233,113,20,8,10.0,4.0,10.0,4.0
234,122,5,6,2.5,3.0,2.5,3.0
235,389,60,8,30.0,4.0,30.0,4.0
236,51,5,8,2.5,4.0,2.5,4.0
237,417,5,4,2.5,2.0,2.5,2.0
238,68,25,2,12.5,1.0,12.5,1.0
239,6,10,10,5.0,5.0,5.0,5.0
240,18,20,10,10.0,5.0,10.0,5.0
241,408,40,10,20.0,5.0,20.0,5.0
242,215,15,4,7.5,2.0,7.5,2.0
243,186,35,2,17.5,1.0,17.5,1.0
244,391,25,2,12.5,1.0,12.5,1.0
245,85,45,4,22.5,2.0,22.5,2.0
246,284,20,10,10.0,5.0,10.0,5.0
247,158,40,10,20.0,5.0,20.0,5.0
248,176,5,10,2.5,5.0,2.5,5.0
249,443,55,8,27.5,4.0,27.5,4.0
250,183,15,2,7.5,1.0,7.5,1.0
251,235,35,2,17.5,1.0,17.5,1.0
252,79,30,6,15.0,3.0,15.0,3.0
253,441,80,6,40.0,3.0,40.0,3.0
254,428,15,10,7.5,5.0,7.5,5.0
255,98,25,6,12.5,3.0,12.5,3.0
256,143,65,10,32.5,5.0,32.5,5.0
257,227,30,10,15.0,5.0,15.0,5.0
258,279,5,2,2.5,1.0,2.5,1.0
259,75,20,2,10.0,1.0,10.0,1.0
260,104,60,10,30.0,5.0,30.0,5.0
261,241,25,2,12.5,1.0,12.5,1.0
262,367,70,10,35.0,5.0,35.0,5.0
263,268,75,2,37.5,1.0,37.5,1.0
264,382,45,8,22.5,4.0,22.5,4.0
265,397,5,2,2.5,1.0,2.5,1.0
266,398,80,2,40.0,1.0,40.0,1.0
267,348,5,2,2.5,1.0,2.5,1.0
268,22,10,10,5.0,5.0,5.0,5.0
269,12,35,2,17.5,1.0,17.5,1.0
270,499,30,6,15.0,3.0,15.0,3.0
271,4,30,6,15.0,3.0,15.0,3.0
272,430,20,6,10.0,3.0,10.0,3.0
273,148,80,8,40.0,4.0,40.0,4.0
274,373,30,4,15.0,2.0,15.0,2.0
275,90,25,8,12.5,4.0,12.5,4.0
276,155,5,10,2.5,5.0,2.5,5.0
277,357,10,8,5.0,4.0,5.0,4.0
278,485,25,10,12.5,5.0,12.5,5.0
279,470,30,10,15.0,5.0,15.0,5.0
280,316,20,6,10.0,3.0,10.0,3.0
281,325,5,2,2.5,1.0,2.5,1.0
282,444,55,8,27.5,4.0,27.5,4.0
283,172,10,4,5.0,2.0,5.0,2.0
284,13,10,8,5.0,4.0,5.0,4.0
285,115,20,6,10.0,3.0,10.0,3.0
286,131,15,2,7.5,1.0,7.5,1.0
287,147,80,10,40.0,5.0,40.0,5.0
288,188,25,2,12.5,1.0,12.5,1.0
289,37,10,2,5.0,1.0,5.0,1.0
290,220,5,2,2.5,1.0,2.5,1.0
291,261,50,6,25.0,3.0,25.0,3.0
292,280,10,8,5.0,4.0,5.0,4.0
293,151,75,8,37.5,4.0,37.5,4.0
294,399,30,10,15.0,5.0,15.0,5.0
295,478,20,10,10.0,5.0,10.0,5.0
296,229,5,2,2.5,1.0,2.5,1.0
297,469,10,2,5.0,1.0,5.0,1.0
298,386,35,4,17.5,2.0,17.5,2.0
299,481,75,4,37.5,2.0,37.5,2.0
300,321,60,4,30.0,2.0,30.0,2.0
301,80,25,10,12.5,5.0,12.5,5.0
302,294,40,6,20.0,3.0,20.0,3.0
303,111,20,4,10.0,2.0,10.0,2.0
304,132,20,6,10.0,3.0,10.0,3.0
305,130,15,10,7.5,5.0,7.5,5.0
306,88,15,4,7.5,2.0,7.5,2.0
307,369,60,8,30.0,4.0,30.0,4.0
308,326,30,4,15.0,2.0,15.0,2.0
309,59,15,8,7.5,4.0,7.5,4.0
310,23,20,4,10.0,2.0,10.0,2.0
311,46,20,6,10.0,3.0,10.0,3.0
312,211,35,10,17.5,5.0,17.5,5.0
313,201,10,10,5.0,5.0,5.0,5.0
314,312,40,10,20.0,5.0,20.0,5.0
315,306,10,10,5.0,5.0,5.0,5.0
316,351,60,6,30.0,3.0,30.0,3.0
317,100,15,2,7.5,1.0,7.5,1.0
318,457,20,2,10.0,1.0,10.0,1.0
319,45,25,2,12.5,1.0,12.5,1.0
320,138,30,2,15.0,1.0,15.0,1.0
321,11,5,10,2.5,5.0,2.5,5.0
322,341,35,2,17.5,1.0,17.5,1.0
323,86,10,8,5.0,4.0,5.0,4.0
324,445,15,2,7.5,1.0,7.5,1.0
325,286,20,8,10.0,4.0,10.0,4.0
326,460,45,6,22.5,3.0,22.5,3.0
327,285,20,4,10.0,2.0,10.0,2.0
328,245,10,2,5.0,1.0,5.0,1.0
329,423,5,8,2.5,4.0,2.5,4.0
330,191,20,8,10.0,4.0,10.0,4.0
331,50,15,10,7.5,5.0,7.5,5.0
332,395,45,10,22.5,5.0,22.5,5.0
333,14,75,4,37.5,2.0,37.5,2.0
334,3,10,10,5.0,5.0,5.0,5.0
335,347,55,6,27.5,3.0,27.5,3.0
336,179,75,2,37.5,1.0,37.5,1.0
337,440,30,6,15.0,3.0,15.0,3.0
338,500,25,10,12.5,5.0,12.5,5.0
339,290,25,2,12.5,1.0,12.5,1.0
340,498,20,4,10.0,2.0,10.0,2.0
341,29,15,8,7.5,4.0,7.5,4.0
342,8,35,4,17.5,2.0,17.5,2.0
343,127,20,2,10.0,1.0,10.0,1.0
344,334,70,6,35.0,3.0,35.0,3.0
345,309,30,8,15.0,4.0,15.0,4.0
346,52,25,2,12.5,1.0,12.5,1.0
347,142,80,6,40.0,3.0,40.0,3.0
348,266,65,10,32.5,5.0,32.5,5.0
349,450,10,6,5.0,3.0,5.0,3.0
350,467,55,10,27.5,5.0,27.5,5.0
351,425,20,8,10.0,4.0,10.0,4.0
352,282,5,6,2.5,3.0,2.5,3.0
353,66,25,10,12.5,5.0,12.5,5.0
354,236,25,10,12.5,5.0,12.5,5.0
355,31,10,4,5.0,2.0,5.0,2.0
356,83,75,2,37.5,1.0,37.5,1.0
357,495,10,2,5.0,1.0,5.0,1.0
358,393,20,2,10.0,1.0,10.0,1.0
359,317,20,2,10.0,1.0,10.0,1.0
360,327,20,4,10.0,2.0,10.0,2.0
361,458,80,2,40.0,1.0,40.0,1.0
362,218,30,8,15.0,4.0,15.0,4.0
363,154,30,2,15.0,1.0,15.0,1.0
364,258,80,2,40.0,1.0,40.0,1.0
365,422,20,6,10.0,3.0,10.0,3.0
366,47,65,6,32.5,3.0,32.5,3.0
367,145,20,2,10.0,1.0,10.0,1.0
368,418,30,4,15.0,2.0,15.0,2.0
369,331,20,10,10.0,5.0,10.0,5.0
370,299,30,2,15.0,1.0,15.0,1.0
371,214,35,6,17.5,3.0,17.5,3.0
372,77,65,8,32.5,4.0,32.5,4.0
373,396,75,8,37.5,4.0,37.5,4.0
374,106,50,2,25.0,1.0,25.0,1.0
375,213,30,8,15.0,4.0,15.0,4.0
376,374,20,8,10.0,4.0,10.0,4.0
377,283,30,6,15.0,3.0,15.0,3.0
378,322,30,6,15.0,3.0,15.0,3.0
379,455,15,8,7.5,4.0,7.5,4.0
380,487,5,6,2.5,3.0,2.5,3.0
381,454,5,8,2.5,4.0,2.5,4.0
382,449,55,4,27.5,2.0,27.5,2.0
383,404,30,10,15.0,5.0,15.0,5.0
384,217,35,6,17.5,3.0,17.5,3.0
385,224,30,6,15.0,3.0,15.0,3.0
386,139,20,6,10.0,3.0,10.0,3.0
387,466,35,2,17.5,1.0,17.5,1.0
388,228,30,10,15.0,5.0,15.0,5.0
389,431,35,2,17.5,1.0,17.5,1.0
390,17,40,6,20.0,3.0,20.0,3.0
391,136,30,2,15.0,1.0,15.0,1.0
392,300,15,6,7.5,3.0,7.5,3.0
393,210,20,2,10.0,1.0,10.0,1.0
394,135,25,10,12.5,5.0,12.5,5.0
395,181,55,4,27.5,2.0,27.5,2.0
396,40,10,2,5.0,1.0,5.0,1.0
397,61,55,4,27.5,2.0,27.5,2.0
398,175,25,2,12.5,1.0,12.5,1.0
399,112,20,4,10.0,2.0,10.0,2.0
400,401,5,6,2.5,3.0,2.5,3.0
401,33,35,6,17.5,3.0,17.5,3.0
402,149,65,10,32.5,5.0,32.5,5.0
403,262,55,10,27.5,5.0,27.5,5.0
404,297,5,8,2.5,4.0,2.5,4.0
405,55,35,8,17.5,4.0,17.5,4.0
406,125,15,2,7.5,1.0,7.5,1.0
407,160,50,6,25.0,3.0,25.0,3.0
408,251,50,8,25.0,4.0,25.0,4.0
409,337,20,8,10.0,4.0,10.0,4.0
410,97,75,2,37.5,1.0,37.5,1.0
411,363,25,2,12.5,1.0,12.5,1.0
412,222,55,4,27.5,2.0,27.5,2.0
413,303,35,2,17.5,1.0,17.5,1.0
414,328,20,4,10.0,2.0,10.0,2.0
415,184,25,2,12.5,1.0,12.5,1.0
416,383,15,4,7.5,2.0,7.5,2.0
417,134,30,8,15.0,4.0,15.0,4.0
418,406,5,2,2.5,1.0,2.5,1.0
419,27,25,10,12.5,5.0,12.5,5.0
420,7,25,2,12.5,1.0,12.5,1.0
421,358,35,6,17.5,3.0,17.5,3.0
422,437,45,8,22.5,4.0,22.5,4.0
423,57,25,4,12.5,2.0,12.5,2.0
424,165,30,4,15.0,2.0,15.0,2.0
425,225,30,8,15.0,4.0,15.0,4.0
426,161,10,6,5.0,3.0,5.0,3.0
427,267,45,4,22.5,2.0,22.5,2.0
428,372,30,10,15.0,5.0,15.0,5.0
429,89,15,4,7.5,2.0,7.5,2.0
430,416,25,10,12.5,5.0,12.5,5.0
431,200,15,8,7.5,4.0,7.5,4.0
432,483,20,10,10.0,5.0,10.0,5.0
433,170,5,2,2.5,1.0,2.5,1.0
434,302,5,6,2.5,3.0,2.5,3.0
435,5,25,10,12.5,5.0,12.5,5.0
436,421,10,8,5.0,4.0,5.0,4.0
437,412,5,6,2.5,3.0,2.5,3.0
438,123,10,6,5.0,3.0,5.0,3.0
439,63,5,4,2.5,2.0,2.5,2.0
440,480,10,4,5.0,2.0,5.0,2.0
441,28,35,6,17.5,3.0,17.5,3.0
442,219,15,4,7.5,2.0,7.5,2.0
443,313,15,6,7.5,3.0,7.5,3.0
444,232,30,6,15.0,3.0,15.0,3.0
445,49,15,6,7.5,3.0,7.5,3.0
446,119,5,2,2.5,1.0,2.5,1.0
447,185,75,2,37.5,1.0,37.5,1.0
448,32,15,8,7.5,4.0,7.5,4.0
449,496,45,2,22.5,1.0,22.5,1.0
450,474,25,2,12.5,1.0,12.5,1.0
451,103,20,8,10.0,4.0,10.0,4.0
452,451,80,8,40.0,4.0,40.0,4.0
453,116,60,2,30.0,1.0,30.0,1.0
454,402,80,2,40.0,1.0,40.0,1.0
455,461,15,10,7.5,5.0,7.5,5.0
456,265,10,4,5.0,2.0,5.0,2.0
457,489,75,6,37.5,3.0,37.5,3.0
458,390,65,6,32.5,3.0,32.5,3.0
459,253,80,2,40.0,1.0,40.0,1.0
460,34,30,2,15.0,1.0,15.0,1.0
461,208,25,10,12.5,5.0,12.5,5.0
462,15,20,4,10.0,2.0,10.0,2.0
463,30,75,6,37.5,3.0,37.5,3.0
464,84,15,10,7.5,5.0,7.5,5.0
465,432,25,8,12.5,4.0,12.5,4.0
466,141,75,8,37.5,4.0,37.5,4.0
467,76,20,6,10.0,3.0,10.0,3.0
468,257,25,2,12.5,1.0,12.5,1.0
469,427,5,2,2.5,1.0,2.5,1.0
470,221,75,4,37.5,2.0,37.5,2.0
471,20,60,2,30.0,1.0,30.0,1.0
472,196,35,2,17.5,1.0,17.5,1.0
473,197,40,8,20.0,4.0,20.0,4.0
474,276,35,4,17.5,2.0,17.5,2.0
475,21,30,10,15.0,5.0,15.0,5.0
476,62,25,2,12.5,1.0,12.5,1.0
477,82,40,4,20.0,2.0,20.0,2.0
478,249,70,10,35.0,5.0,35.0,5.0
479,301,10,10,5.0,5.0,5.0,5.0
480,53,25,8,12.5,4.0,12.5,4.0
481,295,70,4,35.0,2.0,35.0,2.0
482,453,10,2,5.0,1.0,5.0,1.0
483,380,10,2,5.0,1.0,5.0,1.0
484,273,35,8,17.5,4.0,17.5,4.0
485,67,20,2,10.0,1.0,10.0,1.0
486,447,35,2,17.5,1.0,17.5,1.0
487,370,60,4,30.0,2.0,30.0,2.0
488,69,40,10,20.0,5.0,20.0,5.0
489,349,40,8,20.0,4.0,20.0,4.0
490,465,15,8,7.5,4.0,7.5,4.0
491,409,20,2,10.0,1.0,10.0,1.0
492,94,10,2,5.0,1.0,5.0,1.0
493,152,55,4,27.5,2.0,27.5,2.0
494,333,5,4,2.5,2.0,2.5,2.0
495,205,5,4,2.5,2.0,2.5,2.0
496,91,60,6,30.0,3.0,30.0,3.0
497,263,30,4,15.0,2.0,15.0,2.0
498,137,80,2,40.0,1.0,40.0,1.0
499,323,20,10,10.0,5.0,10.0,5.0
