UserID,UpTime,Services,Domains,UpTimePerDomain,Mobility,MinArrivalTime,MaxArrivalTime,TotalUtil
25,14500,"[23, 77, 75, 79, 7, 69, 1, 55, 81, 88, 70]",[6],14500.0,10.0,18945.9,68533.55,1800
26,19070,"[15, 58, 24, 51, 76, 43, 75, 91, 52, 81, 49, 94, 44]","[4, 0, 9, 1, 8, 7, 5, 6, 2]",2118.8888888888887,90.0,51425.6,188065.45,1552
27,11090,"[92, 40, 89, 82, 67, 68, 18, 60, 77, 98, 95, 78, 88, 27, 90, 80, 50, 19, 61]","[0, 6, 9, 5, 1, 4, 7, 2]",1386.25,80.0,42219.8,144053.9,1692
28,11860,"[79, 73, 25, 30, 95, 29, 6, 14, 71, 24, 36, 19, 47, 13, 96]","[6, 7, 1, 0, 4, 5, 3, 8]",1482.5,80.0,37743.5,88887.8,1798
29,13030,"[88, 81, 31, 45, 87, 20, 90, 5, 8, 10]","[8, 6]",6515.0,20.0,33192.2,129063.58,921
30,11380,"[6, 26, 15, 16, 12, 64, 10, 81, 25, 42, 31, 90, 36, 86, 85, 24, 38, 7]","[3, 7, 6, 1, 2, 4, 8]",1625.7142857142858,70.0,24276.1,71147.15,1882
31,10830,"[48, 25, 1, 22, 76, 57, 71, 87, 2, 7, 46, 59, 98, 18, 13, 4, 94, 9]","[0, 2, 3]",3610.0,30.0,27454.3,80295.77,1830
32,17330,"[51, 65, 36, 75, 42, 12, 99, 26, 92, 77, 38]",[8],17330.0,10.0,49096.5,173280.54,1374
33,10580,"[12, 8, 40, 10, 27, 54, 53, 28, 59, 34, 41, 93, 55, 95, 81, 45, 82]","[1, 2, 0, 6, 3]",2116.0,50.0,22500.5,66743.12,2195
34,14720,"[13, 64, 26, 86, 89, 14, 43, 50, 4, 87, 93, 34, 52]","[7, 3, 2, 5, 1]",2944.0,50.0,23141.5,54662.57,1684
35,10650,"[79, 2, 1, 64, 52, 37, 14, 47, 11, 43, 61, 51, 13, 20, 56]","[7, 0, 6, 2, 3, 9, 8]",1521.4285714285713,70.0,31830.8,101338.31,2035
36,14260,"[51, 98, 56, 20, 36, 40, 11, 72, 41, 16, 80, 62, 45, 73, 53, 30]","[3, 0, 2, 6, 7]",2852.0,50.0,35019.2,98793.35,1898
37,12040,"[64, 34, 57, 79, 21, 15, 48, 45, 80, 18, 0, 59, 27]","[2, 5]",6020.0,20.0,46435.0,95424.9,1776
38,11680,"[35, 2, 98, 93, 40, 90, 9, 30, 5, 29, 11, 71, 53, 39]","[3, 4, 7, 0, 5, 9, 1, 6, 8]",1297.7777777777778,90.0,21503.0,65104.01,1741
39,18020,"[23, 72, 77, 11, 97, 62, 93, 98, 9, 80, 65, 54, 2, 81, 19]","[4, 0]",9010.0,20.0,22882.9,46501.82,1658
40,10610,"[94, 2, 21, 24, 81, 54, 52, 53, 62, 50, 88, 91]","[0, 3]",5305.0,20.0,22890.9,74358.35,1623
41,12820,"[64, 34, 25, 31, 22, 30, 10, 27, 61, 52, 73, 38, 86, 90, 7, 44, 58]","[7, 9, 2, 4]",3205.0,40.0,19468.0,49294.94,1925
42,11360,"[41, 6, 52, 71, 69, 68, 14, 99, 97, 8, 31, 21, 74, 32, 61, 23]","[0, 3, 6, 8]",2840.0,40.0,22600.5,85152.33,1380
43,12070,"[23, 58, 36, 10, 37, 53, 46, 73, 29, 87]","[7, 4, 8, 6]",3017.5,40.0,35344.9,83092.95,1117
44,10010,"[64, 81, 39, 15, 5, 16, 4, 77, 86, 73, 92, 44]","[6, 2, 9, 4, 0, 7, 3, 5, 8, 1]",1001.0,100.0,27737.9,101914.24,1371
45,18400,"[55, 61, 50, 53, 14, 44, 71, 17, 13, 28, 84, 72, 56, 33, 11, 95]","[3, 2, 7, 6, 0, 4, 5]",2628.5714285714284,70.0,71372.6,269144.17,1400
46,19500,"[13, 47, 70, 9, 18, 8, 84, 36, 81, 19, 30, 32]","[7, 9, 4, 1, 5]",3900.0,50.0,50027.3,171167.16,1299
47,14050,"[13, 6, 31, 98, 68, 74, 16, 79, 65, 60, 27, 11, 37, 14, 24, 61, 18]","[1, 9, 3]",4683.333333333333,30.0,42802.5,97623.65,1381
48,10000,"[84, 47, 16, 99, 3, 6, 53, 29, 25, 2, 68, 44, 1, 91, 87, 94, 40, 18]","[4, 7, 0, 1, 8, 3, 5, 6]",1250.0,80.0,17714.6,55301.89,1877
49,13890,"[23, 14, 32, 27, 81, 42, 7, 2, 82, 55]","[4, 3, 7]",4630.0,30.0,54015.0,159787.78,1268
50,10890,"[55, 16, 62, 50, 13, 86, 94, 27, 85, 17, 22, 21]","[4, 6, 3, 5, 0, 7, 9]",1555.7142857142858,70.0,34158.6,76803.17,1123
51,18810,"[20, 29, 98, 36, 64, 15, 13, 1, 65, 89, 9]","[1, 5, 6, 8, 2, 9, 7, 0, 4]",2090.0,90.0,32153.8,89360.51,1016
52,10750,"[13, 56, 55, 9, 29, 16, 65, 38, 59, 72, 62, 94, 39, 20]",[9],10750.0,10.0,23388.4,56658.48,1332
53,11460,"[51, 25, 6, 91, 3, 71, 94, 69, 77, 57, 35, 81, 75, 86]",[2],11460.0,10.0,19608.3,73933.57,2194
54,10390,"[19, 43, 91, 61, 63, 12, 62, 65, 16, 39, 98]","[4, 8, 2, 0, 5, 7, 6, 9]",1298.75,80.0,28155.0,64944.96,1126
55,11240,"[75, 26, 5, 77, 76, 10, 34, 78, 59, 62, 28, 19, 99, 89, 6, 23, 27, 66]","[3, 7, 4, 6, 2, 5, 8, 0, 9]",1248.888888888889,90.0,27022.3,101519.76,2337
56,11540,"[63, 39, 51, 50, 34, 76, 69, 35, 91, 23]","[7, 5, 1, 6, 2, 3]",1923.3333333333333,60.0,39094.8,78748.5,1293
57,12510,"[37, 56, 92, 4, 94, 89, 54, 80, 72, 33, 44, 20, 15, 93]","[4, 3, 6, 7]",3127.5,40.0,29705.7,87658.12,1017
58,12760,"[27, 53, 3, 30, 68, 83, 81, 96, 98, 13, 75, 36, 62, 57]","[2, 6]",6380.0,20.0,48742.8,161529.91,1533
59,14040,"[59, 1, 11, 72, 4, 3, 26, 33, 51, 71, 53, 15, 27, 70, 69, 93, 6]","[0, 4, 2, 7, 9, 5]",2340.0,60.0,54842.8,167300.27,1695
60,11150,"[17, 30, 50, 41, 24, 67, 8, 85, 87, 45, 13, 23, 51, 66]","[6, 7, 4]",3716.6666666666665,30.0,31532.6,114109.82,1446
61,13650,"[14, 71, 59, 47, 20, 24, 92, 72, 88, 81, 84, 69]","[0, 6]",6825.0,20.0,27952.3,70843.1,1147
62,18080,"[47, 23, 31, 44, 14, 0, 42, 49, 87, 20, 63, 67, 95, 4, 59]","[3, 8, 7, 9, 1, 2, 4, 0, 5]",2008.888888888889,90.0,71876.2,245268.7,1263
63,11240,"[83, 4, 74, 25, 81, 79, 88, 82, 71, 47, 37, 56, 60, 63, 50, 62, 28, 43, 38]","[4, 1, 8, 2, 5, 9, 3, 7, 0]",1248.888888888889,90.0,44677.6,118436.79,2573
64,17060,"[69, 28, 45, 27, 40, 36, 38, 6, 51, 63, 76, 66, 75, 50, 14]","[5, 2, 4, 7, 8, 9, 1, 3]",2132.5,80.0,65717.8,143785.77,1855
65,16830,"[62, 70, 29, 80, 21, 9, 4, 41, 14, 58, 93, 91, 3, 2, 98]","[3, 0, 2, 8]",4207.5,40.0,33954.0,126856.0,1638
66,19680,"[23, 39, 65, 41, 9, 79, 77, 90, 49, 10, 82, 75, 42, 34, 5, 24, 97, 14]","[7, 4, 1, 8, 2, 9, 5]",2811.4285714285716,70.0,73767.2,206369.68,2305
67,18450,"[47, 37, 99, 59, 65, 33, 20, 61, 31, 26, 51]","[5, 3]",9225.0,20.0,31407.9,124651.52,969
68,12040,"[66, 89, 37, 95, 20, 10, 85, 17, 39, 67, 76, 61, 46, 41, 86, 43, 15, 29, 52]","[7, 4, 0, 2, 1, 8]",2006.6666666666667,60.0,27276.8,78841.87,1567
69,18100,"[16, 2, 92, 71, 63, 87, 64, 81, 34, 5, 27, 61, 73]","[0, 2, 9, 4, 8, 6]",3016.6666666666665,60.0,62183.4,193370.29,1605
70,17170,"[90, 9, 10, 55, 97, 61, 75, 96, 64, 16, 95, 69, 43, 76, 77]","[9, 2, 1, 6, 5, 8, 4, 7]",2146.25,80.0,39828.5,157693.71,1621
71,14900,"[57, 70, 58, 77, 41, 75, 4, 54, 27, 88, 8, 33, 14, 80, 42, 24, 95, 12, 79]","[5, 6, 2, 4, 8, 0, 9, 7, 1]",1655.5555555555557,90.0,19441.0,69330.35,2144
72,13290,"[48, 31, 97, 33, 71, 15, 73, 17, 77, 65, 4, 46, 7, 23, 0, 41, 85]","[1, 7, 8, 3, 6]",2658.0,50.0,49380.8,143874.24,1562
73,14450,"[62, 3, 81, 25, 71, 9, 64, 23, 63, 72, 59, 93, 27, 38]","[4, 5, 9, 7]",3612.5,40.0,30969.9,80541.27,1867
74,11010,"[29, 96, 91, 23, 45, 67, 31, 21, 6, 14, 41, 38, 3, 90, 39]","[6, 1, 5, 4, 0, 2, 8, 7, 9]",1223.3333333333333,90.0,18967.6,56338.22,1510
75,13790,"[93, 12, 40, 88, 92, 30, 1, 77, 51, 98, 84, 5, 85, 21, 61, 14, 57, 28]",[9],13790.0,10.0,28791.2,60169.74,1778
76,16880,"[80, 41, 64, 43, 23, 61, 95, 60, 96, 59, 85, 72, 11, 6, 55, 81, 16, 97]","[9, 4, 6, 5]",4220.0,40.0,48036.4,103364.37,1796
77,18950,"[8, 15, 76, 67, 0, 29, 68, 16, 87, 13, 73, 32, 24, 20, 99, 3, 43, 25]","[6, 2, 1]",6316.666666666667,30.0,75442.5,218393.69,1241
78,10740,"[86, 31, 9, 56, 4, 14, 95, 8, 47, 92, 99, 45, 64, 93, 13, 91, 15]",[7],10740.0,10.0,27882.2,61838.49,1897
79,17530,"[28, 20, 35, 32, 53, 11, 61, 51, 78, 36, 92, 79, 89, 4, 10, 40, 0, 82]","[6, 8, 9, 2, 5, 3]",2921.6666666666665,60.0,32984.5,84033.46,2226
80,14430,"[12, 78, 70, 53, 18, 7, 1, 33, 31, 39, 9, 20, 60, 2, 25]","[2, 8, 3, 5, 0]",2886.0,50.0,53146.5,202926.32,1289
81,16240,"[35, 91, 57, 74, 78, 3, 52, 5, 84, 47]","[4, 8, 9, 0, 2, 1, 6, 7, 5]",1804.4444444444443,90.0,27278.0,89602.89,973
82,16260,"[17, 10, 28, 87, 85, 9, 4, 30, 25, 37, 27, 24, 61, 49, 32, 12, 72]","[1, 5]",8130.0,20.0,61551.8,201175.16,1299
83,14140,"[70, 27, 63, 9, 15, 66, 32, 77, 40, 41, 91]","[2, 6, 1, 3, 7, 8, 9, 4, 0]",1571.111111111111,90.0,53500.4,162540.76,1812
84,11060,"[5, 64, 69, 30, 16, 77, 33, 23, 32, 28]","[4, 9, 1, 2, 6, 3, 5, 0, 8]",1228.888888888889,90.0,21571.4,73943.69,1539
85,14230,"[77, 86, 80, 56, 34, 61, 99, 29, 40, 67, 1, 49, 23]",[4],14230.0,10.0,55203.4,145036.28,1694
86,19970,"[24, 40, 79, 23, 81, 18, 88, 0, 28, 61, 54, 27, 67]","[3, 7, 8, 1]",4992.5,40.0,42752.6,122144.18,1458
87,15900,"[78, 13, 57, 50, 89, 71, 30, 18, 56, 74, 76, 34, 22, 35, 21, 2, 86]","[3, 6, 9, 8, 4, 0, 1, 5, 2]",1766.6666666666667,90.0,56628.4,179956.43,1855
88,12540,"[59, 29, 53, 68, 96, 14, 57, 43, 88, 17, 80, 12, 85, 71, 99, 61]","[4, 6, 1]",4180.0,30.0,33538.3,72687.06,1320
89,18170,"[75, 22, 46, 4, 24, 92, 7, 13, 43, 95, 51, 1, 5, 90, 78, 35, 97, 56, 96]","[2, 1, 0, 7, 3, 6, 9]",2595.714285714286,70.0,40695.4,132902.42,1604
90,12290,"[42, 83, 7, 57, 50, 61, 19, 95, 93, 46, 65, 3, 16, 59, 31]","[0, 6, 1, 4, 7, 2, 8, 3, 5]",1365.5555555555557,90.0,48426.4,130306.41,897
91,14720,"[39, 84, 82, 79, 31, 85, 96, 3, 55, 29, 47, 76, 30, 95, 46, 17]","[5, 6, 1, 9, 3, 7, 8]",2102.8571428571427,70.0,50302.1,154714.6,1493
92,15620,"[48, 8, 2, 93, 65, 36, 60, 87, 40, 82, 35, 32, 19, 81, 6, 41, 56, 13, 50]","[1, 4, 7]",5206.666666666667,30.0,32161.5,122735.98,2159
93,14800,"[38, 44, 71, 79, 4, 94, 70, 69, 15, 80, 13]","[1, 0]",7400.0,20.0,49055.0,188864.77,1407
94,10790,"[95, 91, 0, 16, 13, 3, 44, 28, 45, 1, 2, 85, 70, 12, 75, 10]",[0],10790.0,10.0,39099.1,80923.26,1608
95,17990,"[45, 17, 9, 69, 19, 34, 28, 48, 76, 70, 65, 6, 20, 81, 82, 11, 1, 16]","[9, 5, 2, 3, 0, 6, 7, 8]",2248.75,80.0,58489.4,123928.98,1933
96,14780,"[76, 5, 60, 85, 73, 43, 23, 37, 17, 4]","[4, 6, 2, 7, 8, 1]",2463.3333333333335,60.0,29561.7,59468.06,860
97,12210,"[86, 77, 66, 56, 52, 89, 9, 69, 79, 35, 61, 5, 60, 76, 78, 62, 87, 88, 43]","[8, 2, 9, 7, 5, 1]",2035.0,60.0,34441.1,83128.31,2500
98,17850,"[2, 26, 74, 27, 39, 23, 20, 25, 30, 81, 72, 82, 91, 6, 49, 33, 7, 52]","[7, 5, 0, 4]",4462.5,40.0,55426.9,182924.43,2190
99,19100,"[40, 65, 53, 48, 45, 1, 21, 78, 54, 84, 46, 67, 95, 33, 49, 98, 15, 31, 6]","[2, 0, 1, 7, 3, 9]",3183.3333333333335,60.0,26570.5,65842.32,1690
