EventTime,EventType,ServiceID,DomainID,EventID,TotalUtil,ID
1201959332000.0,allocate,8,0,29358,51,10009
1201959332000.0,allocate,53,0,29359,210,10009
1201959332000.0,allocate,59,0,29360,126,10009
1201959332000.0,allocate,60,0,29361,114,10009
1201959332000.0,allocate,72,0,29362,49,10009
1201959332000.0,allocate,47,0,29352,162,10009
1201959332000.0,allocate,95,0,29356,56,10009
1201959332000.0,allocate,26,0,29364,204,10009
1201959332000.0,allocate,63,0,29367,198,10009
1201959332000.0,allocate,96,0,29363,24,10009
1201959332000.0,allocate,81,0,29365,190,10009
1201959332000.0,allocate,27,0,29366,18,10009
1201959342000.0,allocate,84,0,34712,15,10164
1201959342000.0,allocate,5,0,34711,132,10164
1201959342000.0,allocate,67,0,34710,24,10164
1201959342000.0,allocate,94,0,34709,114,10164
1201959342000.0,allocate,19,0,34707,27,10164
1201959342000.0,allocate,6,0,34706,100,10164
1201959342000.0,allocate,87,0,34705,45,10164
1201959342000.0,allocate,59,0,34704,126,10164
1201959342000.0,allocate,76,0,34708,30,10164
1201959342000.0,allocate,9,0,34713,70,10164
1201959368000.0,allocate,93,0,20518,44,1318
1201959368000.0,allocate,87,0,20517,45,1318
1201959368000.0,allocate,98,0,20514,8,1318
1201959368000.0,allocate,22,0,20516,84,1318
1201959368000.0,allocate,46,0,20515,60,1318
1201959368000.0,allocate,51,0,20512,90,1318
1201959368000.0,allocate,92,0,20505,88,1318
1201959368000.0,allocate,97,0,20506,13,1318
1201959368000.0,allocate,8,0,20507,51,1318
1201959368000.0,allocate,95,0,20508,56,1318
1201959368000.0,allocate,80,0,20513,66,1318
1201959368000.0,allocate,41,0,20510,114,1318
1201959368000.0,allocate,55,0,20511,126,1318
1201959368000.0,allocate,76,0,20509,30,1318
1201959378000.0,allocate,57,0,6269,112,1073
1201959378000.0,allocate,25,0,6267,162,1073
1201959378000.0,allocate,69,0,6266,130,1073
1201959378000.0,allocate,53,0,6265,210,1073
1201959378000.0,allocate,79,0,6264,350,1073
1201959378000.0,allocate,88,0,6263,28,1073
1201959378000.0,allocate,62,0,6262,228,1073
1201959378000.0,allocate,7,0,6261,102,1073
1201959378000.0,allocate,95,0,6260,56,1073
1201959378000.0,allocate,41,0,6270,114,1073
1201959378000.0,allocate,49,0,6271,78,1073
1201959378000.0,allocate,38,0,6272,120,1073
1201959378000.0,allocate,96,0,6273,24,1073
1201959378000.0,allocate,82,0,6274,210,1073
1201959378000.0,allocate,33,0,6268,44,1073
1201959387000.0,allocate,27,0,18233,18,1247
1201959387000.0,allocate,90,0,18232,84,1247
1201959387000.0,allocate,3,0,18227,36,1247
1201959387000.0,allocate,8,0,18229,51,1247
1201959387000.0,allocate,61,0,18228,56,1247
1201959387000.0,allocate,71,0,18231,217,1247
1201959387000.0,allocate,87,0,18230,45,1247
1201959387000.0,allocate,59,0,18234,126,1247
1201959387000.0,allocate,42,0,18235,114,1247
1201959387000.0,allocate,46,0,18236,60,1247
1201959387000.0,allocate,44,0,18237,7,1247
1201959387000.0,allocate,48,0,18238,184,1247
1201959387000.0,allocate,70,0,18239,108,1247
1201959387000.0,allocate,86,0,18240,156,1247
1201959387000.0,allocate,29,0,18241,91,1247
1201959387000.0,allocate,98,0,18242,8,1247
1201959407000.0,allocate,91,0,20214,288,1308
1201959407000.0,allocate,47,0,20197,162,1308
1201959407000.0,allocate,52,0,20206,120,1308
1201959407000.0,allocate,81,0,20207,190,1308
1201959407000.0,allocate,12,0,20208,56,1308
1201959407000.0,allocate,23,0,20209,171,1308
1201959407000.0,allocate,46,0,20210,60,1308
1201959407000.0,allocate,75,0,20211,161,1308
1201959407000.0,allocate,20,0,20212,48,1308
1201959407000.0,allocate,38,0,20215,120,1308
1201959407000.0,allocate,97,0,20213,13,1308
1201959407000.0,allocate,33,0,20203,44,1308
1201959407000.0,allocate,63,0,20198,198,1308
1201959407000.0,allocate,43,0,20199,168,1308
1201959407000.0,allocate,22,0,20200,84,1308
1201959407000.0,allocate,21,0,20201,88,1308
1201959407000.0,allocate,25,0,20202,162,1308
1201959407000.0,allocate,62,0,20204,228,1308
1201959407000.0,allocate,86,0,20196,156,1308
1201959407000.0,allocate,92,0,20205,88,1308
1201959422000.0,allocate,98,0,3874,8,1043
1201959422000.0,allocate,31,0,3875,50,1043
1201959422000.0,allocate,92,0,3873,88,1043
1201959422000.0,allocate,57,0,3877,112,1043
1201959422000.0,allocate,5,0,3880,132,1043
1201959422000.0,allocate,36,0,3876,114,1043
1201959422000.0,allocate,89,0,3881,130,1043
1201959422000.0,allocate,79,0,3871,350,1043
1201959422000.0,allocate,38,0,3872,120,1043
1201959422000.0,allocate,7,0,3883,102,1043
1201959422000.0,allocate,20,0,3878,48,1043
1201959422000.0,allocate,62,0,3882,228,1043
1201959422000.0,allocate,61,0,3879,56,1043
1201959424000.0,allocate,52,0,16732,120,1219
1201959424000.0,allocate,90,0,16729,84,1219
1201959424000.0,allocate,77,0,16730,364,1219
1201959424000.0,allocate,46,0,16731,60,1219
1201959424000.0,allocate,34,0,16733,224,1219
1201959424000.0,allocate,60,0,16723,114,1219
1201959424000.0,allocate,64,0,16724,238,1219
1201959424000.0,allocate,96,0,16734,24,1219
1201959424000.0,allocate,33,0,16725,44,1219
1201959424000.0,allocate,94,0,16726,114,1219
1201959424000.0,allocate,69,0,16727,130,1219
1201959424000.0,allocate,42,0,16728,114,1219
1201959424000.0,allocate,81,0,16722,190,1219
1201959445000.0,allocate,11,0,34684,140,10163
1201959445000.0,allocate,62,0,34682,228,10163
1201959445000.0,allocate,72,0,34683,49,10163
1201959445000.0,allocate,28,0,34685,87,10163
1201959445000.0,allocate,22,0,34691,84,10163
1201959445000.0,allocate,71,0,34690,217,10163
1201959445000.0,allocate,80,0,34689,66,10163
1201959445000.0,allocate,77,0,34688,364,10163
1201959445000.0,allocate,30,0,34687,204,10163
1201959445000.0,allocate,29,0,34686,91,10163
1201959445000.0,allocate,17,0,34692,30,10163
1201959449000.0,allocate,9,0,18567,70,1265
1201959449000.0,allocate,12,0,18575,56,1265
1201959449000.0,allocate,46,0,18574,60,1265
1201959449000.0,allocate,64,0,18573,238,1265
1201959449000.0,allocate,52,0,18572,120,1265
1201959449000.0,allocate,57,0,18571,112,1265
1201959449000.0,allocate,59,0,18569,126,1265
1201959449000.0,allocate,84,0,18568,15,1265
1201959449000.0,allocate,61,0,18565,56,1265
1201959449000.0,allocate,21,0,18570,88,1265
1201959449000.0,allocate,94,0,18566,114,1265
1201959453000.0,allocate,71,0,17822,217,1235
1201959453000.0,allocate,20,0,17818,48,1235
1201959453000.0,allocate,83,0,17820,9,1235
1201959453000.0,allocate,88,0,17831,28,1235
1201959453000.0,allocate,41,0,17830,114,1235
1201959453000.0,allocate,1,0,17829,70,1235
1201959453000.0,allocate,96,0,17828,24,1235
1201959453000.0,allocate,68,0,17827,33,1235
1201959453000.0,allocate,9,0,17826,70,1235
1201959453000.0,allocate,40,0,17821,275,1235
1201959453000.0,allocate,74,0,17825,10,1235
1201959453000.0,allocate,63,0,17819,198,1235
1201959453000.0,allocate,38,0,17817,120,1235
1201959453000.0,allocate,39,0,17823,40,1235
1201959453000.0,allocate,44,0,17824,7,1235
1201959457000.0,allocate,40,0,33902,275,10127
1201959457000.0,allocate,34,0,33903,224,10127
1201959457000.0,allocate,29,0,33911,91,10127
1201959457000.0,allocate,8,0,33910,51,10127
1201959457000.0,allocate,30,0,33901,204,10127
1201959457000.0,allocate,73,0,33904,11,10127
1201959457000.0,allocate,11,0,33905,140,10127
1201959457000.0,allocate,84,0,33906,15,10127
1201959457000.0,allocate,92,0,33907,88,10127
1201959457000.0,allocate,9,0,33900,70,10127
1201959457000.0,allocate,12,0,33908,56,10127
1201959457000.0,allocate,50,0,33909,48,10127
1201959472000.0,allocate,77,0,4930,364,1054
1201959472000.0,allocate,44,0,4926,7,1054
1201959472000.0,allocate,31,0,4927,50,1054
1201959472000.0,allocate,97,0,4928,13,1054
1201959472000.0,allocate,6,0,4929,100,1054
1201959472000.0,allocate,34,0,4931,224,1054
1201959472000.0,allocate,17,0,4932,30,1054
1201959472000.0,allocate,10,0,4933,65,1054
1201959472000.0,allocate,3,0,4934,36,1054
1201959472000.0,allocate,12,0,4935,56,1054
1201959524000.0,allocate,3,0,8973,36,1143
1201959524000.0,allocate,60,0,8972,114,1143
1201959524000.0,allocate,14,0,8971,52,1143
1201959524000.0,allocate,90,0,8976,84,1143
1201959524000.0,allocate,52,0,8977,120,1143
1201959524000.0,allocate,31,0,8975,50,1143
1201959524000.0,allocate,9,0,8970,70,1143
1201959524000.0,allocate,59,0,8969,126,1143
1201959524000.0,allocate,74,0,8968,10,1143
1201959524000.0,allocate,56,0,8967,77,1143
1201959524000.0,allocate,46,0,8966,60,1143
1201959524000.0,allocate,25,0,8974,162,1143
1201959546000.0,allocate,35,0,438,74,117
1201959546000.0,allocate,8,0,439,51,117
1201959546000.0,allocate,6,0,452,100,117
1201959546000.0,allocate,87,0,449,45,117
1201959546000.0,allocate,28,0,441,87,117
1201959546000.0,allocate,23,0,440,171,117
1201959546000.0,allocate,20,0,443,48,117
1201959546000.0,allocate,47,0,444,162,117
1201959546000.0,allocate,12,0,450,56,117
1201959546000.0,allocate,51,0,445,90,117
1201959546000.0,allocate,80,0,436,66,117
1201959546000.0,allocate,24,0,446,42,117
1201959546000.0,allocate,4,0,447,69,117
1201959546000.0,allocate,42,0,448,114,117
1201959546000.0,allocate,48,0,437,184,117
1201959546000.0,allocate,60,0,451,114,117
1201959546000.0,allocate,74,0,442,10,117
1201959581000.0,allocate,30,0,33579,204,10102
1201959581000.0,allocate,73,0,33578,11,10102
1201959581000.0,allocate,74,0,33577,10,10102
1201959581000.0,allocate,35,0,33576,74,10102
1201959581000.0,allocate,49,0,33575,78,10102
1201959581000.0,allocate,38,0,33572,120,10102
1201959581000.0,allocate,37,0,33580,126,10102
1201959581000.0,allocate,82,0,33574,210,10102
1201959581000.0,allocate,62,0,33573,228,10102
1201959581000.0,allocate,9,0,33581,70,10102
1201959583000.0,allocate,97,0,9752,13,1161
1201959583000.0,allocate,64,0,9763,238,1161
1201959583000.0,allocate,93,0,9762,44,1161
1201959583000.0,allocate,40,0,9761,275,1161
1201959583000.0,allocate,34,0,9748,224,1161
1201959583000.0,allocate,66,0,9751,204,1161
1201959583000.0,allocate,10,0,9753,65,1161
1201959583000.0,allocate,25,0,9754,162,1161
1201959583000.0,allocate,82,0,9755,210,1161
1201959583000.0,allocate,9,0,9756,70,1161
1201959583000.0,allocate,79,0,9747,350,1161
1201959583000.0,allocate,54,0,9758,115,1161
1201959583000.0,allocate,80,0,9750,66,1161
1201959583000.0,allocate,20,0,9749,48,1161
1201959583000.0,allocate,55,0,9759,126,1161
1201959583000.0,allocate,92,0,9760,88,1161
1201959583000.0,allocate,30,0,9746,204,1161
1201959583000.0,allocate,14,0,9757,52,1161
1201959616000.0,allocate,50,0,18661,48,1271
1201959616000.0,allocate,92,0,18668,88,1271
1201959616000.0,allocate,17,0,18662,30,1271
1201959616000.0,allocate,10,0,18666,65,1271
1201959616000.0,allocate,39,0,18667,40,1271
1201959616000.0,allocate,41,0,18664,114,1271
1201959616000.0,allocate,22,0,18663,84,1271
1201959616000.0,allocate,75,0,18658,161,1271
1201959616000.0,allocate,78,0,18660,24,1271
1201959616000.0,allocate,4,0,18665,69,1271
1201959616000.0,allocate,59,0,18659,126,1271
1201959679000.0,allocate,51,0,15377,90,1204
1201959679000.0,allocate,93,0,15371,44,1204
1201959679000.0,allocate,53,0,15378,210,1204
1201959679000.0,allocate,32,0,15379,133,1204
1201959679000.0,allocate,48,0,15375,184,1204
1201959679000.0,allocate,96,0,15383,24,1204
1201959679000.0,allocate,58,0,15374,224,1204
1201959679000.0,allocate,79,0,15373,350,1204
1201959679000.0,allocate,19,0,15381,27,1204
1201959679000.0,allocate,22,0,15382,84,1204
1201959679000.0,allocate,57,0,15380,112,1204
1201959679000.0,allocate,78,0,15372,24,1204
1201959679000.0,allocate,40,0,15388,275,1204
1201959679000.0,allocate,26,0,15384,204,1204
1201959679000.0,allocate,59,0,15385,126,1204
1201959679000.0,allocate,2,0,15387,152,1204
1201959679000.0,allocate,92,0,15386,88,1204
1201959679000.0,allocate,34,0,15376,224,1204
1201959708000.0,allocate,39,0,19735,40,1290
1201959708000.0,allocate,95,0,19737,56,1290
1201959708000.0,allocate,98,0,19736,8,1290
1201959708000.0,allocate,83,0,19734,9,1290
1201959708000.0,allocate,40,0,19733,275,1290
1201959708000.0,allocate,49,0,19725,78,1290
1201959708000.0,allocate,75,0,19732,161,1290
1201959708000.0,allocate,0,0,19731,63,1290
1201959708000.0,allocate,71,0,19730,217,1290
1201959708000.0,allocate,74,0,19729,10,1290
1201959708000.0,allocate,1,0,19726,70,1290
1201959708000.0,allocate,91,0,19727,288,1290
1201959708000.0,allocate,70,0,19728,108,1290
1201959782000.0,allocate,81,0,1230,190,132
1201959782000.0,allocate,67,0,1224,24,132
1201959782000.0,allocate,21,0,1231,88,132
1201959782000.0,allocate,29,0,1241,91,132
1201959782000.0,allocate,86,0,1240,156,132
1201959782000.0,allocate,20,0,1239,48,132
1201959782000.0,allocate,36,0,1238,114,132
1201959782000.0,allocate,16,0,1237,36,132
1201959782000.0,allocate,19,0,1236,27,132
1201959782000.0,allocate,0,0,1235,63,132
1201959782000.0,allocate,94,0,1234,114,132
1201959782000.0,allocate,66,0,1233,204,132
1201959782000.0,allocate,9,0,1232,70,132
1201959782000.0,allocate,12,0,1225,56,132
1201959782000.0,allocate,33,0,1226,44,132
1201959782000.0,allocate,14,0,1227,52,132
1201959782000.0,allocate,2,0,1228,152,132
1201959782000.0,allocate,90,0,1229,84,132
1201959819000.0,allocate,11,0,25010,140,1454
1201959819000.0,allocate,14,0,25013,52,1454
1201959819000.0,allocate,55,0,25001,126,1454
1201959819000.0,allocate,86,0,25012,156,1454
1201959819000.0,allocate,8,0,25016,51,1454
1201959819000.0,allocate,71,0,25011,217,1454
1201959819000.0,allocate,60,0,25017,114,1454
1201959819000.0,allocate,57,0,25009,112,1454
1201959819000.0,allocate,63,0,25002,198,1454
1201959819000.0,allocate,15,0,25007,40,1454
1201959819000.0,allocate,51,0,25006,90,1454
1201959819000.0,allocate,62,0,25005,228,1454
1201959819000.0,allocate,95,0,25004,56,1454
1201959819000.0,allocate,93,0,25003,44,1454
1201959819000.0,allocate,87,0,25014,45,1454
1201959819000.0,allocate,37,0,25008,126,1454
1201959819000.0,allocate,29,0,25015,91,1454
1201960051000.0,allocate,46,0,19920,60,1293
1201960051000.0,allocate,45,0,19921,228,1293
1201960051000.0,allocate,23,0,19922,171,1293
1201960051000.0,allocate,86,0,19923,156,1293
1201960051000.0,allocate,54,0,19928,115,1293
1201960051000.0,allocate,27,0,19925,18,1293
1201960051000.0,allocate,21,0,19926,88,1293
1201960051000.0,allocate,38,0,19927,120,1293
1201960051000.0,allocate,52,0,19919,120,1293
1201960051000.0,allocate,2,0,19924,152,1293
1201960051000.0,allocate,18,0,19918,39,1293
1201960060000.0,allocate,99,0,38337,42,10302
1201960060000.0,allocate,86,0,38351,156,10302
1201960060000.0,allocate,21,0,38350,88,10302
1201960060000.0,allocate,13,0,38349,186,10302
1201960060000.0,allocate,83,0,38348,9,10302
1201960060000.0,allocate,68,0,38347,33,10302
1201960060000.0,allocate,52,0,38345,120,10302
1201960060000.0,allocate,58,0,38344,224,10302
1201960060000.0,allocate,50,0,38343,48,10302
1201960060000.0,allocate,80,0,38346,66,10302
1201960060000.0,allocate,36,0,38341,114,10302
1201960060000.0,allocate,91,0,38340,288,10302
1201960060000.0,allocate,30,0,38335,204,10302
1201960060000.0,allocate,71,0,38336,217,10302
1201960060000.0,allocate,73,0,38339,11,10302
1201960060000.0,allocate,34,0,38338,224,10302
1201960060000.0,allocate,87,0,38342,45,10302
1201960076000.0,allocate,10,0,3846,65,1041
1201960076000.0,allocate,97,0,3842,13,1041
1201960076000.0,allocate,52,0,3843,120,1041
1201960076000.0,allocate,78,0,3841,24,1041
1201960076000.0,allocate,18,0,3845,39,1041
1201960076000.0,allocate,89,0,3844,130,1041
1201960076000.0,allocate,98,0,3848,8,1041
1201960076000.0,allocate,22,0,3849,84,1041
1201960076000.0,allocate,66,0,3860,204,1041
1201960076000.0,allocate,0,0,3859,63,1041
1201960076000.0,allocate,53,0,3858,210,1041
1201960076000.0,allocate,38,0,3847,120,1041
1201960076000.0,allocate,20,0,3856,48,1041
1201960076000.0,allocate,94,0,3855,114,1041
1201960076000.0,allocate,87,0,3857,45,1041
1201960076000.0,allocate,37,0,3853,126,1041
1201960076000.0,allocate,55,0,3851,126,1041
1201960076000.0,allocate,29,0,3850,91,1041
1201960076000.0,allocate,47,0,3854,162,1041
1201960076000.0,allocate,32,0,3852,133,1041
1201960112000.0,allocate,65,0,3038,21,1034
1201960112000.0,allocate,42,0,3037,114,1034
1201960112000.0,allocate,86,0,3036,156,1034
1201960112000.0,allocate,87,0,3032,45,1034
1201960112000.0,allocate,59,0,3033,126,1034
1201960112000.0,allocate,72,0,3034,49,1034
1201960112000.0,allocate,73,0,3030,11,1034
1201960112000.0,allocate,44,0,3031,7,1034
1201960112000.0,allocate,32,0,3043,133,1034
1201960112000.0,allocate,94,0,3042,114,1034
1201960112000.0,allocate,78,0,3041,24,1034
1201960112000.0,allocate,38,0,3040,120,1034
1201960112000.0,allocate,89,0,3039,130,1034
1201960112000.0,allocate,39,0,3035,40,1034
1201960143000.0,allocate,60,0,6727,114,1091
1201960143000.0,allocate,37,0,6726,126,1091
1201960143000.0,allocate,5,0,6725,132,1091
1201960143000.0,allocate,4,0,6724,69,1091
1201960143000.0,allocate,57,0,6723,112,1091
1201960143000.0,allocate,42,0,6722,114,1091
1201960143000.0,allocate,3,0,6721,36,1091
1201960143000.0,allocate,94,0,6720,114,1091
1201960143000.0,allocate,53,0,6719,210,1091
1201960143000.0,allocate,70,0,6718,108,1091
1201960143000.0,allocate,47,0,6717,162,1091
1201960143000.0,allocate,75,0,6716,161,1091
1201960143000.0,allocate,64,0,6715,238,1091
1201960143000.0,allocate,61,0,6714,56,1091
1201960143000.0,allocate,32,0,6713,133,1091
1201960143000.0,allocate,2,0,6712,152,1091
1201960143000.0,allocate,21,0,6711,88,1091
