EventTime,EventType,ServiceID,DomainID,EventID,TotalUtil,UpTime
14.0,allocate,5,9,556,580.0,10.0
14.0,allocate,1,9,555,1000.0,10.0
14.0,allocate,6,9,553,1980.0,10.0
14.0,allocate,4,9,552,960.0,10.0
14.0,deallocate,8,8,551,0.0,0.0
14.0,allocate,8,9,557,860.0,10.0
14.0,deallocate,1,8,549,0.0,0.0
14.0,deallocate,4,8,546,0.0,0.0
14.0,allocate,2,9,554,1000.0,10.0
14.0,deallocate,2,8,548,0.0,0.0
14.0,deallocate,5,8,550,0.0,0.0
14.0,deallocate,6,8,547,0.0,0.0
14.8,allocate,7,7,1185,133.33333333333334,3.333333333333333
14.8,allocate,3,7,1183,390.0,3.333333333333333
14.8,allocate,1,7,1182,333.33333333333337,3.333333333333333
14.8,allocate,9,7,1181,973.3333333333334,3.333333333333333
14.8,deallocate,7,3,1180,0.0,0.0
14.8,deallocate,2,3,1179,0.0,0.0
14.8,deallocate,3,3,1178,0.0,0.0
14.8,deallocate,1,3,1177,0.0,0.0
14.8,deallocate,9,3,1176,0.0,0.0
14.8,allocate,2,7,1184,333.33333333333337,3.333333333333333
16,allocate,1,7,5154,2333.333333333333,23.33333333333333
16,allocate,9,7,5155,6813.333333333332,23.33333333333333
16,allocate,6,7,5148,4619.999999999999,23.33333333333333
16,allocate,7,7,5151,933.3333333333331,23.33333333333333
16,allocate,4,7,5152,2239.9999999999995,23.33333333333333
16,allocate,8,7,5149,2006.6666666666663,23.33333333333333
16,allocate,2,7,5150,2333.333333333333,23.33333333333333
16,allocate,0,7,5153,4386.666666666666,23.33333333333333
18.0,allocate,5,4,4521,580.0,10.0
18.0,deallocate,9,3,4519,0,0
18.0,allocate,2,4,4520,1000.0,10.0
18.0,allocate,9,4,4522,2920.0,10.0
18.0,deallocate,2,3,4517,0,0
18.0,deallocate,5,3,4518,0,0
18.1,allocate,9,1,1186,973.3333333333334,3.333333333333333
18.1,allocate,7,1,1190,133.33333333333334,3.333333333333333
18.1,deallocate,9,7,1181,0.0,0.0
18.1,deallocate,3,7,1183,0.0,0.0
18.1,deallocate,2,7,1184,0.0,0.0
18.1,deallocate,1,7,1182,0.0,0.0
18.1,allocate,3,1,1188,390.0,3.333333333333333
18.1,allocate,2,1,1189,333.33333333333337,3.333333333333333
18.1,allocate,1,1,1187,333.33333333333337,3.333333333333333
18.1,deallocate,7,7,1185,0.0,0.0
18.4,allocate,1,2,5659,571.4285714285714,5.714285714285714
18.4,deallocate,3,0,5653,0,0
18.4,deallocate,7,0,5652,0,0
18.4,deallocate,5,0,5654,0,0
18.4,allocate,5,2,5658,331.42857142857144,5.714285714285714
18.4,allocate,7,2,5656,228.57142857142858,5.714285714285714
18.4,deallocate,1,0,5655,0,0
18.4,allocate,3,2,5657,668.5714285714286,5.714285714285714
19.0,allocate,2,7,5730,600.0,6.0
19.0,allocate,0,7,5729,1128.0,6.0
19.0,allocate,8,7,5728,516.0,6.0
19.0,deallocate,8,2,5724,0,0
19.0,deallocate,0,2,5725,0,0
19.0,allocate,1,7,5731,600.0,6.0
19.0,deallocate,1,2,5727,0,0
19.0,deallocate,2,2,5726,0,0
20.1,allocate,5,7,2059,580.0,10.0
20.1,allocate,4,7,2058,960.0,10.0
20.1,allocate,1,7,2057,1000.0,10.0
21.4,deallocate,8,3,740,0.0,0.0
21.4,allocate,8,0,741,645.0,7.5
21.5,allocate,7,2,1195,133.33333333333334,3.333333333333333
21.5,deallocate,9,1,1186,0.0,0.0
21.5,deallocate,1,1,1187,0.0,0.0
21.5,deallocate,3,1,1188,0.0,0.0
21.5,deallocate,2,1,1189,0.0,0.0
21.5,allocate,9,2,1191,973.3333333333334,3.333333333333333
21.5,allocate,1,2,1192,333.33333333333337,3.333333333333333
21.5,allocate,3,2,1193,390.0,3.333333333333333
21.5,allocate,2,2,1194,333.33333333333337,3.333333333333333
21.5,deallocate,7,1,1190,0.0,0.0
22.2,allocate,1,1,1719,1000.0,10.0
22.2,allocate,2,8,332,1000.0,10.0
22.2,deallocate,0,4,1712,0.0,0.0
22.2,allocate,0,8,330,1880.0,10.0
22.2,allocate,5,8,329,580.0,10.0
22.2,deallocate,5,4,1714,0.0,0.0
22.2,allocate,0,1,1718,1880.0,10.0
22.2,allocate,3,1,1717,1170.0,10.0
22.2,allocate,8,1,1716,860.0,10.0
22.2,allocate,4,1,1715,960.0,10.0
22.2,deallocate,1,4,1713,0.0,0.0
22.2,deallocate,3,4,1711,0.0,0.0
22.2,deallocate,8,4,1710,0.0,0.0
22.2,deallocate,4,4,1709,0.0,0.0
22.2,allocate,5,1,1720,580.0,10.0
22.2,allocate,4,8,328,960.0,10.0
22.2,allocate,8,8,331,860.0,10.0
24.0,deallocate,5,9,556,0.0,0.0
24.0,allocate,5,2,562,580.0,10.0
24.0,allocate,8,2,563,860.0,10.0
24.0,deallocate,4,9,552,0.0,0.0
24.0,allocate,1,2,561,1000.0,10.0
24.0,deallocate,2,9,554,0.0,0.0
24.0,deallocate,8,9,557,0.0,0.0
24.0,deallocate,6,9,553,0.0,0.0
24.0,allocate,4,2,558,960.0,10.0
24.0,allocate,6,2,559,1980.0,10.0
24.0,deallocate,1,9,555,0.0,0.0
24.0,allocate,2,2,560,1000.0,10.0
24.1,deallocate,3,2,5657,0,0
24.1,allocate,7,7,5660,228.57142857142858,5.714285714285714
24.1,allocate,1,7,5663,571.4285714285714,5.714285714285714
24.1,deallocate,7,2,5656,0,0
24.1,allocate,3,7,5661,668.5714285714286,5.714285714285714
24.1,deallocate,5,2,5658,0,0
24.1,deallocate,1,2,5659,0,0
24.1,allocate,5,7,5662,331.42857142857144,5.714285714285714
24.8,deallocate,9,2,1191,0.0,0.0
24.8,allocate,1,4,1197,333.33333333333337,3.333333333333333
24.8,allocate,3,4,1198,390.0,3.333333333333333
24.8,allocate,2,4,1199,333.33333333333337,3.333333333333333
24.8,allocate,7,4,1200,133.33333333333334,3.333333333333333
24.8,deallocate,3,2,1193,0.0,0.0
24.8,deallocate,1,2,1192,0.0,0.0
24.8,deallocate,7,2,1195,0.0,0.0
24.8,deallocate,2,2,1194,0.0,0.0
24.8,allocate,9,4,1196,973.3333333333334,3.333333333333333
25.0,deallocate,0,7,5729,0,0
25.0,allocate,0,4,5733,1128.0,6.0
25.0,allocate,8,4,5732,516.0,6.0
25.0,deallocate,8,7,5728,0,0
25.0,allocate,2,4,5734,600.0,6.0
25.0,deallocate,2,7,5730,0,0
25.0,deallocate,1,7,5731,0,0
25.0,allocate,1,4,5735,600.0,6.0
28.0,deallocate,2,4,4520,0,0
28.0,allocate,9,2,4525,2920.0,10.0
28.0,allocate,5,2,4524,580.0,10.0
28.0,allocate,2,2,4523,1000.0,10.0
28.0,deallocate,9,4,4522,0,0
28.0,deallocate,5,4,4521,0,0
28.1,allocate,2,8,1204,333.33333333333337,3.333333333333333
28.1,deallocate,1,4,1197,0.0,0.0
28.1,allocate,1,8,1202,333.33333333333337,3.333333333333333
28.1,deallocate,2,4,1199,0.0,0.0
28.1,allocate,3,8,1203,390.0,3.333333333333333
28.1,deallocate,7,4,1200,0.0,0.0
28.1,allocate,9,8,1201,973.3333333333334,3.333333333333333
28.1,allocate,7,8,1205,133.33333333333334,3.333333333333333
28.1,deallocate,9,4,1196,0.0,0.0
28.1,deallocate,3,4,1198,0.0,0.0
28.9,allocate,8,4,742,645.0,7.5
28.9,deallocate,8,0,741,0.0,0.0
29.9,allocate,1,9,5667,571.4285714285714,5.714285714285714
29.9,deallocate,7,7,5660,0,0
29.9,deallocate,3,7,5661,0,0
29.9,deallocate,1,7,5663,0,0
29.9,deallocate,5,7,5662,0,0
29.9,allocate,7,9,5664,228.57142857142858,5.714285714285714
29.9,allocate,3,9,5665,668.5714285714286,5.714285714285714
29.9,allocate,5,9,5666,331.42857142857144,5.714285714285714
30.1,allocate,4,5,2061,960.0,10.0
30.1,deallocate,1,7,2057,0.0,0.0
30.1,allocate,5,5,2062,580.0,10.0
30.1,deallocate,5,7,2059,0.0,0.0
30.1,allocate,1,5,2060,1000.0,10.0
30.1,deallocate,4,7,2058,0.0,0.0
31.0,deallocate,0,4,5733,0,0
31.0,deallocate,1,4,5735,0,0
31.0,allocate,1,5,5739,600.0,6.0
31.0,deallocate,8,4,5732,0,0
31.0,allocate,8,5,5736,516.0,6.0
31.0,allocate,2,5,5738,600.0,6.0
31.0,allocate,0,5,5737,1128.0,6.0
31.0,deallocate,2,4,5734,0,0
31.5,allocate,1,0,1207,333.33333333333337,3.333333333333333
31.5,allocate,3,0,1208,390.0,3.333333333333333
31.5,allocate,9,0,1206,973.3333333333334,3.333333333333333
31.5,deallocate,2,8,1204,0.0,0.0
31.5,deallocate,7,8,1205,0.0,0.0
31.5,deallocate,3,8,1203,0.0,0.0
31.5,deallocate,1,8,1202,0.0,0.0
31.5,deallocate,9,8,1201,0.0,0.0
31.5,allocate,2,0,1209,333.33333333333337,3.333333333333333
31.5,allocate,7,0,1210,133.33333333333334,3.333333333333333
32.2,allocate,8,9,336,860.0,10.0
32.2,deallocate,5,8,329,0.0,0.0
32.2,deallocate,0,1,1718,0.0,0.0
32.2,deallocate,4,1,1715,0.0,0.0
32.2,deallocate,8,1,1716,0.0,0.0
32.2,deallocate,3,1,1717,0.0,0.0
32.2,deallocate,2,8,332,0.0,0.0
32.2,deallocate,1,1,1719,0.0,0.0
32.2,allocate,5,2,1726,580.0,10.0
32.2,allocate,5,9,334,580.0,10.0
32.2,allocate,0,9,335,1880.0,10.0
32.2,deallocate,8,8,331,0.0,0.0
32.2,allocate,2,9,337,1000.0,10.0
32.2,deallocate,0,8,330,0.0,0.0
32.2,deallocate,4,8,328,0.0,0.0
32.2,allocate,4,9,333,960.0,10.0
32.2,allocate,4,2,1721,960.0,10.0
32.2,allocate,8,2,1722,860.0,10.0
32.2,allocate,3,2,1723,1170.0,10.0
32.2,deallocate,5,1,1720,0.0,0.0
32.2,allocate,0,2,1724,1880.0,10.0
32.2,allocate,1,2,1725,1000.0,10.0
33.6,allocate,8,8,2154,1105.7142857142858,12.857142857142858
33.6,allocate,3,8,2159,1504.2857142857144,12.857142857142858
33.6,allocate,2,8,2156,1285.7142857142858,12.857142857142858
33.6,allocate,4,8,2161,1234.2857142857142,12.857142857142858
33.6,allocate,9,8,2158,3754.285714285714,12.857142857142858
33.6,allocate,0,8,2157,2417.1428571428573,12.857142857142858
33.6,allocate,1,8,2155,1285.7142857142858,12.857142857142858
33.6,allocate,6,8,2153,2545.714285714286,12.857142857142858
33.6,allocate,5,8,2160,745.7142857142858,12.857142857142858
34.0,allocate,2,8,566,1000.0,10.0
34.0,allocate,8,8,569,860.0,10.0
34.0,allocate,4,8,564,960.0,10.0
34.0,allocate,6,8,565,1980.0,10.0
34.0,deallocate,1,2,561,0.0,0.0
34.0,allocate,1,8,567,1000.0,10.0
34.0,allocate,0,6,478,2685.714285714286,14.285714285714286
34.0,deallocate,4,2,558,0.0,0.0
34.0,allocate,2,6,479,1428.571428571429,14.285714285714286
34.0,deallocate,2,2,560,0.0,0.0
34.0,deallocate,8,2,563,0.0,0.0
34.0,deallocate,5,2,562,0.0,0.0
34.0,allocate,5,8,568,580.0,10.0
34.0,deallocate,6,2,559,0.0,0.0
34.8,deallocate,9,0,1206,0.0,0.0
34.8,deallocate,7,0,1210,0.0,0.0
34.8,deallocate,1,0,1207,0.0,0.0
34.8,deallocate,3,0,1208,0.0,0.0
34.8,deallocate,2,0,1209,0.0,0.0
35.6,allocate,1,1,5671,571.4285714285714,5.714285714285714
35.6,allocate,5,1,5670,331.42857142857144,5.714285714285714
35.6,allocate,3,1,5669,668.5714285714286,5.714285714285714
35.6,allocate,7,1,5668,228.57142857142858,5.714285714285714
35.6,deallocate,7,9,5664,0,0
35.6,deallocate,5,9,5666,0,0
35.6,deallocate,3,9,5665,0,0
35.6,deallocate,1,9,5667,0,0
36.1,allocate,7,4,203,133.33333333333334,3.333333333333333
36.1,allocate,0,4,209,626.6666666666667,3.333333333333333
36.1,allocate,2,4,205,333.33333333333337,3.333333333333333
36.1,allocate,3,4,206,390.0,3.333333333333333
36.1,allocate,4,4,208,320.0,3.333333333333333
36.1,allocate,9,4,210,973.3333333333334,3.333333333333333
36.1,allocate,6,4,207,660.0,3.333333333333333
36.1,allocate,8,4,204,286.6666666666667,3.333333333333333
36.4,deallocate,8,4,742,0.0,0.0
36.4,allocate,8,6,743,645.0,7.5
37.0,deallocate,8,5,5736,0,0
37.0,allocate,1,0,5743,600.0,6.0
37.0,allocate,2,0,5742,600.0,6.0
37.0,allocate,0,0,5741,1128.0,6.0
37.0,deallocate,1,5,5739,0,0
37.0,deallocate,2,5,5738,0,0
37.0,deallocate,0,5,5737,0,0
37.0,allocate,8,0,5740,516.0,6.0
38.0,allocate,5,7,4527,580.0,10.0
38.0,deallocate,2,2,4523,0,0
38.0,deallocate,5,2,4524,0,0
38.0,deallocate,9,2,4525,0,0
38.0,allocate,9,7,4528,2920.0,10.0
38.0,allocate,2,7,4526,1000.0,10.0
38.5,allocate,0,2,750,626.6666666666667,3.333333333333333
38.5,allocate,4,2,751,320.0,3.333333333333333
38.5,allocate,9,2,752,973.3333333333334,3.333333333333333
38.5,allocate,1,2,753,333.33333333333337,3.333333333333333
38.5,allocate,7,2,754,133.33333333333334,3.333333333333333
38.5,allocate,3,2,755,390.0,3.333333333333333
38.5,allocate,2,2,756,333.33333333333337,3.333333333333333
38.5,allocate,6,2,758,660.0,3.333333333333333
38.5,allocate,5,2,757,193.33333333333331,3.333333333333333
39,allocate,1,6,5468,500.0,5.0
39,allocate,0,6,5467,940.0,5.0
39,allocate,3,6,5466,585.0,5.0
39,allocate,5,3,6081,193.33333333333331,3.333333333333333
39.3,deallocate,7,7,5151,0,0
39.3,deallocate,6,7,5148,0,0
39.3,allocate,8,8,5157,2006.6666666666663,23.33333333333333
39.3,allocate,9,8,5163,6813.333333333332,23.33333333333333
39.3,allocate,1,8,5162,2333.333333333333,23.33333333333333
39.3,allocate,0,8,5161,4386.666666666666,23.33333333333333
39.3,deallocate,2,7,5150,0,0
39.3,deallocate,8,7,5149,0,0
39.3,allocate,2,8,5158,2333.333333333333,23.33333333333333
39.3,allocate,6,8,5156,4619.999999999999,23.33333333333333
39.3,deallocate,9,7,5155,0,0
39.3,deallocate,1,7,5154,0,0
39.3,deallocate,0,7,5153,0,0
39.3,deallocate,4,7,5152,0,0
39.3,allocate,7,8,5159,933.3333333333331,23.33333333333333
39.3,allocate,4,8,5160,2239.9999999999995,23.33333333333333
39.4,allocate,0,3,217,626.6666666666667,3.333333333333333
39.4,deallocate,8,4,204,0.0,0.0
39.4,allocate,7,3,211,133.33333333333334,3.333333333333333
39.4,allocate,8,3,212,286.6666666666667,3.333333333333333
39.4,deallocate,7,4,203,0.0,0.0
39.4,allocate,2,3,213,333.33333333333337,3.333333333333333
39.4,allocate,6,3,215,660.0,3.333333333333333
39.4,allocate,4,3,216,320.0,3.333333333333333
39.4,allocate,9,3,218,973.3333333333334,3.333333333333333
39.4,deallocate,0,4,209,0.0,0.0
39.4,deallocate,4,4,208,0.0,0.0
39.4,deallocate,6,4,207,0.0,0.0
39.4,deallocate,3,4,206,0.0,0.0
39.4,deallocate,2,4,205,0.0,0.0
39.4,allocate,3,3,214,390.0,3.333333333333333
39.4,deallocate,9,4,210,0.0,0.0
40.1,deallocate,1,5,2060,0.0,0.0
40.1,deallocate,4,5,2061,0.0,0.0
40.1,deallocate,5,5,2062,0.0,0.0
41.3,allocate,1,3,5675,571.4285714285714,5.714285714285714
41.3,deallocate,7,1,5668,0,0
41.3,deallocate,1,1,5671,0,0
41.3,deallocate,5,1,5670,0,0
41.3,allocate,7,3,5672,228.57142857142858,5.714285714285714
41.3,allocate,3,3,5673,668.5714285714286,5.714285714285714
41.3,allocate,5,3,5674,331.42857142857144,5.714285714285714
41.3,deallocate,3,1,5669,0,0
41.8,allocate,5,7,766,193.33333333333331,3.333333333333333
41.8,allocate,0,7,759,626.6666666666667,3.333333333333333
41.8,deallocate,0,2,750,0.0,0.0
41.8,deallocate,7,2,754,0.0,0.0
41.8,deallocate,3,2,755,0.0,0.0
41.8,deallocate,2,2,756,0.0,0.0
41.8,deallocate,5,2,757,0.0,0.0
41.8,deallocate,6,2,758,0.0,0.0
41.8,allocate,4,7,760,320.0,3.333333333333333
41.8,allocate,9,7,761,973.3333333333334,3.333333333333333
41.8,allocate,1,7,762,333.33333333333337,3.333333333333333
41.8,allocate,7,7,763,133.33333333333334,3.333333333333333
41.8,allocate,2,7,765,333.33333333333337,3.333333333333333
41.8,allocate,6,7,767,660.0,3.333333333333333
41.8,allocate,3,7,764,390.0,3.333333333333333
41.8,deallocate,4,2,751,0.0,0.0
41.8,deallocate,9,2,752,0.0,0.0
41.8,deallocate,1,2,753,0.0,0.0
42.1,allocate,3,5,72,438.75,3.75
42.1,allocate,8,5,73,322.5,3.75
42.1,allocate,7,5,74,150.0,3.75
42.2,deallocate,4,9,333,0.0,0.0
42.2,deallocate,8,9,336,0.0,0.0
42.2,deallocate,0,9,335,0.0,0.0
42.2,deallocate,5,9,334,0.0,0.0
42.2,allocate,0,9,1730,1880.0,10.0
42.2,allocate,3,9,1729,1170.0,10.0
42.2,allocate,4,0,338,960.0,10.0
42.2,deallocate,3,2,1723,0.0,0.0
42.2,allocate,5,0,339,580.0,10.0
42.2,allocate,0,0,340,1880.0,10.0
42.2,allocate,8,0,341,860.0,10.0
42.2,allocate,2,0,342,1000.0,10.0
42.2,deallocate,2,9,337,0.0,0.0
42.2,deallocate,4,2,1721,0.0,0.0
42.2,deallocate,0,2,1724,0.0,0.0
42.2,allocate,5,9,1732,580.0,10.0
42.2,deallocate,1,2,1725,0.0,0.0
42.2,deallocate,5,2,1726,0.0,0.0
42.2,allocate,4,9,1727,960.0,10.0
42.2,allocate,8,9,1728,860.0,10.0
42.2,deallocate,8,2,1722,0.0,0.0
42.2,allocate,1,9,1731,1000.0,10.0
42.3,deallocate,5,3,6081,0,0
42.3,allocate,5,2,6082,193.33333333333331,3.333333333333333
42.8,allocate,0,8,225,626.6666666666667,3.333333333333333
42.8,allocate,9,8,226,973.3333333333334,3.333333333333333
42.8,allocate,7,8,219,133.33333333333334,3.333333333333333
42.8,deallocate,2,3,213,0.0,0.0
42.8,deallocate,3,3,214,0.0,0.0
42.8,deallocate,6,3,215,0.0,0.0
42.8,deallocate,4,3,216,0.0,0.0
42.8,deallocate,0,3,217,0.0,0.0
42.8,deallocate,9,3,218,0.0,0.0
42.8,allocate,8,8,220,286.6666666666667,3.333333333333333
42.8,deallocate,7,3,211,0.0,0.0
42.8,allocate,2,8,221,333.33333333333337,3.333333333333333
42.8,allocate,3,8,222,390.0,3.333333333333333
42.8,allocate,6,8,223,660.0,3.333333333333333
42.8,allocate,4,8,224,320.0,3.333333333333333
42.8,deallocate,8,3,212,0.0,0.0
43.0,allocate,1,6,5747,600.0,6.0
43.0,deallocate,1,0,5743,0,0
43.0,allocate,0,6,5745,1128.0,6.0
43.0,allocate,2,6,5746,600.0,6.0
43.0,allocate,8,6,5744,516.0,6.0
43,allocate,5,8,5040,290.0,5.0
43,allocate,2,8,5043,500.0,5.0
43.0,deallocate,2,0,5742,0,0
43.0,deallocate,0,0,5741,0,0
43,allocate,4,8,5039,480.0,5.0
43,allocate,3,8,5042,585.0,5.0
43,allocate,6,8,5041,990.0,5.0
43,allocate,8,8,5038,430.0,5.0
43.0,deallocate,8,0,5740,0,0
43.9,deallocate,8,6,743,0.0,0.0
44.0,allocate,1,0,5471,500.0,5.0
44.0,allocate,0,0,5470,940.0,5.0
44.0,deallocate,1,6,5468,0,0
44.0,deallocate,0,6,5467,0,0
44.0,allocate,3,0,5469,585.0,5.0
44.0,deallocate,1,8,567,0.0,0.0
44.0,allocate,5,9,574,580.0,10.0
44.0,deallocate,4,8,564,0.0,0.0
44.0,allocate,1,9,573,1000.0,10.0
44.0,allocate,4,9,570,960.0,10.0
44.0,allocate,2,9,572,1000.0,10.0
44.0,allocate,8,9,575,860.0,10.0
44.0,deallocate,8,8,569,0.0,0.0
44.0,deallocate,5,8,568,0.0,0.0
44.0,deallocate,3,6,5466,0,0
44.0,deallocate,2,8,566,0.0,0.0
