UserID,UpTime,Services,Domains,UpTimePerDomain,Mobility,MinArrivalTime,MaxArrivalTime,TotalUtil
17,6010,"[94, 60, 70, 10, 78, 23, 41]","[4, 0, 9, 2, 3, 8, 5, 7, 6]",667.7777777777778,90.0,9116.0,26509.4,764
18,15290,"[46, 6]",[9],15290.0,10.0,59691.3,170267.3,112
19,5320,"[19, 95, 16, 43]","[0, 2, 5, 4, 1, 6]",886.6666666666666,60.0,25218.4,56932.0,384
20,14350,[91],[1],14350.0,10.0,42365.4,96939.7,24
21,14690,"[92, 37, 81, 5, 52, 16]","[9, 5, 4, 0, 6, 1, 8, 7]",1836.25,80.0,29228.9,71597.6,1364
22,11570,"[26, 79, 68, 43, 45, 44, 90, 72, 19]","[1, 8, 5, 9, 3]",2314.0,50.0,49072.4,119917.9,992
23,16220,"[36, 6, 94, 52, 88]","[4, 2, 0, 3]",4055.0,40.0,71666.1,182469.5,385
24,14240,[36],"[3, 8, 5, 6, 9, 2, 1, 7, 0, 4]",1424.0,100.0,61272.1,134843.0,42
25,5910,"[12, 57, 11, 69, 3, 94, 42, 29]","[0, 1, 9, 5, 2, 4]",985.0,60.0,7834.4,17306.0,776
26,12770,"[13, 88, 28, 79, 5, 99, 35, 55]","[3, 4, 7, 1]",3192.5,40.0,59235.0,118479.9,702
27,7100,[20],"[5, 6, 0, 9, 1, 2, 8]",1014.2857142857143,70.0,24659.2,71641.3,266
28,7310,"[86, 57, 85, 95, 70, 8, 5, 62]",[5],7310.0,10.0,20152.7,57919.5,933
29,5060,"[83, 25, 44, 47, 20, 86, 71]","[7, 1, 5]",1686.6666666666667,30.0,12683.0,31737.7,1409
30,14440,"[67, 4]","[1, 5, 7, 8, 6, 3, 0, 2]",1805.0,80.0,39138.3,109599.7,287
31,12570,"[61, 14]",[8],12570.0,10.0,44617.1,104239.1,434
32,8160,"[32, 98]","[8, 4, 7, 6, 9, 1, 0, 5]",1020.0,80.0,21563.5,59783.6,83
33,10180,"[85, 49, 75, 10, 48, 8, 31]","[5, 6, 0, 4, 7]",2036.0,50.0,16643.4,44558.8,785
34,12110,"[30, 52, 34, 27, 43, 97, 40]","[2, 7, 3, 1, 8, 5, 6, 4, 9]",1345.5555555555557,90.0,22373.4,65100.2,1055
35,17120,"[59, 33, 49, 0, 37, 77, 63, 96]","[8, 4, 9, 2, 7, 1, 3, 6, 0]",1902.2222222222222,90.0,84275.9,191725.9,1026
36,6010,[87],"[6, 1, 7, 2, 3, 5, 8, 9, 4]",667.7777777777778,90.0,27164.4,64958.5,124
37,14710,"[14, 63, 88, 25, 0, 78]","[0, 8, 2, 3, 1, 7, 5, 9, 6]",1634.4444444444443,90.0,20448.7,42183.2,902
38,18810,"[5, 18, 59, 19, 16]","[5, 1]",9405.0,20.0,26901.3,58421.3,559
39,13660,"[90, 88, 19, 21, 23, 58, 17, 37, 3]","[1, 2, 5]",4553.333333333333,30.0,21718.8,60650.8,1192
40,11320,"[89, 48, 14, 72, 50]","[6, 0, 9, 1, 4]",2264.0,50.0,52579.6,108142.9,1227
41,6990,"[95, 8, 90, 34, 28, 91]","[5, 8]",3495.0,20.0,26721.2,75233.1,486
42,8770,"[59, 65, 71, 42, 58, 70]","[2, 1, 4, 8]",2192.5,40.0,21259.9,45707.1,627
43,15370,"[9, 79, 23]",[8],15370.0,10.0,50336.1,117639.4,324
44,7570,"[98, 84]","[9, 7, 5, 1]",1892.5,40.0,26281.4,57663.8,236
45,14470,"[46, 2]","[4, 9]",7235.0,20.0,68169.7,193813.5,324
46,17840,"[62, 18]","[5, 3, 7, 6, 4, 9, 1, 2, 0]",1982.2222222222222,90.0,34241.3,76964.8,327
47,14750,"[2, 20, 36, 65, 97]","[1, 2, 7, 3, 8, 5, 0]",2107.1428571428573,70.0,19491.7,50045.8,882
48,10900,"[91, 98, 27]","[2, 9, 6, 3, 4, 7, 5]",1557.142857142857,70.0,33905.6,75565.0,218
49,18280,"[40, 17, 13, 29, 3, 7, 49, 25, 61]","[9, 8, 6, 5, 4, 1, 2, 7, 0]",2031.111111111111,90.0,69806.4,148969.9,1096
50,15630,"[63, 29, 39, 28, 10, 32, 85, 40, 14]","[9, 0, 4, 7, 2, 5, 6, 3, 1]",1736.6666666666667,90.0,26573.0,56638.2,1333
51,8160,"[70, 41, 76, 65, 6, 26, 88, 30, 33]","[0, 3, 8, 1]",2040.0,40.0,14455.8,41904.4,669
52,17450,"[30, 94, 67, 36, 39, 6, 57, 79]","[7, 8, 2, 3, 5]",3490.0,50.0,73501.9,172935.1,691
53,12420,"[28, 75, 99, 90, 86]","[5, 3, 1, 6, 8]",2484.0,50.0,18731.5,44304.4,653
54,16750,"[43, 44, 6, 64, 20, 85, 46]","[4, 5, 1, 0, 6, 9, 3]",2392.8571428571427,70.0,62901.1,174900.1,1137
55,7430,"[58, 26, 51, 81]","[7, 6, 0]",2476.6666666666665,30.0,33541.2,75057.9,790
56,14490,[51],[7],14490.0,10.0,62393.8,126292.7,378
57,16200,"[97, 55, 75, 37, 39, 59, 96]","[2, 5, 6, 4, 8, 1, 7, 3, 0]",1800.0,90.0,32352.3,71039.8,1130
58,12350,"[16, 75, 25, 37]","[9, 5, 3, 2, 1, 8]",2058.3333333333335,60.0,26314.9,77566.3,707
59,13690,"[3, 67, 13, 7, 16]","[6, 1, 5, 4, 7]",2738.0,50.0,43677.6,118991.9,679
60,15600,"[89, 16, 60, 82]","[4, 2, 0, 3, 9, 5, 7, 8, 1]",1733.3333333333333,90.0,25769.0,76854.2,710
61,15880,"[70, 96]","[4, 7, 6, 8, 9, 0, 3, 5]",1985.0,80.0,28402.4,83008.1,182
62,5510,[15],"[8, 2]",2755.0,20.0,7964.4,20221.8,76
63,19490,"[77, 73, 34, 63]","[5, 9, 1, 8, 6, 7]",3248.3333333333335,60.0,70065.9,201782.2,509
64,16760,"[0, 66, 40, 21, 37, 4, 24, 69]","[0, 4, 6, 3, 8, 2, 9, 7]",2095.0,80.0,36483.0,79279.3,1063
65,8540,"[56, 93, 12]","[6, 4, 1]",2846.6666666666665,30.0,21559.4,61448.7,140
66,9890,"[34, 59, 7, 85, 57, 53, 89]",[9],9890.0,10.0,14590.3,42690.1,782
67,17880,"[15, 34]","[5, 0, 8, 4]",4470.0,40.0,28683.2,66351.4,136
68,7170,"[65, 77, 3, 33]","[8, 0]",3585.0,20.0,24090.8,51681.4,405
69,17350,"[59, 88, 73, 64]",[7],17350.0,10.0,32560.0,68434.4,625
70,5030,"[12, 18, 11, 85, 76]","[0, 6, 7, 5, 4, 1, 3]",718.5714285714286,70.0,15132.2,35854.5,432
71,8700,"[62, 95, 27, 87, 76, 71, 29]","[8, 1, 4, 0, 5, 6, 7, 3, 9, 2]",870.0,100.0,18023.5,44679.3,841
72,17140,"[62, 19, 29, 66, 40, 31, 91, 38]","[4, 0, 7, 3, 2, 9, 8, 1, 5]",1904.4444444444443,90.0,45074.4,92706.2,1040
73,9480,"[12, 99, 16, 72]","[5, 0, 6, 8, 9, 3, 2, 7, 4]",1053.3333333333333,90.0,44009.8,113025.9,426
74,14430,"[62, 18, 21, 63, 91, 42, 78]","[0, 5, 1, 4, 3, 7, 9]",2061.4285714285716,70.0,43955.0,131621.0,738
75,7930,"[9, 5, 60, 55, 42, 63, 21]","[5, 1, 0]",2643.3333333333335,30.0,16009.5,47580.1,813
76,14310,"[38, 59, 1, 84, 18, 14, 35, 77]","[2, 8, 6, 5, 7]",2862.0,50.0,39957.8,96702.0,1271
77,18770,[30],"[6, 3, 8, 4, 1]",3754.0,50.0,82524.0,189418.9,130
78,19140,"[14, 15, 91, 41]","[2, 4]",9570.0,20.0,43936.3,109613.1,494
79,16520,"[24, 42, 69, 80]","[4, 5, 1, 0, 3, 7, 9, 8, 6, 2]",1652.0,100.0,56708.5,135676.0,376
80,18790,"[77, 23, 18]","[1, 7, 3, 2, 5, 9]",3131.6666666666665,60.0,50920.0,126511.1,319
81,10390,"[55, 42, 47]",[0],10390.0,10.0,28153.2,65896.8,245
82,13790,"[28, 73, 0, 23, 69]","[8, 6, 3, 7, 4, 5, 1, 9]",1723.75,80.0,54767.1,145859.4,614
83,18790,[5],"[9, 7, 6, 1]",4697.5,40.0,57932.8,125359.1,26
84,12860,"[87, 31, 4, 75, 0, 89, 15]","[8, 0]",6430.0,20.0,63469.2,168148.8,909
85,6660,"[97, 70, 77, 71, 48, 89, 64, 36]","[8, 0, 4, 5, 7, 1, 3, 9]",832.5,80.0,10937.2,30128.8,1455
86,18900,"[69, 83]","[2, 3, 6, 4, 0]",3780.0,50.0,42924.3,103182.5,391
87,9270,"[18, 31, 50, 74, 27, 23, 69, 82, 13]","[4, 7, 9, 1, 0, 5, 2, 6]",1158.75,80.0,23819.6,59011.9,1378
88,9970,"[54, 13, 17, 80, 92, 57, 39, 7]","[0, 9, 6, 7, 4, 1, 2, 5, 3]",1107.7777777777778,90.0,34301.9,81335.7,955
89,7320,"[47, 34, 74]","[0, 1, 2]",2440.0,30.0,30481.0,64119.5,315
90,13000,[85],"[7, 9, 5, 1, 2, 3, 4]",1857.142857142857,70.0,60890.4,165542.4,108
91,8060,"[20, 62]","[1, 6, 8, 0, 5, 3]",1343.3333333333333,60.0,16349.4,35941.2,488
92,16860,"[41, 34, 20, 33, 49, 14, 65, 7, 89]","[5, 1, 8, 4]",4215.0,40.0,45318.4,135117.0,1401
93,11010,"[80, 92, 49, 53, 13]","[5, 9, 3, 4]",2752.5,40.0,53663.5,123692.1,730
94,16300,"[72, 2, 34, 28, 3, 64, 99, 96, 87]","[4, 9, 0, 2, 6]",3260.0,50.0,49836.7,108215.8,1278
95,15730,"[68, 35, 11, 97, 88, 17]","[6, 3, 5]",5243.333333333333,30.0,45588.2,93381.2,857
96,5880,[33],"[1, 7, 2, 0, 6, 3, 8, 4, 5, 9]",588.0,100.0,25948.2,54737.0,48
97,6890,"[99, 11, 55, 50, 29, 49, 51, 96, 47]","[0, 4, 2, 9, 5, 7]",1148.3333333333333,60.0,23092.7,49964.2,1427
98,16520,"[36, 43, 37]","[3, 0, 9, 7, 2, 8]",2753.3333333333335,60.0,78224.1,181762.5,354
99,9270,"[79, 44, 64, 66]","[5, 2, 7]",3090.0,30.0,39383.7,96418.7,794
100,19540,"[94, 22, 19, 0, 2, 89, 26, 98]","[6, 8, 7, 4, 0, 5, 1, 9, 2]",2171.1111111111113,90.0,96554.5,261072.8,927
101,18160,"[50, 94, 59, 77, 70, 68, 62, 14]","[2, 6, 4, 0, 7, 5, 3, 1]",2270.0,80.0,41987.4,94378.0,1396
102,17110,"[22, 37, 26]","[6, 4, 3, 0, 8, 7, 1]",2444.285714285714,70.0,51716.1,139475.0,374
103,19410,"[1, 22, 80]","[2, 5, 6, 1, 0, 7]",3235.0,60.0,62987.0,152261.8,192
104,10940,"[68, 83, 72, 16, 24, 66]","[8, 7, 0, 9, 4, 1]",1823.3333333333333,60.0,22452.2,64307.0,930
105,16560,"[91, 4, 45, 97, 57, 24]","[7, 6, 5, 4, 3, 2, 1, 9, 8]",1840.0,90.0,35661.7,93982.4,570
106,12660,"[1, 86, 33, 56]","[3, 8, 7, 1, 0, 4, 2]",1808.5714285714287,70.0,26304.1,62902.1,361
107,6350,[85],"[1, 4, 8]",2116.6666666666665,30.0,19770.3,49075.3,108
108,12830,"[25, 27, 23, 80, 40]","[4, 8, 6, 5, 3, 0, 2, 9]",1603.75,80.0,34021.0,93660.2,795
109,12350,"[6, 45, 84, 59]","[6, 2, 7, 9]",3087.5,40.0,58824.2,127745.1,396
110,16670,"[92, 74, 27, 12, 73, 55, 58]",[1],16670.0,10.0,29835.3,62189.3,1311
111,8840,"[60, 32, 74, 19, 65, 33, 75, 41, 20]","[7, 4, 2]",2946.6666666666665,30.0,26553.4,75497.1,1041
112,10330,"[90, 57]","[4, 6, 7, 3, 1, 0, 2]",1475.7142857142858,70.0,18134.0,48353.7,274
113,11590,"[33, 26]","[5, 9, 2, 6, 7, 4, 8]",1655.7142857142858,70.0,35838.3,97514.0,116
114,11020,"[81, 64, 14, 45, 83]","[9, 0, 5, 8, 7, 1, 6, 2, 4, 3]",1102.0,100.0,19511.1,56173.3,1088
115,8990,"[70, 99, 95]","[0, 1, 6, 2, 9, 3, 5, 8]",1123.75,80.0,41269.7,104907.8,264
116,14260,"[58, 1, 54, 91, 17, 95, 35]","[9, 3]",7130.0,20.0,66379.9,190064.2,577
117,18410,"[9, 67, 76, 35, 83, 91, 20]","[8, 9, 4, 5, 0, 6, 3]",2630.0,70.0,51232.2,130627.4,1149
118,12130,"[55, 21, 64, 33, 49, 72, 20]","[9, 4, 5]",4043.3333333333335,30.0,20664.6,54339.9,1120
119,17980,"[64, 15, 37]","[8, 1, 7]",5993.333333333333,30.0,59936.5,156047.5,671
120,13570,"[66, 37, 68, 18, 21, 33]",[9],13570.0,10.0,17014.2,43754.5,804
121,8230,"[29, 73, 57, 60, 24, 28, 84, 99, 95]","[3, 0]",4115.0,20.0,22848.8,61735.1,913
122,6030,"[46, 39, 62, 61, 11, 70, 41, 8]","[6, 5, 8, 7, 1, 2, 9, 4]",753.75,80.0,14542.7,32225.6,1082
123,17590,"[28, 75]","[0, 5, 8, 1, 9, 2, 3, 4]",2198.75,80.0,45913.1,92663.0,104
124,5810,[54],"[3, 5, 9, 7]",1452.5,40.0,12216.9,31450.5,48
125,6390,"[85, 4, 40, 58, 68, 98, 95]","[6, 3, 8, 9, 4, 7, 1, 5, 2, 0]",639.0,100.0,8488.7,19361.8,734
126,10260,"[98, 99, 86, 34, 49]","[7, 9, 4, 1, 2, 8, 6]",1465.7142857142858,70.0,14462.5,42262.5,584
127,19230,"[95, 45, 40, 33, 32, 11]","[7, 4, 8, 0, 5, 1]",3205.0,60.0,44174.0,126475.8,423
128,8620,"[49, 82]","[6, 5, 2, 3, 7, 0, 4, 8]",1077.5,80.0,38147.7,108404.7,200
129,13760,"[47, 58, 29, 69, 68, 8, 55]","[9, 4]",6880.0,20.0,57495.1,121855.9,820
130,9510,"[6, 79, 8, 57, 95, 82]","[2, 3]",4755.0,20.0,33814.2,97458.2,267
131,18910,"[84, 79, 20, 65, 93, 23]",[0],18910.0,10.0,34014.7,91602.1,796
132,7180,"[3, 98, 84, 57, 37, 23, 81, 46]","[7, 0, 6, 1, 5, 8, 9]",1025.7142857142858,70.0,22625.2,64424.2,1267
133,13220,"[33, 69, 8, 7, 47, 90, 83, 85]","[1, 2, 0]",4406.666666666667,30.0,64688.4,134926.6,919
134,14070,"[57, 59, 8, 56]","[7, 1, 0, 5, 4]",2814.0,50.0,63672.9,161216.6,284
135,18470,"[25, 40, 6, 68, 79, 71, 94, 41, 12]","[9, 6, 8, 2, 5, 0, 7, 1]",2308.75,80.0,76226.7,205376.6,906
136,15810,"[0, 82, 56, 19, 76, 5, 26]","[7, 5]",7905.0,20.0,55321.8,135314.1,372
137,13170,"[9, 27]","[7, 6, 5]",4390.0,30.0,61734.0,165853.9,324
138,15440,"[98, 32, 14, 0]","[3, 4, 6, 7, 0, 5, 2, 8]",1930.0,80.0,37065.3,103083.2,445
139,14360,"[54, 64, 1, 20, 70, 5, 80, 11, 72]","[2, 1, 0, 4, 8, 7, 9, 3, 6, 5]",1436.0,100.0,42048.5,93612.6,1155
140,9770,"[86, 56, 58, 88, 4, 70, 79]",[6],9770.0,10.0,44996.8,93175.9,695
141,18180,"[61, 63, 17, 56, 49]","[7, 9, 2, 0, 4, 3]",3030.0,60.0,81549.2,234494.4,601
142,9170,"[77, 85, 82, 62, 6, 31, 25]","[2, 7]",4585.0,20.0,20614.3,59272.2,788
143,19950,"[23, 15, 4, 69]","[0, 9, 2, 8, 5, 3, 6, 7, 1, 4]",1995.0,100.0,83764.2,208480.2,528
144,17030,"[89, 85, 64, 17, 97, 14, 80, 31]","[1, 8, 4, 9, 7, 6, 5]",2432.8571428571427,70.0,29454.9,65793.8,1601
145,11690,"[12, 0, 16, 13, 28, 57]","[8, 4, 5]",3896.6666666666665,30.0,52098.2,104760.1,494
146,16190,[2],"[1, 0, 6, 8, 4, 2, 3, 9, 5, 7]",1619.0,100.0,34395.5,72383.8,246
147,18270,"[32, 72, 75]","[5, 2, 8, 3, 9, 1, 7]",2610.0,70.0,70079.0,182459.3,183
148,9910,"[52, 58, 45, 73, 9, 33, 54, 22, 77]","[3, 4, 7, 2, 1, 6, 0, 8]",1238.75,80.0,25947.7,69999.7,869
149,15030,"[29, 8, 15, 72, 6, 34, 90, 61]",[3],15030.0,10.0,55700.5,145674.2,771
150,11810,"[44, 24, 37, 29, 25, 74, 83]","[4, 9, 7]",3936.6666666666665,30.0,48208.2,135667.7,1371
151,8110,"[54, 48, 80, 20, 94, 73, 5, 34]","[2, 8, 1, 9, 7, 6, 0]",1158.5714285714287,70.0,25284.7,66632.4,856
152,19620,"[37, 94, 45, 87, 6, 21, 47, 34, 89]","[5, 8, 7, 0, 9, 2, 4]",2802.8571428571427,70.0,51899.7,104167.9,960
153,6790,"[2, 71, 87, 77, 14, 59, 52]","[1, 5, 6, 4]",1697.5,40.0,17903.3,36121.5,1228
154,5500,"[67, 54, 86, 21, 47, 91, 63, 76]","[2, 9, 4, 8, 6, 5]",916.6666666666666,60.0,23965.5,68126.2,853
155,9790,"[78, 37, 42, 69, 76, 79]","[4, 8, 7, 5, 0, 6, 1, 9]",1223.75,80.0,31037.5,91822.6,601
156,5310,[85],"[5, 6, 0, 1]",1327.5,40.0,21274.6,46270.2,108
157,8500,"[14, 1, 75, 46, 12, 30, 72, 56]","[4, 5, 7, 6, 2]",1700.0,50.0,22586.8,51992.4,730
158,17570,"[35, 69, 52, 70, 57]","[9, 1, 3, 6, 4, 7, 2, 8, 0, 5]",1757.0,100.0,82440.2,190800.2,873
159,17720,"[23, 45, 30, 87]","[5, 6, 9, 3, 8, 0, 1, 4]",2215.0,80.0,49051.1,125914.6,432
160,9560,"[86, 95, 8, 54, 75, 64, 11, 73, 78]","[4, 7, 1, 5]",2390.0,40.0,32860.0,88347.7,1106
161,10530,"[35, 77, 62, 88, 14, 32, 39, 85, 7]","[4, 8, 0, 6, 5, 3, 7]",1504.2857142857142,70.0,19985.3,58319.6,1292
162,14000,[21],[4],14000.0,10.0,50953.3,133071.7,42
163,12790,"[93, 85]","[2, 6, 7, 9, 8]",2558.0,50.0,17210.4,38539.5,180
164,13270,"[32, 66, 4, 96, 67, 70, 16, 55]","[9, 7, 5, 3, 0, 1, 2, 4, 6]",1474.4444444444443,90.0,59311.9,119963.0,1089
165,10400,"[32, 46, 5, 10, 35, 87, 66, 24]","[5, 3, 6, 2, 1]",2080.0,50.0,38702.5,79337.8,920
166,8130,"[8, 1, 22, 64]","[2, 7, 6, 1, 9, 8, 5]",1161.4285714285713,70.0,30379.5,77924.9,483
167,10180,"[88, 72, 82, 1, 38, 87, 31]",[4],10180.0,10.0,30666.4,89167.7,611
168,13590,"[91, 24, 18, 79, 84]","[2, 4, 3, 5]",3397.5,40.0,47814.3,99320.2,431
169,18680,"[9, 74, 45, 41, 11, 88, 56]","[4, 1]",9340.0,20.0,88966.9,263063.3,644
170,13670,"[90, 11, 58, 87]","[5, 4, 1]",4556.666666666667,30.0,65880.1,157951.4,562
171,15110,"[87, 76]","[5, 4]",7555.0,20.0,28324.8,59034.4,181
172,13240,"[72, 53, 71, 86, 67]","[4, 6, 8, 1, 0, 9, 5, 2]",1655.0,80.0,31422.5,87090.0,661
173,12660,"[46, 95, 33]","[9, 1, 6, 4, 7]",2532.0,50.0,24448.7,73232.3,168
174,9870,"[96, 92]","[8, 9, 1, 0, 6, 7, 2, 3, 4, 5]",987.0,100.0,18567.1,50564.3,443
175,7830,"[41, 87, 67, 64, 46, 90]","[9, 8, 6, 5, 4, 2, 3, 1, 7]",870.0,90.0,19014.9,45803.2,996
176,13070,"[44, 26, 4]","[7, 3, 1]",4356.666666666667,30.0,39127.0,109760.3,484
177,5070,[65],[2],5070.0,10.0,17350.2,37660.4,68
178,13220,"[91, 43, 96, 82, 28, 59]","[2, 7, 9, 3, 1, 5, 6]",1888.5714285714287,70.0,44350.0,127426.6,345
179,15810,"[73, 7, 6, 8]","[3, 9, 2]",5270.0,30.0,21508.1,47534.4,319
180,9340,"[36, 6, 20, 21, 43, 29]","[7, 9, 3, 0, 5]",1868.0,50.0,15412.1,31677.5,507
181,10530,"[35, 9, 6, 87, 93, 15, 40, 4, 10]","[3, 0, 2, 7, 9, 6]",1755.0,60.0,26408.4,59652.3,1118
182,19040,[23],"[7, 2]",9520.0,20.0,76582.1,161776.2,160
183,9610,"[7, 79]","[3, 9, 5, 8, 0, 2]",1601.6666666666667,60.0,41956.7,124077.1,71
184,10840,"[34, 25, 37, 4, 90, 73, 45, 19]","[3, 8, 1, 2, 6]",2168.0,50.0,50130.5,133735.8,1145
185,16820,"[0, 4, 80, 64]","[0, 8, 7, 9, 1, 6, 5]",2402.8571428571427,70.0,57207.0,128792.7,641
186,18600,"[78, 92, 81, 79, 57, 64]","[4, 9, 5, 7, 3, 1, 2, 0, 6, 8]",1860.0,100.0,74035.7,171160.0,1094
187,14910,"[29, 52, 97, 0, 81, 16, 63, 69]","[5, 0, 6, 8, 7, 3, 1, 2]",1863.75,80.0,41225.5,116856.3,1487
188,19090,"[98, 77, 0, 95, 37, 61, 78]","[0, 9, 2, 1, 3, 4]",3181.6666666666665,60.0,86710.4,208355.0,670
189,14210,"[64, 78, 35, 22, 43, 19]","[7, 8, 1, 0, 2, 5, 3]",2030.0,70.0,42656.7,90672.8,837
190,18990,[81],"[0, 1, 4, 2, 6]",3798.0,50.0,33432.2,79081.2,224
191,6380,"[69, 34, 56, 0, 4]","[6, 3, 7, 9, 2, 8]",1063.3333333333333,60.0,19884.7,44479.8,438
192,15010,"[89, 83, 30, 38, 78, 99, 70, 60, 98]","[5, 3, 0, 4, 8, 2]",2501.6666666666665,60.0,56829.8,129326.2,1314
193,19820,"[49, 63, 15, 64]","[2, 5, 6, 8, 7, 1]",3303.3333333333335,60.0,32608.0,86002.2,811
194,6820,"[55, 95, 1, 34, 60]","[7, 8, 9, 3, 6, 1]",1136.6666666666667,60.0,23042.9,65472.2,464
195,5600,"[74, 92, 41, 88, 99, 4, 90, 73]",[3],5600.0,10.0,22759.1,60967.0,1329
196,15590,"[77, 99, 97, 83, 37, 7]","[2, 3, 1, 7, 8, 9, 5, 4]",1948.75,80.0,22620.2,58491.0,956
197,15470,"[62, 77]","[2, 7, 1, 4, 5, 8, 9, 6, 0, 3]",1547.0,100.0,33499.5,87067.9,276
198,17120,"[64, 19, 21, 3, 26]","[1, 2, 6, 9, 7, 8, 3]",2445.714285714286,70.0,65982.7,156616.8,770
199,7880,[62],"[0, 3, 8, 7, 4, 6, 1]",1125.7142857142858,70.0,29131.3,70483.9,222
200,17310,"[51, 29, 32, 45]",[4],17310.0,10.0,21963.5,53101.4,540
201,19210,"[86, 63, 29, 55, 3, 2]","[0, 5]",9605.0,20.0,46680.4,124598.3,1248
202,18300,"[24, 43, 63, 62, 95, 85, 81, 83]",[2],18300.0,10.0,61462.7,164946.7,1186
203,9770,"[9, 12, 96, 15, 19, 76]",[7],9770.0,10.0,12220.8,29772.4,481
204,10990,[3],"[0, 3]",5495.0,20.0,42405.1,122243.8,235
205,12580,[25],"[3, 2, 5, 6]",3145.0,40.0,45800.2,91905.5,205
206,5730,"[94, 77, 60]","[4, 5, 8, 9, 0, 1]",955.0,60.0,12128.1,31414.7,228
207,14980,"[7, 18, 67, 31, 29, 88]","[2, 5, 4, 6]",3745.0,40.0,45752.3,131067.7,550
208,16400,"[90, 78, 95, 15, 12, 92, 82, 31]","[2, 3, 9, 5, 6, 8]",2733.3333333333335,60.0,33286.1,95166.9,1014
209,13540,"[5, 17, 44, 22, 68]","[6, 9, 8, 3, 7, 5, 0, 2, 4]",1504.4444444444443,90.0,57252.0,156448.4,547
210,17300,"[91, 45, 27, 99, 47, 51, 36, 26]","[4, 0, 6, 2]",4325.0,40.0,28281.7,72526.4,815
211,7230,[6],"[5, 1, 8, 9, 2]",1446.0,50.0,31941.3,69665.6,34
212,6530,"[9, 30, 73, 79, 54, 57, 97, 11]","[7, 2, 6, 5]",1632.5,40.0,18167.5,53115.9,924
213,18240,"[14, 70, 57, 4, 89, 22]","[7, 0, 2, 4]",4560.0,40.0,37264.7,96359.1,1003
214,18230,"[66, 22, 8]","[2, 6, 8]",6076.666666666667,30.0,28692.4,75003.6,285
215,14030,"[63, 85, 56, 59, 90, 0, 26]","[6, 5, 3, 2, 7, 1]",2338.3333333333335,60.0,61403.6,140305.1,845
216,5040,[48],"[2, 8]",2520.0,20.0,10434.3,21455.6,152
217,18350,"[97, 26, 36, 98, 72, 85, 57, 78, 44]","[4, 0, 9, 3, 5, 8, 1, 7]",2293.75,80.0,83546.1,219195.4,1002
218,15300,[74],"[8, 3, 5, 7, 6, 0, 9, 2]",1912.5,80.0,61908.3,162418.2,228
219,5990,"[24, 90, 28, 51, 96, 44, 23, 53, 95]","[6, 3]",2995.0,20.0,25449.3,66470.4,1284
220,7160,"[42, 50, 27, 96]","[3, 2, 6, 4]",1790.0,40.0,18905.4,51153.2,604
221,10140,"[97, 20, 62]","[9, 2]",5070.0,20.0,47539.1,117919.5,748
222,12360,"[53, 64, 15, 17, 88, 50, 83, 44, 10]","[6, 8, 4, 3, 1, 2, 7, 5]",1545.0,80.0,15597.1,43909.4,1467
223,12380,"[42, 98, 2, 94, 11, 65, 36]","[8, 3, 5, 4, 1, 6, 0, 9, 2]",1375.5555555555557,90.0,20851.4,46728.3,558
