EventTime,EventType,ServiceID,DomainID,EventID,TotalUtil,ID
1202308688000.0,deallocate,68,0,74,0,105
1201959561000.0,allocate,20,0,75,48,107
1201990560000.0,deallocate,20,0,75,0,107
1201959561000.0,allocate,73,0,76,11,107
1201990560000.0,deallocate,73,0,76,0,107
1201959561000.0,allocate,48,0,77,184,107
1201990560000.0,deallocate,48,0,77,0,107
1201959561000.0,allocate,59,0,78,126,107
1201990560000.0,deallocate,59,0,78,0,107
1201959561000.0,allocate,91,0,79,288,107
1201990560000.0,deallocate,91,0,79,0,107
1201959561000.0,allocate,70,0,80,108,107
1201990560000.0,deallocate,70,0,80,0,107
1201959561000.0,allocate,30,0,81,204,107
1201990560000.0,deallocate,30,0,81,0,107
1201959561000.0,allocate,63,0,82,198,107
1201990560000.0,deallocate,63,0,82,0,107
1201959561000.0,allocate,38,0,83,120,107
1201990560000.0,deallocate,38,0,83,0,107
1201959561000.0,allocate,82,0,84,210,107
1201990560000.0,deallocate,82,0,84,0,107
1201990560000.0,allocate,20,5,85,48,107
1201991388000.0,deallocate,20,5,85,0,107
1201990560000.0,allocate,73,5,86,11,107
1201991388000.0,deallocate,73,5,86,0,107
1201990560000.0,allocate,48,5,87,184,107
1201991388000.0,deallocate,48,5,87,0,107
1201990560000.0,allocate,59,5,88,126,107
1201991388000.0,deallocate,59,5,88,0,107
1201990560000.0,allocate,91,5,89,288,107
1201991388000.0,deallocate,91,5,89,0,107
1201990560000.0,allocate,70,5,90,108,107
1201991388000.0,deallocate,70,5,90,0,107
1201990560000.0,allocate,30,5,91,204,107
1201991388000.0,deallocate,30,5,91,0,107
1201990560000.0,allocate,63,5,92,198,107
1201991388000.0,deallocate,63,5,92,0,107
1201990560000.0,allocate,38,5,93,120,107
1201991388000.0,deallocate,38,5,93,0,107
1201990560000.0,allocate,82,5,94,210,107
1201991388000.0,deallocate,82,5,94,0,107
1201991388000.0,allocate,20,0,95,48,107
1202032671000.0,deallocate,20,0,95,0,107
1201991388000.0,allocate,73,0,96,11,107
1202032671000.0,deallocate,73,0,96,0,107
1201991388000.0,allocate,48,0,97,184,107
1202032671000.0,deallocate,48,0,97,0,107
1201991388000.0,allocate,59,0,98,126,107
1202032671000.0,deallocate,59,0,98,0,107
1201991388000.0,allocate,91,0,99,288,107
1202032671000.0,deallocate,91,0,99,0,107
1201991388000.0,allocate,70,0,100,108,107
1202032671000.0,deallocate,70,0,100,0,107
1201991388000.0,allocate,30,0,101,204,107
1202032671000.0,deallocate,30,0,101,0,107
1201991388000.0,allocate,63,0,102,198,107
1202032671000.0,deallocate,63,0,102,0,107
1201991388000.0,allocate,38,0,103,120,107
1202032671000.0,deallocate,38,0,103,0,107
1201991388000.0,allocate,82,0,104,210,107
1202032671000.0,deallocate,82,0,104,0,107
1202032671000.0,allocate,20,5,105,48,107
1202035644000.0,deallocate,20,5,105,0,107
1202032671000.0,allocate,73,5,106,11,107
1202035644000.0,deallocate,73,5,106,0,107
1202032671000.0,allocate,48,5,107,184,107
1202035644000.0,deallocate,48,5,107,0,107
1202032671000.0,allocate,59,5,108,126,107
1202035644000.0,deallocate,59,5,108,0,107
1202032671000.0,allocate,91,5,109,288,107
1202035644000.0,deallocate,91,5,109,0,107
1202032671000.0,allocate,70,5,110,108,107
1202035644000.0,deallocate,70,5,110,0,107
1202032671000.0,allocate,30,5,111,204,107
1202035644000.0,deallocate,30,5,111,0,107
1202032671000.0,allocate,63,5,112,198,107
1202035644000.0,deallocate,63,5,112,0,107
1202032671000.0,allocate,38,5,113,120,107
1202035644000.0,deallocate,38,5,113,0,107
1202032671000.0,allocate,82,5,114,210,107
1202035644000.0,deallocate,82,5,114,0,107
1202035644000.0,allocate,20,0,115,48,107
1202077537000.0,deallocate,20,0,115,0,107
1202035644000.0,allocate,73,0,116,11,107
1202077537000.0,deallocate,73,0,116,0,107
1202035644000.0,allocate,48,0,117,184,107
1202077537000.0,deallocate,48,0,117,0,107
1202035644000.0,allocate,59,0,118,126,107
1202077537000.0,deallocate,59,0,118,0,107
1202035644000.0,allocate,91,0,119,288,107
1202077537000.0,deallocate,91,0,119,0,107
1202035644000.0,allocate,70,0,120,108,107
1202077537000.0,deallocate,70,0,120,0,107
1202035644000.0,allocate,30,0,121,204,107
1202077537000.0,deallocate,30,0,121,0,107
1202035644000.0,allocate,63,0,122,198,107
1202077537000.0,deallocate,63,0,122,0,107
1202035644000.0,allocate,38,0,123,120,107
1202077537000.0,deallocate,38,0,123,0,107
1202035644000.0,allocate,82,0,124,210,107
1202077537000.0,deallocate,82,0,124,0,107
1202077537000.0,allocate,20,5,125,48,107
1202077730000.0,deallocate,20,5,125,0,107
1202077537000.0,allocate,73,5,126,11,107
1202077730000.0,deallocate,73,5,126,0,107
1202077537000.0,allocate,48,5,127,184,107
1202077730000.0,deallocate,48,5,127,0,107
1202077537000.0,allocate,59,5,128,126,107
1202077730000.0,deallocate,59,5,128,0,107
1202077537000.0,allocate,91,5,129,288,107
1202077730000.0,deallocate,91,5,129,0,107
1202077537000.0,allocate,70,5,130,108,107
1202077730000.0,deallocate,70,5,130,0,107
1202077537000.0,allocate,30,5,131,204,107
1202077730000.0,deallocate,30,5,131,0,107
1202077537000.0,allocate,63,5,132,198,107
1202077730000.0,deallocate,63,5,132,0,107
1202077537000.0,allocate,38,5,133,120,107
1202077730000.0,deallocate,38,5,133,0,107
1202077537000.0,allocate,82,5,134,210,107
1202077730000.0,deallocate,82,5,134,0,107
1202077730000.0,allocate,20,0,135,48,107
1202078085000.0,deallocate,20,0,135,0,107
1202077730000.0,allocate,73,0,136,11,107
1202078085000.0,deallocate,73,0,136,0,107
1202077730000.0,allocate,48,0,137,184,107
1202078085000.0,deallocate,48,0,137,0,107
1202077730000.0,allocate,59,0,138,126,107
1202078085000.0,deallocate,59,0,138,0,107
1202077730000.0,allocate,91,0,139,288,107
1202078085000.0,deallocate,91,0,139,0,107
1202077730000.0,allocate,70,0,140,108,107
1202078085000.0,deallocate,70,0,140,0,107
1202077730000.0,allocate,30,0,141,204,107
1202078085000.0,deallocate,30,0,141,0,107
1202077730000.0,allocate,63,0,142,198,107
1202078085000.0,deallocate,63,0,142,0,107
1202077730000.0,allocate,38,0,143,120,107
1202078085000.0,deallocate,38,0,143,0,107
1202077730000.0,allocate,82,0,144,210,107
1202078085000.0,deallocate,82,0,144,0,107
1202078085000.0,allocate,20,5,145,48,107
1202117565000.0,deallocate,20,5,145,0,107
1202078085000.0,allocate,73,5,146,11,107
1202117565000.0,deallocate,73,5,146,0,107
1202078085000.0,allocate,48,5,147,184,107
1202117565000.0,deallocate,48,5,147,0,107
1202078085000.0,allocate,59,5,148,126,107
1202117565000.0,deallocate,59,5,148,0,107
1202078085000.0,allocate,91,5,149,288,107
1202117565000.0,deallocate,91,5,149,0,107
1202078085000.0,allocate,70,5,150,108,107
1202117565000.0,deallocate,70,5,150,0,107
1202078085000.0,allocate,30,5,151,204,107
1202117565000.0,deallocate,30,5,151,0,107
1202078085000.0,allocate,63,5,152,198,107
1202117565000.0,deallocate,63,5,152,0,107
1202078085000.0,allocate,38,5,153,120,107
1202117565000.0,deallocate,38,5,153,0,107
1202078085000.0,allocate,82,5,154,210,107
1202117565000.0,deallocate,82,5,154,0,107
1202117565000.0,allocate,20,0,155,48,107
1202162904000.0,deallocate,20,0,155,0,107
1202117565000.0,allocate,73,0,156,11,107
1202162904000.0,deallocate,73,0,156,0,107
1202117565000.0,allocate,48,0,157,184,107
1202162904000.0,deallocate,48,0,157,0,107
1202117565000.0,allocate,59,0,158,126,107
1202162904000.0,deallocate,59,0,158,0,107
1202117565000.0,allocate,91,0,159,288,107
1202162904000.0,deallocate,91,0,159,0,107
1202117565000.0,allocate,70,0,160,108,107
1202162904000.0,deallocate,70,0,160,0,107
1202117565000.0,allocate,30,0,161,204,107
1202162904000.0,deallocate,30,0,161,0,107
1202117565000.0,allocate,63,0,162,198,107
1202162904000.0,deallocate,63,0,162,0,107
1202117565000.0,allocate,38,0,163,120,107
1202162904000.0,deallocate,38,0,163,0,107
1202117565000.0,allocate,82,0,164,210,107
1202162904000.0,deallocate,82,0,164,0,107
1202162904000.0,allocate,20,5,165,48,107
1202163820000.0,deallocate,20,5,165,0,107
1202162904000.0,allocate,73,5,166,11,107
1202163820000.0,deallocate,73,5,166,0,107
1202162904000.0,allocate,48,5,167,184,107
1202163820000.0,deallocate,48,5,167,0,107
1202162904000.0,allocate,59,5,168,126,107
1202163820000.0,deallocate,59,5,168,0,107
1202162904000.0,allocate,91,5,169,288,107
1202163820000.0,deallocate,91,5,169,0,107
1202162904000.0,allocate,70,5,170,108,107
1202163820000.0,deallocate,70,5,170,0,107
1202162904000.0,allocate,30,5,171,204,107
1202163820000.0,deallocate,30,5,171,0,107
1202162904000.0,allocate,63,5,172,198,107
1202163820000.0,deallocate,63,5,172,0,107
1202162904000.0,allocate,38,5,173,120,107
1202163820000.0,deallocate,38,5,173,0,107
1202162904000.0,allocate,82,5,174,210,107
1202163820000.0,deallocate,82,5,174,0,107
1202163820000.0,allocate,20,0,175,48,107
1202297736000.0,deallocate,20,0,175,0,107
1202163820000.0,allocate,73,0,176,11,107
1202297736000.0,deallocate,73,0,176,0,107
1202163820000.0,allocate,48,0,177,184,107
1202297736000.0,deallocate,48,0,177,0,107
1202163820000.0,allocate,59,0,178,126,107
1202297736000.0,deallocate,59,0,178,0,107
1202163820000.0,allocate,91,0,179,288,107
1202297736000.0,deallocate,91,0,179,0,107
1202163820000.0,allocate,70,0,180,108,107
1202297736000.0,deallocate,70,0,180,0,107
1202163820000.0,allocate,30,0,181,204,107
1202297736000.0,deallocate,30,0,181,0,107
1202163820000.0,allocate,63,0,182,198,107
1202297736000.0,deallocate,63,0,182,0,107
1202163820000.0,allocate,38,0,183,120,107
1202297736000.0,deallocate,38,0,183,0,107
1202163820000.0,allocate,82,0,184,210,107
1202297736000.0,deallocate,82,0,184,0,107
1202297736000.0,allocate,20,5,185,48,107
1202297906000.0,deallocate,20,5,185,0,107
1202297736000.0,allocate,73,5,186,11,107
1202297906000.0,deallocate,73,5,186,0,107
1202297736000.0,allocate,48,5,187,184,107
1202297906000.0,deallocate,48,5,187,0,107
1202297736000.0,allocate,59,5,188,126,107
1202297906000.0,deallocate,59,5,188,0,107
1202297736000.0,allocate,91,5,189,288,107
1202297906000.0,deallocate,91,5,189,0,107
1202297736000.0,allocate,70,5,190,108,107
1202297906000.0,deallocate,70,5,190,0,107
1202297736000.0,allocate,30,5,191,204,107
1202297906000.0,deallocate,30,5,191,0,107
1202297736000.0,allocate,63,5,192,198,107
1202297906000.0,deallocate,63,5,192,0,107
1202297736000.0,allocate,38,5,193,120,107
1202297906000.0,deallocate,38,5,193,0,107
1202297736000.0,allocate,82,5,194,210,107
1202297906000.0,deallocate,82,5,194,0,107
1202297906000.0,allocate,20,0,195,48,107
1202302387000.0,deallocate,20,0,195,0,107
1202297906000.0,allocate,73,0,196,11,107
1202302387000.0,deallocate,73,0,196,0,107
1202297906000.0,allocate,48,0,197,184,107
1202302387000.0,deallocate,48,0,197,0,107
1202297906000.0,allocate,59,0,198,126,107
1202302387000.0,deallocate,59,0,198,0,107
1202297906000.0,allocate,91,0,199,288,107
1202302387000.0,deallocate,91,0,199,0,107
1202297906000.0,allocate,70,0,200,108,107
1202302387000.0,deallocate,70,0,200,0,107
1202297906000.0,allocate,30,0,201,204,107
1202302387000.0,deallocate,30,0,201,0,107
1202297906000.0,allocate,63,0,202,198,107
1202302387000.0,deallocate,63,0,202,0,107
1202297906000.0,allocate,38,0,203,120,107
1202302387000.0,deallocate,38,0,203,0,107
1202297906000.0,allocate,82,0,204,210,107
1202302387000.0,deallocate,82,0,204,0,107
1202302387000.0,allocate,20,5,205,48,107
1202338724000.0,deallocate,20,5,205,0,107
1202302387000.0,allocate,73,5,206,11,107
1202338724000.0,deallocate,73,5,206,0,107
1202302387000.0,allocate,48,5,207,184,107
1202338724000.0,deallocate,48,5,207,0,107
1202302387000.0,allocate,59,5,208,126,107
1202338724000.0,deallocate,59,5,208,0,107
1202302387000.0,allocate,91,5,209,288,107
1202338724000.0,deallocate,91,5,209,0,107
1202302387000.0,allocate,70,5,210,108,107
1202338724000.0,deallocate,70,5,210,0,107
1202302387000.0,allocate,30,5,211,204,107
1202338724000.0,deallocate,30,5,211,0,107
1202302387000.0,allocate,63,5,212,198,107
1202338724000.0,deallocate,63,5,212,0,107
1202302387000.0,allocate,38,5,213,120,107
1202338724000.0,deallocate,38,5,213,0,107
1202302387000.0,allocate,82,5,214,210,107
1202338724000.0,deallocate,82,5,214,0,107
1202338724000.0,allocate,20,0,215,48,107
1202388143000.0,deallocate,20,0,215,0,107
1202338724000.0,allocate,73,0,216,11,107
1202388143000.0,deallocate,73,0,216,0,107
1202338724000.0,allocate,48,0,217,184,107
1202388143000.0,deallocate,48,0,217,0,107
1202338724000.0,allocate,59,0,218,126,107
1202388143000.0,deallocate,59,0,218,0,107
1202338724000.0,allocate,91,0,219,288,107
1202388143000.0,deallocate,91,0,219,0,107
1202338724000.0,allocate,70,0,220,108,107
1202388143000.0,deallocate,70,0,220,0,107
1202338724000.0,allocate,30,0,221,204,107
1202388143000.0,deallocate,30,0,221,0,107
1202338724000.0,allocate,63,0,222,198,107
1202388143000.0,deallocate,63,0,222,0,107
1202338724000.0,allocate,38,0,223,120,107
1202388143000.0,deallocate,38,0,223,0,107
1202338724000.0,allocate,82,0,224,210,107
1202388143000.0,deallocate,82,0,224,0,107
1202388143000.0,allocate,20,5,225,48,107
1202407345000.0,deallocate,20,5,225,0,107
1202388143000.0,allocate,73,5,226,11,107
1202407345000.0,deallocate,73,5,226,0,107
1202388143000.0,allocate,48,5,227,184,107
1202407345000.0,deallocate,48,5,227,0,107
1202388143000.0,allocate,59,5,228,126,107
1202407345000.0,deallocate,59,5,228,0,107
1202388143000.0,allocate,91,5,229,288,107
1202407345000.0,deallocate,91,5,229,0,107
1202388143000.0,allocate,70,5,230,108,107
1202407345000.0,deallocate,70,5,230,0,107
1202388143000.0,allocate,30,5,231,204,107
1202407345000.0,deallocate,30,5,231,0,107
1202388143000.0,allocate,63,5,232,198,107
1202407345000.0,deallocate,63,5,232,0,107
1202388143000.0,allocate,38,5,233,120,107
1202407345000.0,deallocate,38,5,233,0,107
1202388143000.0,allocate,82,5,234,210,107
1202407345000.0,deallocate,82,5,234,0,107
1202407345000.0,allocate,20,0,235,48,107
1202483979000.0,deallocate,20,0,235,0,107
1202407345000.0,allocate,73,0,236,11,107
1202483979000.0,deallocate,73,0,236,0,107
1202407345000.0,allocate,48,0,237,184,107
1202483979000.0,deallocate,48,0,237,0,107
1202407345000.0,allocate,59,0,238,126,107
1202483979000.0,deallocate,59,0,238,0,107
1202407345000.0,allocate,91,0,239,288,107
1202483979000.0,deallocate,91,0,239,0,107
1202407345000.0,allocate,70,0,240,108,107
1202483979000.0,deallocate,70,0,240,0,107
1202407345000.0,allocate,30,0,241,204,107
1202483979000.0,deallocate,30,0,241,0,107
1202407345000.0,allocate,63,0,242,198,107
1202483979000.0,deallocate,63,0,242,0,107
1202407345000.0,allocate,38,0,243,120,107
1202483979000.0,deallocate,38,0,243,0,107
1202407345000.0,allocate,82,0,244,210,107
1202483979000.0,deallocate,82,0,244,0,107
1202483979000.0,allocate,20,5,245,48,107
1202489117000.0,deallocate,20,5,245,0,107
1202483979000.0,allocate,73,5,246,11,107
1202489117000.0,deallocate,73,5,246,0,107
1202483979000.0,allocate,48,5,247,184,107
1202489117000.0,deallocate,48,5,247,0,107
1202483979000.0,allocate,59,5,248,126,107
1202489117000.0,deallocate,59,5,248,0,107
1202483979000.0,allocate,91,5,249,288,107
1202489117000.0,deallocate,91,5,249,0,107
1202483979000.0,allocate,70,5,250,108,107
1202489117000.0,deallocate,70,5,250,0,107
1202483979000.0,allocate,30,5,251,204,107
1202489117000.0,deallocate,30,5,251,0,107
1202483979000.0,allocate,63,5,252,198,107
1202489117000.0,deallocate,63,5,252,0,107
1202483979000.0,allocate,38,5,253,120,107
1202489117000.0,deallocate,38,5,253,0,107
1202483979000.0,allocate,82,5,254,210,107
1202489117000.0,deallocate,82,5,254,0,107
1201959724000.0,allocate,73,0,255,11,112
1202001737000.0,deallocate,73,0,255,0,112
1201959724000.0,allocate,81,0,256,190,112
1202001737000.0,deallocate,81,0,256,0,112
1201959724000.0,allocate,71,0,257,217,112
1202001737000.0,deallocate,71,0,257,0,112
1201959724000.0,allocate,57,0,258,112,112
1202001737000.0,deallocate,57,0,258,0,112
1201959724000.0,allocate,44,0,259,7,112
1202001737000.0,deallocate,44,0,259,0,112
1201959724000.0,allocate,32,0,260,133,112
1202001737000.0,deallocate,32,0,260,0,112
1201959724000.0,allocate,9,0,261,70,112
1202001737000.0,deallocate,9,0,261,0,112
1201959724000.0,allocate,26,0,262,204,112
1202001737000.0,deallocate,26,0,262,0,112
1201959724000.0,allocate,29,0,263,91,112
1202001737000.0,deallocate,29,0,263,0,112
1201959724000.0,allocate,28,0,264,87,112
1202001737000.0,deallocate,28,0,264,0,112
1201959724000.0,allocate,52,0,265,120,112
1202001737000.0,deallocate,52,0,265,0,112
1202001737000.0,allocate,73,5,266,11,112
1202036822000.0,deallocate,73,5,266,0,112
1202001737000.0,allocate,81,5,267,190,112
1202036822000.0,deallocate,81,5,267,0,112
1202001737000.0,allocate,71,5,268,217,112
1202036822000.0,deallocate,71,5,268,0,112
1202001737000.0,allocate,57,5,269,112,112
1202036822000.0,deallocate,57,5,269,0,112
1202001737000.0,allocate,44,5,270,7,112
1202036822000.0,deallocate,44,5,270,0,112
1202001737000.0,allocate,32,5,271,133,112
1202036822000.0,deallocate,32,5,271,0,112
1202001737000.0,allocate,9,5,272,70,112
1202036822000.0,deallocate,9,5,272,0,112
1202001737000.0,allocate,26,5,273,204,112
1202036822000.0,deallocate,26,5,273,0,112
1202001737000.0,allocate,29,5,274,91,112
1202036822000.0,deallocate,29,5,274,0,112
1202001737000.0,allocate,28,5,275,87,112
1202036822000.0,deallocate,28,5,275,0,112
1202001737000.0,allocate,52,5,276,120,112
1202036822000.0,deallocate,52,5,276,0,112
1202036822000.0,allocate,73,0,277,11,112
1202327823000.0,deallocate,73,0,277,0,112
1202036822000.0,allocate,81,0,278,190,112
1202327823000.0,deallocate,81,0,278,0,112
1202036822000.0,allocate,71,0,279,217,112
1202327823000.0,deallocate,71,0,279,0,112
1202036822000.0,allocate,57,0,280,112,112
1202327823000.0,deallocate,57,0,280,0,112
1202036822000.0,allocate,44,0,281,7,112
1202327823000.0,deallocate,44,0,281,0,112
1202036822000.0,allocate,32,0,282,133,112
1202327823000.0,deallocate,32,0,282,0,112
1202036822000.0,allocate,9,0,283,70,112
1202327823000.0,deallocate,9,0,283,0,112
1202036822000.0,allocate,26,0,284,204,112
1202327823000.0,deallocate,26,0,284,0,112
1202036822000.0,allocate,29,0,285,91,112
1202327823000.0,deallocate,29,0,285,0,112
1202036822000.0,allocate,28,0,286,87,112
1202327823000.0,deallocate,28,0,286,0,112
1202036822000.0,allocate,52,0,287,120,112
1202327823000.0,deallocate,52,0,287,0,112
1202327823000.0,allocate,73,5,288,11,112
1202386859000.0,deallocate,73,5,288,0,112
1202327823000.0,allocate,81,5,289,190,112
1202386859000.0,deallocate,81,5,289,0,112
1202327823000.0,allocate,71,5,290,217,112
1202386859000.0,deallocate,71,5,290,0,112
1202327823000.0,allocate,57,5,291,112,112
1202386859000.0,deallocate,57,5,291,0,112
1202327823000.0,allocate,44,5,292,7,112
1202386859000.0,deallocate,44,5,292,0,112
1202327823000.0,allocate,32,5,293,133,112
1202386859000.0,deallocate,32,5,293,0,112
1202327823000.0,allocate,9,5,294,70,112
1202386859000.0,deallocate,9,5,294,0,112
1202327823000.0,allocate,26,5,295,204,112
1202386859000.0,deallocate,26,5,295,0,112
1202327823000.0,allocate,29,5,296,91,112
1202386859000.0,deallocate,29,5,296,0,112
1202327823000.0,allocate,28,5,297,87,112
1202386859000.0,deallocate,28,5,297,0,112
1202327823000.0,allocate,52,5,298,120,112
1202386859000.0,deallocate,52,5,298,0,112
1202386859000.0,allocate,73,0,299,11,112
1202430301000.0,deallocate,73,0,299,0,112
1202386859000.0,allocate,81,0,300,190,112
1202430301000.0,deallocate,81,0,300,0,112
1202386859000.0,allocate,71,0,301,217,112
1202430301000.0,deallocate,71,0,301,0,112
1202386859000.0,allocate,57,0,302,112,112
1202430301000.0,deallocate,57,0,302,0,112
1202386859000.0,allocate,44,0,303,7,112
1202430301000.0,deallocate,44,0,303,0,112
1202386859000.0,allocate,32,0,304,133,112
1202430301000.0,deallocate,32,0,304,0,112
1202386859000.0,allocate,9,0,305,70,112
1202430301000.0,deallocate,9,0,305,0,112
1202386859000.0,allocate,26,0,306,204,112
1202430301000.0,deallocate,26,0,306,0,112
1202386859000.0,allocate,29,0,307,91,112
1202430301000.0,deallocate,29,0,307,0,112
1202386859000.0,allocate,28,0,308,87,112
1202430301000.0,deallocate,28,0,308,0,112
1202386859000.0,allocate,52,0,309,120,112
1202430301000.0,deallocate,52,0,309,0,112
1202430301000.0,allocate,73,5,310,11,112
